date,protocol,program_name,app_name,top_level_name,net_dollar_flow,net_price_stock_change,last_price_net_dollar_flow,usd_value,tvl_change,error,cumul_net_dollar_flow,cumul_last_price_net_dollar_flow,cumul_net_price_stock_change,program_name_join,protocol_join,app_name_join,top_level_name_join,include_in_summary,op_source,start_date,end_date,num_op,cumul_net_dollar_flow_if_ended,cumul_last_price_net_dollar_flow_if_ended,program_rank_desc,cumul_net_dollar_flow_at_program_end,cumul_last_price_net_dollar_flow_at_program_end,cumul_net_price_stock_change_at_program_end,num_op_at_program_end,cumul_net_dollar_flow_if_ended_at_program_end,cumul_last_price_net_dollar_flow_if_ended_at_program_end,period
2022-11-02,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,128830.64659347625,-347834.3553712219,134548.70420969286,8454306.306971377,-219003.7087777462,-5.238689482212067e-10,7458775.947027902,7478353.294877436,995530.3599434746,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,129,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-03,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,397112.0545359655,73068.89186269457,394381.10262641776,8924487.253370037,470180.94639866054,4.656612873077393e-10,7855888.001563868,7872734.397503854,1068599.251806169,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,128,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-04,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,84813.60944043886,676069.5528494952,78841.13067555163,9685370.415659972,760883.1622899342,2.3283064365386963e-10,7940701.611004307,7951575.528179405,1744668.8046556644,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,127,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-05,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,22786.203138619974,-118806.49259337015,23556.736541117705,9589350.12620522,-96020.28945475072,-5.529727786779404e-10,7963487.814142927,7975132.264720524,1625862.3120622942,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,126,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-06,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,194279.80737214256,-337234.9105307228,202144.4204203177,9446395.02304664,-142955.10315858014,1.1641532182693481e-10,8157767.621515069,8177276.685140841,1288627.4015315715,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,125,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-07,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,473785.7911808186,12753.533039769965,473568.1046278613,9932934.34726723,486539.32422058843,-1.1641532182693481e-10,8631553.412695888,8650844.789768703,1301380.9345713414,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,124,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-08,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,-57028.92198321814,-1524549.73520246,-62148.979640060716,8351355.690081551,-1581578.6571856784,-2.3283064365386963e-10,8574524.49071267,8588695.810128642,-223168.8006311187,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,123,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-09,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,-13962.502768274964,-1503993.9388836697,-14270.161309014366,6833399.248429607,-1517956.441651944,4.656612873077393e-10,8560561.987944394,8574425.648819627,-1727162.7395147884,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,122,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-10,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,-276791.08826090884,1200481.0765327683,-220485.19354274246,7757089.236701466,923689.9882718595,0.0,8283770.899683486,8353940.455276885,-526681.6629820201,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,121,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-11,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,-246515.05451703744,-78110.51555070042,-248981.6200813951,7432463.666633728,-324625.5700677382,-3.4924596548080444e-10,8037255.8451664485,8104958.83519549,-604792.1785327205,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,120,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-12,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,-411935.31689263514,-153360.51772831372,-413571.3771041387,6867167.832012779,-565295.8346209489,0.0,7625320.528273813,7691387.458091351,-758152.6962610342,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,119,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-13,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,-322619.862644559,-183838.81039474756,-330142.0701513658,6360709.158973472,-506458.6730393069,-3.4924596548080444e-10,7302700.665629255,7361245.387939985,-941991.5066557818,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,118,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-14,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,20599.344236839537,93701.7418590785,21179.382946088434,6475010.245069391,114301.0860959189,8.731149137020111e-10,7323300.009866094,7382424.770886074,-848289.7647967032,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,117,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-15,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,-2438.5514241604888,59850.12531606618,-2397.4061340187973,6532421.818961296,57411.57389190514,-5.529727786779404e-10,7320861.458441934,7380027.364752055,-788439.639480637,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,116,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-16,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,-73785.29596097753,-187133.21548406157,-75250.19399826757,6271503.307516257,-260918.51144503895,1.4551915228366852e-10,7247076.162480956,7304777.170753787,-975572.8549646987,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,115,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-17,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,616281.4618935396,-60921.45149536403,623684.7665291151,6826863.317914433,555360.0103981756,0.0,7863357.624374496,7928461.937282902,-1036494.3064600627,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,114,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-18,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,-207715.50251613348,59128.151787390874,-205890.6895479948,6678275.96718569,-148587.35072874278,-1.7462298274040222e-10,7655642.121858362,7722571.247734908,-977366.1546726718,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,113,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-19,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,-17333.458718925653,40868.161672983515,-16822.15056697938,6701810.670139748,23534.702954057604,-2.582964953035116e-10,7638308.663139436,7705749.097167928,-936497.9929996883,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,112,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-20,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,123788.72536673496,-421665.44834593555,132136.86164436018,6403933.947160548,-297876.7229792001,5.238689482212067e-10,7762097.388506171,7837885.958812288,-1358163.441345624,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,111,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-21,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,44994.59999172272,-197587.35333406326,46635.482534596,6251341.193818207,-152592.7533423407,-1.7462298274040222e-10,7807091.988497894,7884521.441346885,-1555750.7946796871,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,110,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-22,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,180902.92127117448,178172.2597545663,177210.44898311072,6610416.374843948,359075.1810257407,-1.1641532182693481e-10,7987994.9097690685,8061731.890329995,-1377578.5349251209,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,109,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-23,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,-56023.22873555123,288235.7382599006,-53468.37773158464,6842628.884368297,232212.50952434912,-2.3283064365386963e-10,7931971.681033517,8008263.51259841,-1089342.7966652203,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,108,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-24,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,956.7018699039163,112637.09002949906,997.3648619363339,6956222.6762677,113593.79189940356,5.820766091346741e-10,7932928.382903421,8009260.877460347,-976705.7066357211,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,107,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-25,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,118875.07516915462,-30563.11755839829,119525.47758639432,7044534.633878456,88311.95761075616,-1.7462298274040222e-10,8051803.458072576,8128786.355046741,-1007268.8241941194,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,106,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-26,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,4824.212939768291,50623.11810309117,5116.218289849781,7099981.964921316,55447.3310428597,2.473825588822365e-10,8056627.671012344,8133902.573336591,-956645.7060910283,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,105,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-27,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,57704.96276283233,-74010.93874566574,58519.0890564242,7083675.9889384825,-16305.975982833654,-2.4010660126805305e-10,8114332.6337751765,8192421.662393015,-1030656.644836694,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,104,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-28,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,58439.94609532761,-155768.40465870558,60033.81855210937,6986347.530375104,-97328.45856337808,-1.1641532182693481e-10,8172772.579870504,8252455.480945124,-1186425.0494953997,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,103,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-29,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,-49850.58171884579,285385.7712540892,-47855.5955301942,7221882.719910348,235535.18953524344,2.9103830456733704e-11,8122921.998151658,8204599.88541493,-901039.2782413104,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,102,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-11-30,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,118773.52639992713,454968.02743552456,112422.95156834935,7795624.273745799,573741.5538354516,-1.1641532182693481e-10,8241695.524551585,8317022.836983279,-446071.2508057858,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,101,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-01,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,-12562.76469815609,-106131.76448715499,-12535.645282112368,7676929.7445604885,-118694.52918531094,1.4551915228366852e-10,8229132.759853429,8304487.191701167,-552203.0152929408,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,100,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-02,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,20337.69366745029,107483.00825244604,20162.578268385245,7804750.446480385,127820.70191989653,1.8917489796876907e-10,8249470.453520879,8324649.769969553,-444720.00704049476,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,99,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-03,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,12321.300294578125,-305079.9254171479,12840.928158897777,7511991.8213578155,-292758.6251225695,2.9103830456733704e-10,8261791.753815457,8337490.698128451,-749799.9324576426,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,98,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-04,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,21576.70135589046,226341.68058160966,20987.55002600255,7759910.203295316,247918.3819375001,-2.9103830456733704e-11,8283368.4551713485,8358478.248154453,-523458.251876033,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,97,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-05,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,-8753.081022040738,-130002.24625195735,-8748.662956862949,7621154.876021317,-138755.3272739984,-3.2014213502407074e-10,8274615.374149308,8349729.58519759,-653460.4981279904,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,96,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-06,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,-489937.0253453462,90245.40120069553,-483789.06132668257,7221463.251876666,-399691.624144651,-3.4924596548080444e-10,7784678.348803962,7865940.523870908,-563215.0969272949,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,95,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-07,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,-94301.58786281326,-205560.85849508777,-96746.0487520744,6921600.805518766,-299862.4463579003,7.566995918750763e-10,7690376.760941148,7769194.475118833,-768775.9554223826,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,94,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-08,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,51023.90233759325,263058.6437666189,49234.31166733018,7235683.351622977,314082.54610421136,-8.149072527885437e-10,7741400.663278741,7818428.786786163,-505717.3116557637,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,93,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-09,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,99148.62570568774,-100420.16959136844,100557.63609441597,7234411.807737296,-1271.5438856808469,-1.4551915228366852e-10,7840549.288984429,7918986.422880579,-606137.4812471322,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,92,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-10,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,96402.58064035999,14268.234851751226,96215.79098012357,7345082.623229408,110670.81549211126,4.3655745685100555e-11,7936951.869624789,8015202.213860703,-591869.2463953809,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,91,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-11,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,28558.173470283156,-16760.50313825997,28684.996937,7356880.293561431,11797.670332022943,-2.4374458007514477e-10,7965510.043095072,8043887.210797703,-608629.7495336409,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,90,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-12,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,513517.3710154226,70486.63143347518,508774.38577040075,7940884.296010329,584004.0024488987,9.313225746154785e-10,8479027.414110495,8552661.596568104,-538143.1181001657,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,89,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-13,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,375879.23580474005,290163.5608832326,362986.9579239825,8606927.092698302,666042.7966879727,0.0,8854906.649915235,8915648.554492086,-247979.5572169331,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,88,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-14,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,42521.80490130049,-63579.9864654128,43387.98431868983,8585868.911134189,-21058.181564113125,-8.149072527885437e-10,8897428.454816535,8959036.538810777,-311559.5436823459,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,87,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-15,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,-852760.5939030037,-294247.9040980446,-881973.4069220498,7438860.413133142,-1147008.4980010474,9.313225746154785e-10,8044667.860913532,8077063.131888726,-605807.4477803905,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,86,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-16,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,11258.62105558587,-587279.1886617433,12223.707023945713,6862839.845526984,-576020.5676061576,-2.3283064365386963e-10,8055926.481969117,8089286.838912671,-1193086.6364421337,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,85,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-17,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,-9069.29262247902,124871.06348191686,-8902.67564680726,6978641.616386422,115801.770859438,1.4551915228366852e-10,8046857.1893466385,8080384.163265864,-1068215.572960217,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,84,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-18,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,4940.069171925241,-20145.31651841973,4962.205277512203,6963436.369039927,-15205.247346495278,-7.876224117353559e-10,8051797.258518564,8085346.368543376,-1088360.8894786367,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,83,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-19,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,101086.4697869471,-101856.72061727868,102614.73301920824,6962666.118209596,-770.250830330886,6.984919309616089e-10,8152883.72830551,8187961.101562585,-1190217.6100959154,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,82,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-20,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,141414.25132904353,252854.44619357976,149588.40794095225,7356934.815732219,394268.69752262346,1.7462298274040222e-10,8294297.979634554,8337549.509503537,-937363.1639023356,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,81,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-21,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,14838.779422114145,-43882.05897327968,16221.940623918948,7327891.536181053,-29043.27955116611,-5.748006515204906e-10,8309136.759056669,8353771.450127456,-981245.2228756152,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,80,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-22,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,95734.35871620377,30960.2696373244,95420.96989159855,7454586.164534582,126694.62835352868,5.093170329928398e-10,8404871.117772872,8449192.420019055,-950284.9532382909,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,79,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-23,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,24309.249513538613,11601.103312475043,24617.00109193862,7490496.517360595,35910.35282601323,-4.220055416226387e-10,8429180.36728641,8473809.421110993,-938683.8499258158,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,78,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-24,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,-8888.104654402467,9821.177693334428,-8874.538932773778,7491429.590399527,933.073038931936,-2.546585164964199e-11,8420292.262632009,8464934.882178219,-928862.6722324814,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,77,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
2022-12-25,synthetix,Synthetix - ETH/sETH: Velodrome,synthetix,ETH/sETH: Velodrome,4573.375301814952,-21056.87454512079,4613.962521494702,7474946.091156222,-16483.499243305065,7.748894859105349e-10,8424865.637933822,8469548.844699714,-949919.5467776022,Synthetix - ETH/sETH: Velodrome,synthetix,synthetix,ETH/sETH: Velodrome,1,Gov Fund - Phase 0,2022-09-27,,231428.5714,,,76,31814161.30153232,32349023.549939886,-2537248.3113607336,231428.5714,0.0,0.0,During Program
