counterparty_label,counterparty_name,counterparty_type,max_block_time,min_block_time,op_claimed,op_deployed,op_from_other_projects,op_to_other_projects,op_to_project,project_name,last_updated
Project,Thales,Contract Deployer,2023-05-04 13:26:18.000 UTC,2023-03-13 11:15:54.000 UTC,0.0,-102.71171405044053,0.0,0.0,0.0,Thales,2023-10-02 12:10:16.035170+00:00
Project,Thales,"Phase 0,Season 3,Season 2",2023-03-03 19:29:59.000 UTC,2022-06-02 10:34:35.000 UTC,0.0,-36587.25809214994,0.0,0.0,0.0,Thales,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-09-07 19:49:41.000 UTC,2023-06-07 20:51:33.000 UTC,23898.009999999987,23898.009999999987,0.0,0.0,0.0,The Optimistic Series,2023-10-02 12:10:16.035170+00:00
Project,Latruite.eth,Season 4,2023-06-07 20:58:07.000 UTC,2023-06-07 20:58:07.000 UTC,0.0,25.0,0.0,25.0,0.0,The Optimistic Series,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-05-20 08:04:56.000 UTC,2023-05-20 08:04:56.000 UTC,0.0,0.0,0.0,0.0,18000.0,The Optimistic Series,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-03-30 19:59:17.000 UTC,2023-03-30 19:59:17.000 UTC,0.0,0.0,0.0,0.0,12000.0,The Optimistic Series,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-09-26 16:26:49.000 UTC,2022-11-30 01:29:40.000 UTC,1319.65,1319.65,0.0,0.0,0.0,Tide Protocol,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-08-31 07:46:59.000 UTC,2023-08-31 07:46:59.000 UTC,0.0,0.0,0.0,0.0,16000.0,Tide Protocol,2023-10-02 12:10:16.035170+00:00
Project,xToken,Season 1,2023-05-01 17:41:46.000 UTC,2022-10-25 21:44:23.000 UTC,0.0,204166.66,0.0,204166.66,0.0,Uniswap,2023-10-02 12:10:16.035170+00:00
Project,Arrakis Finance,Uniswap Grants,2023-05-01 18:34:16.000 UTC,2022-10-26 13:08:02.000 UTC,0.0,204166.66,0.0,204166.66,0.0,Uniswap,2023-10-02 12:10:16.035170+00:00
Project,xToken,Intermediate,2023-05-01 17:43:16.000 UTC,2022-10-25 21:30:41.000 UTC,0.0,204166.66,0.0,204166.66,0.0,Uniswap,2023-10-02 12:10:16.035170+00:00
Project,DefiEdge,Uniswap Grants,2023-05-01 18:33:01.000 UTC,2023-01-18 05:00:01.000 UTC,0.0,187500.0,0.0,187500.0,0.0,Uniswap,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2022-09-07 15:07:22.000 UTC,2022-09-07 15:07:22.000 UTC,0.0,0.0,0.0,0.0,1000000.0,Uniswap,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-04-17 08:41:33.000 UTC,2023-04-17 08:41:33.000 UTC,1119.0,1119.0,0.0,0.0,0.0,Unruggable Names,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-09-18 18:17:55.000 UTC,2023-09-18 18:17:55.000 UTC,0.0,0.0,0.0,0.0,579.744967725464,Unruggable Names,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-09-29 00:28:21.000 UTC,2022-07-11 17:23:08.000 UTC,6860141.884243454,6727128.324243453,0.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Deployed,Synthetix,USDC/sUSD: Velodrome,2023-06-21 01:37:47.000 UTC,2022-08-23 17:58:52.000 UTC,0.0,217992.80000000002,0.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Deployed,Synthetix,ETH/sETH: Velodrome,2023-05-24 18:01:22.000 UTC,2022-08-23 18:23:35.000 UTC,0.0,191557.0,0.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Deployed,Synthetix,USDC/SNX: Velodrome,2023-06-21 01:37:47.000 UTC,2022-08-23 17:57:20.000 UTC,0.0,171817.1,0.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Deployed,Velodrome,Distributor,2022-08-11 20:31:20.000 UTC,2022-08-11 20:31:20.000 UTC,0.0,139670.0,0.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Deployed,QiDao,sUSDC/MAI: Velodrome,2023-06-21 01:37:47.000 UTC,2022-08-23 15:16:46.000 UTC,0.0,123489.37999999999,0.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Deployed,Overnight+,USD+/USDC: Velodrome,2023-06-21 01:37:47.000 UTC,2022-09-26 18:33:11.000 UTC,0.0,50246.16,0.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Deployed,Overnight+,USD+/DOLA: Velodrome,2023-06-21 16:12:15.000 UTC,2023-01-31 22:26:33.000 UTC,0.0,50172.14,0.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Project,Stargate Finance,Phase 0,2023-07-29 15:18:21.000 UTC,2023-05-11 17:40:38.000 UTC,0.0,38445.60763299999,0.0,38445.60763299999,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Project,Alchemix,Season 2,2023-07-29 15:18:21.000 UTC,2022-08-18 14:53:05.000 UTC,0.0,36297.984181399996,0.0,36297.984181399996,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Deployed,Beefy Finance,BIFI/WETH: Velodrome,2023-06-21 01:37:47.000 UTC,2022-10-05 15:45:10.000 UTC,0.0,30267.699999999997,0.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Project,Synthetix,Phase 0,2023-03-30 18:19:03.000 UTC,2022-07-28 17:23:14.000 UTC,0.0,29953.5406906,0.0,29953.5406906,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Deployed,Rocket Pool,vWETH/rETH: Velodrome,2023-06-21 16:12:15.000 UTC,2023-02-15 16:00:28.000 UTC,0.0,27128.81,0.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Deployed,dHedge,DHT/OP: Velodrome,2023-06-21 01:37:47.000 UTC,2023-02-07 18:34:25.000 UTC,0.0,24494.02,0.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Deployed,Beefy Finance,BIFI/OP: Velodrome,2023-06-21 16:12:15.000 UTC,2022-09-13 18:09:59.000 UTC,0.0,21576.9,0.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Project,Angle Protocol,Intermediate,2022-09-29 16:29:25.000 UTC,2022-07-28 19:09:57.000 UTC,0.0,17686.115516500002,0.0,17686.115516500002,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Deployed,Angle Protocol,agEUR/MAI: Velodrome,2023-03-08 17:12:11.000 UTC,2022-09-06 14:00:38.000 UTC,0.0,14816.0,0.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Deployed,Lido,wstETH/WETH: Velodrome,2023-06-21 01:37:47.000 UTC,2023-02-07 18:50:26.000 UTC,0.0,14569.61,0.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Project,QiDao,Season 1,2022-10-14 17:03:13.000 UTC,2022-09-15 17:59:26.000 UTC,0.0,12055.337472,0.0,12055.337472,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Deployed,Rocket Pool,sWETH/rETH: Velodrome,2023-02-01 15:29:37.000 UTC,2022-11-16 23:38:34.000 UTC,0.0,10904.0,0.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Deployed,Alchemix,alETH/WETH: Velodrome,2023-06-21 19:01:07.000 UTC,2023-01-10 18:19:41.000 UTC,0.0,9773.1,0.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Deployed,Overnight+,USD+/LUSD: Velodrome,2023-06-21 16:12:15.000 UTC,2022-09-27 18:48:33.000 UTC,0.0,9655.0,0.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Deployed,Lido,wstETH/OP: Velodrome,2023-06-21 01:37:47.000 UTC,2023-01-25 22:07:17.000 UTC,0.0,8187.2300000000005,0.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Deployed,Layer2dao,L2DAO/OP: Velodrome,2022-09-07 17:20:56.000 UTC,2022-08-22 22:04:02.000 UTC,0.0,6800.0,0.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Deployed,Lido,wstETH/USDC: Velodrome,2023-05-31 13:12:18.000 UTC,2023-02-01 19:39:58.000 UTC,0.0,5657.7,0.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Project,Lyra Finance,Intermediate,2022-07-28 19:09:57.000 UTC,2022-07-28 19:09:57.000 UTC,0.0,5305.409,0.0,5305.409,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Project,Thales,"Phase 0,Season 3,Season 2",2022-08-04 17:38:45.000 UTC,2022-07-28 19:09:57.000 UTC,0.0,5222.813,0.0,5222.813,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Deployed,Angle Protocol,OP/agEUR: Velodrome,2023-06-21 16:12:15.000 UTC,2023-02-22 15:33:12.000 UTC,0.0,1722.8,0.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Project,Layer2dao,Phase 0,2022-08-18 18:10:47.000 UTC,2022-07-28 17:23:14.000 UTC,0.0,1557.3300000000002,0.0,1557.3300000000002,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Deployed,Angle Protocol,USDC/agEUR: Velodrome,2023-06-21 16:12:15.000 UTC,2023-03-22 14:31:44.000 UTC,0.0,614.0,0.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Project,Hop Protocol,Phase 0,2022-08-04 17:38:45.000 UTC,2022-08-04 17:38:45.000 UTC,0.0,552.193,0.0,552.193,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Project,jackanorak.eth,Season 4,2023-04-13 19:53:19.000 UTC,2022-07-22 16:48:37.000 UTC,0.0,335.6631858,0.0,335.6631858,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Project,Perpetual Protocol,Phase 0,2022-07-28 19:08:11.000 UTC,2022-07-28 19:08:11.000 UTC,0.0,13.884,0.0,13.884,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Project,Sugma.eth,Season 4,2022-08-18 18:31:14.000 UTC,2022-07-28 17:24:59.000 UTC,0.0,10.314,0.0,10.314,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-09-18 18:11:59.000 UTC,2022-07-14 14:26:23.000 UTC,0.0,0.0,0.0,0.0,7002693.594788192,Velodrome,2023-10-02 12:10:16.035170+00:00
Project,Layer2dao,Phase 0,2022-08-15 06:37:33.000 UTC,2022-07-19 04:10:24.000 UTC,0.0,0.0,24000.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Project,Aelin,Phase 0,2022-08-17 03:55:38.000 UTC,2022-07-19 11:52:43.000 UTC,0.0,0.0,19827.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Project,Synthetix,Phase 0,2023-07-25 12:29:21.000 UTC,2023-07-25 12:29:21.000 UTC,0.0,0.0,10000.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-09-14 20:41:11.000 UTC,2023-08-10 21:26:13.000 UTC,0.0,0.0,0.0,0.0,900000.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Project,Rocket Pool,Season 1,2022-11-18 04:58:58.000 UTC,2022-11-18 04:58:58.000 UTC,0.0,0.0,2143.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Project,Thales,"Season 3,Phase 0,Season 2",2022-08-05 09:46:36.000 UTC,2022-08-05 09:46:36.000 UTC,0.0,0.0,1302.0,0.0,0.0,Velodrome,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-10-01 09:06:29.000 UTC,2023-04-11 22:07:09.000 UTC,57473.4983462665,100.0,0.0,0.0,0.0,Vesper,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-05-25 10:50:00.000 UTC,2023-05-05 09:04:20.000 UTC,4310.0,4310.0,0.0,0.0,0.0,Via Protocol,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-03-18 12:16:01.000 UTC,2023-03-18 12:16:01.000 UTC,0.0,0.0,0.0,0.0,250000.0,Via Protocol,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-05-22 15:21:35.000 UTC,2023-05-18 20:02:25.000 UTC,9283.95,9283.95,0.0,0.0,0.0,WakeUp Labs,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-05-18 18:07:44.000 UTC,2023-05-18 18:07:44.000 UTC,0.0,0.0,0.0,0.0,11328.500000000002,WakeUp Labs,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-02-17 13:29:37.000 UTC,2023-02-17 13:12:42.000 UTC,10000.0,10000.0,0.0,0.0,0.0,WardenSwap,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2022-11-26 18:31:40.000 UTC,2022-11-26 18:31:40.000 UTC,0.0,0.0,0.0,0.0,300000.0,WardenSwap,2023-10-02 12:10:16.035170+00:00
Deployed,WePiggy,LockDrop,2022-08-03 02:44:13.000 UTC,2022-08-03 02:44:13.000 UTC,0.0,212459.01639344302,0.0,0.0,0.0,WePiggy,2023-10-02 12:10:16.035170+00:00
Deployed,WePiggy,Distributor,2023-02-07 07:00:13.000 UTC,2022-08-01 07:28:55.000 UTC,0.0,206857.26777642147,0.0,0.0,0.0,WePiggy,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-09-11 22:19:19.000 UTC,2022-08-01 07:31:57.000 UTC,299781.823907744,1728.586426435652,0.0,0.0,0.0,WePiggy,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-09-15 18:22:15.000 UTC,2022-07-26 06:28:57.000 UTC,0.0,0.0,0.0,0.0,302477.8250499862,WePiggy,2023-10-02 12:10:16.035170+00:00
Project,WePiggy,Intermediate,2022-11-17 07:07:23.000 UTC,2022-08-03 02:19:39.000 UTC,0.0,-121035.11328926511,0.0,0.0,0.0,WePiggy,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-07-24 03:11:43.000 UTC,2023-05-17 16:10:00.000 UTC,1000120.3421707972,1000120.3421707972,0.0,0.0,0.0,Yearn,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2022-11-24 15:01:22.000 UTC,2022-11-24 15:01:22.000 UTC,0.0,0.0,0.0,0.0,1000000.0,Yearn,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-06-23 15:59:43.000 UTC,2022-07-08 00:49:09.000 UTC,31163.0,31163.0,0.0,0.0,0.0,Zeroex (0x),2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2022-07-08 21:22:57.000 UTC,2022-07-08 21:22:57.000 UTC,0.0,0.0,0.0,0.0,300000.0,Zeroex (0x),2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2022-05-31 22:04:52.000 UTC,2022-05-31 22:04:52.000 UTC,2469.3580921499392,2469.3580921499392,0.0,0.0,0.0,Zipswap,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-02-09 19:49:35.000 UTC,2023-02-09 19:49:35.000 UTC,0.0,0.0,0.0,0.0,26.43032894288744,Zipswap,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-10-01 13:33:01.000 UTC,2022-09-23 03:19:26.000 UTC,662756.0132975527,478790.90995182644,0.0,0.0,0.0,dForce,2023-10-02 12:10:16.035170+00:00
Deployed,dForce,Distributor,2023-06-02 08:28:56.000 UTC,2022-11-29 07:10:54.000 UTC,0.0,160209.39904148568,0.0,0.0,0.0,dForce,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-02-09 19:50:36.000 UTC,2022-09-30 07:12:01.000 UTC,0.0,0.0,0.0,0.0,300004.36205454264,dForce,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-08-05 22:31:23.000 UTC,2023-05-21 14:49:42.000 UTC,0.0,0.0,0.0,0.0,200000.0,dForce,2023-10-02 12:10:16.035170+00:00
Project,dForce,Intermediate,2023-01-07 03:26:10.000 UTC,2023-01-07 03:26:10.000 UTC,0.0,-200.08490309001738,0.0,0.0,0.0,dForce,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-09-26 00:44:53.000 UTC,2022-06-01 01:52:22.000 UTC,556011.5467214987,329810.24140752316,0.0,0.0,0.0,dHedge,2023-10-02 12:10:16.035170+00:00
Deployed,dHedge,Distributor,2023-03-23 11:42:36.000 UTC,2023-01-18 00:37:51.000 UTC,0.0,130000.0,0.0,0.0,0.0,dHedge,2023-10-02 12:10:16.035170+00:00
Deployed,dHedge,DHT/OP: Velodrome,2023-06-20 01:54:27.000 UTC,2023-02-02 04:29:59.000 UTC,0.0,71970.0,0.0,0.0,0.0,dHedge,2023-10-02 12:10:16.035170+00:00
Project,Synthetix,Multisig - Distributor,2022-10-20 18:59:19.000 UTC,2022-10-20 18:59:19.000 UTC,0.0,0.0,7500.0,0.0,0.0,dHedge,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-09-18 18:10:17.000 UTC,2022-10-21 01:42:51.000 UTC,0.0,0.0,0.0,0.0,356669.1025898198,dHedge,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-06-23 06:42:19.000 UTC,2023-06-23 06:42:19.000 UTC,0.0,0.0,0.0,0.0,10197.320000000002,dm3 Protocol,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-09-27 12:59:17.000 UTC,2022-05-31 18:22:00.000 UTC,64014.28524660046,64014.28524660046,0.0,0.0,0.0,jackanorak.eth,2023-10-02 12:10:16.035170+00:00
Project,Velodrome,Intermediate Disperser,2023-04-13 19:53:19.000 UTC,2022-07-22 16:48:37.000 UTC,0.0,0.0,335.6631858,0.0,0.0,jackanorak.eth,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-08-30 17:18:15.000 UTC,2023-04-19 18:48:39.000 UTC,0.0,0.0,0.0,0.0,39000.0,jackanorak.eth,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-09-18 18:32:55.000 UTC,2022-12-15 22:36:40.000 UTC,0.0,0.0,0.0,0.0,11143.43868747946,jackanorak.eth,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-02-28 09:37:01.000 UTC,2022-08-09 09:13:12.000 UTC,197345.05046,197345.05046,0.0,0.0,0.0,rotki - Rotki,2023-10-02 12:10:16.035170+00:00
Project,Rotki,Multisig,2023-04-22 09:45:15.000 UTC,2023-04-22 09:38:00.000 UTC,0.0,154457.6399827529,0.0,154457.6399827529,0.0,rotki - Rotki,2023-10-02 12:10:16.035170+00:00
Project,Rotki,Multisig,2023-04-22 09:41:00.000 UTC,2023-04-22 09:41:00.000 UTC,0.0,0.0,25.0,0.0,0.0,rotki - Rotki,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-05-03 17:11:05.000 UTC,2023-04-22 09:07:12.000 UTC,0.0,0.0,0.0,0.0,148272.63999999998,rotki - Rotki,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-02-09 19:47:02.000 UTC,2022-08-09 08:51:51.000 UTC,0.0,0.0,0.0,0.0,210578.0362524194,rotki - Rotki,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-10-02 02:33:43.000 UTC,2022-05-31 22:35:37.000 UTC,1008504.9367743897,822752.1452430527,0.0,0.0,0.0,xToken,2023-10-02 12:10:16.035170+00:00
Deployed,xToken,Rewarder,2023-05-03 16:38:53.000 UTC,2023-01-18 14:43:09.000 UTC,0.0,187500.0,0.0,0.0,0.0,xToken,2023-10-02 12:10:16.035170+00:00
Project,Uniswap,Phase 0,2023-05-01 17:43:16.000 UTC,2022-10-25 21:30:41.000 UTC,0.0,0.0,408333.32,0.0,0.0,xToken,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-02-09 20:05:25.000 UTC,2022-09-13 21:24:23.000 UTC,0.0,0.0,0.0,0.0,600007.965053664,xToken,2023-10-02 12:10:16.035170+00:00
