blockchain,chain_id,dt,layer,name,num_qualified_txs,num_raw_txs,num_success_txs,last_updated
gnosis,100,2024-05-05 00:00:00.000 UTC,L1,Gnosis,120969,164167,160538,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-09 00:00:00.000 UTC,L2,Polygon zkEVM,16238,19703,19144,2024-07-01 00:19:07.295055
zora,7777777,2024-04-25 00:00:00.000 UTC,L2,ZORA,98513,121500,120822,2024-07-01 00:19:07.295055
celo,42220,2024-04-11 00:00:00.000 UTC,L1,Celo,192679,221844,214541,2024-07-01 00:19:07.295055
optimism,10,2024-05-24 00:00:00.000 UTC,L2,OP Mainnet,394647,522202,484893,2024-07-01 00:19:07.295055
blast,81457,2024-05-02 00:00:00.000 UTC,L2,Blast,547499,651499,632646,2024-07-01 00:19:07.295055
linea,59144,2024-06-09 00:00:00.000 UTC,L2,Linea,403718,449506,446457,2024-07-01 00:19:07.295055
mantle,5000,2024-04-22 00:00:00.000 UTC,L2,Mantle,189111,219010,204005,2024-07-01 00:19:07.295055
linea,59144,2024-04-05 00:00:00.000 UTC,L2,Linea,617159,782261,756172,2024-07-01 00:19:07.295055
fantom,250,2024-05-29 00:00:00.000 UTC,L1,Fantom,101631,195443,172097,2024-07-01 00:19:07.295055
optimism,10,2024-06-19 00:00:00.000 UTC,L2,OP Mainnet,369543,468569,442892,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-09 00:00:00.000 UTC,L2,Arbitrum One,1283404,1694617,1620678,2024-07-01 00:19:07.295055
zksync,324,2024-06-13 00:00:00.000 UTC,L2,zkSync Era,509313,509312,500798,2024-07-01 00:19:07.295055
mantle,5000,2024-06-24 00:00:00.000 UTC,L2,Mantle,530327,571555,557660,2024-07-01 00:19:07.295055
ethereum,1,2024-06-23 00:00:00.000 UTC,L1,Ethereum,673884,1094778,1072664,2024-07-01 00:19:07.295055
base,8453,2024-05-20 00:00:00.000 UTC,L2,Base,1378712,1957699,1768045,2024-07-01 00:19:07.295055
mantle,5000,2024-06-04 00:00:00.000 UTC,L2,Mantle,243896,281463,274033,2024-07-01 00:19:07.295055
fantom,250,2024-06-24 00:00:00.000 UTC,L1,Fantom,112337,269418,239009,2024-07-01 00:19:07.295055
bnb,56,2024-05-09 00:00:00.000 UTC,L1,BNB,2593994,3119145,2995626,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-06-15 00:00:00.000 UTC,L1,Avalanche C-Chain,89204,114927,111762,2024-07-01 00:19:07.295055
zora,7777777,2024-04-26 00:00:00.000 UTC,L2,ZORA,94871,122715,121454,2024-07-01 00:19:07.295055
blast,81457,2024-04-12 00:00:00.000 UTC,L2,Blast,422037,454989,445836,2024-07-01 00:19:07.295055
ethereum,1,2024-05-22 00:00:00.000 UTC,L1,Ethereum,741751,1187647,1163331,2024-07-01 00:19:07.295055
ethereum,1,2024-06-04 00:00:00.000 UTC,L1,Ethereum,745450,1163405,1139687,2024-07-01 00:19:07.295055
scroll,534352,2024-04-27 00:00:00.000 UTC,L2,Scroll,235953,238409,231131,2024-07-01 00:19:07.295055
fantom,250,2024-06-30 00:00:00.000 UTC,L1,Fantom,153846,329971,304996,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-22 00:00:00.000 UTC,L2,Polygon zkEVM,12010,15951,15337,2024-07-01 00:19:07.295055
celo,42220,2024-05-24 00:00:00.000 UTC,L1,Celo,574587,643481,622140,2024-07-01 00:19:07.295055
base,8453,2024-04-24 00:00:00.000 UTC,L2,Base,1787580,2744035,2156615,2024-07-01 00:19:07.295055
zora,7777777,2024-05-26 00:00:00.000 UTC,L2,ZORA,70954,83760,83052,2024-07-01 00:19:07.295055
gnosis,100,2024-06-06 00:00:00.000 UTC,L1,Gnosis,85834,103870,100851,2024-07-01 00:19:07.295055
scroll,534352,2024-04-11 00:00:00.000 UTC,L2,Scroll,256877,301677,287232,2024-07-01 00:19:07.295055
mantle,5000,2024-04-12 00:00:00.000 UTC,L2,Mantle,213569,250783,230246,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-14 00:00:00.000 UTC,L2,Arbitrum One,1814012,2272408,2179648,2024-07-01 00:19:07.295055
base,8453,2024-04-16 00:00:00.000 UTC,L2,Base,1812073,2725331,2200534,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-06-05 00:00:00.000 UTC,L1,Avalanche C-Chain,132172,172239,165089,2024-07-01 00:19:07.295055
linea,59144,2024-04-07 00:00:00.000 UTC,L2,Linea,660404,784758,779286,2024-07-01 00:19:07.295055
zora,7777777,2024-05-31 00:00:00.000 UTC,L2,ZORA,85921,106239,105570,2024-07-01 00:19:07.295055
zkevm,1101,2024-04-26 00:00:00.000 UTC,L2,Polygon zkEVM,16934,20426,19910,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-06-07 00:00:00.000 UTC,L1,Avalanche C-Chain,129467,168373,158890,2024-07-01 00:19:07.295055
base,8453,2024-06-06 00:00:00.000 UTC,L2,Base,2065722,2902052,2655105,2024-07-01 00:19:07.295055
fantom,250,2024-05-23 00:00:00.000 UTC,L1,Fantom,104162,255057,222692,2024-07-01 00:19:07.295055
bnb,56,2024-04-13 00:00:00.000 UTC,L1,BNB,3377437,4182543,3871890,2024-07-01 00:19:07.295055
blast,81457,2024-05-19 00:00:00.000 UTC,L2,Blast,500590,634527,619959,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-05-07 00:00:00.000 UTC,L1,Avalanche C-Chain,130098,168034,158473,2024-07-01 00:19:07.295055
mantle,5000,2024-05-27 00:00:00.000 UTC,L2,Mantle,236489,260570,246822,2024-07-01 00:19:07.295055
polygon,137,2024-04-14 00:00:00.000 UTC,L1,Polygon PoS,4270887,4268429,3905928,2024-07-01 00:19:07.295055
zksync,324,2024-05-06 00:00:00.000 UTC,L2,zkSync Era,941102,941100,925412,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-04-15 00:00:00.000 UTC,L1,Avalanche C-Chain,249224,329186,295710,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-03 00:00:00.000 UTC,L2,Arbitrum One,1043630,1402515,1279425,2024-07-01 00:19:07.295055
celo,42220,2024-05-19 00:00:00.000 UTC,L1,Celo,533129,604231,580307,2024-07-01 00:19:07.295055
base,8453,2024-04-11 00:00:00.000 UTC,L2,Base,2035796,2974869,2397700,2024-07-01 00:19:07.295055
bnb,56,2024-05-04 00:00:00.000 UTC,L1,BNB,2366964,2774298,2643233,2024-07-01 00:19:07.295055
gnosis,100,2024-05-13 00:00:00.000 UTC,L1,Gnosis,129160,150638,147982,2024-07-01 00:19:07.295055
bnb,56,2024-04-29 00:00:00.000 UTC,L1,BNB,2890474,3437623,3318860,2024-07-01 00:19:07.295055
gnosis,100,2024-05-10 00:00:00.000 UTC,L1,Gnosis,127680,148329,144783,2024-07-01 00:19:07.295055
optimism,10,2024-06-28 00:00:00.000 UTC,L2,OP Mainnet,357017,444265,419215,2024-07-01 00:19:07.295055
linea,59144,2024-05-22 00:00:00.000 UTC,L2,Linea,638207,890506,878342,2024-07-01 00:19:07.295055
linea,59144,2024-05-30 00:00:00.000 UTC,L2,Linea,900217,962058,945101,2024-07-01 00:19:07.295055
ethereum,1,2024-05-11 00:00:00.000 UTC,L1,Ethereum,740370,1113045,1095168,2024-07-01 00:19:07.295055
zksync,324,2024-04-14 00:00:00.000 UTC,L2,zkSync Era,1065495,1065493,1041818,2024-07-01 00:19:07.295055
scroll,534352,2024-06-17 00:00:00.000 UTC,L2,Scroll,212866,263445,257790,2024-07-01 00:19:07.295055
zksync,324,2024-06-04 00:00:00.000 UTC,L2,zkSync Era,597744,597741,585047,2024-07-01 00:19:07.295055
gnosis,100,2024-04-22 00:00:00.000 UTC,L1,Gnosis,158468,181697,178079,2024-07-01 00:19:07.295055
linea,59144,2024-05-01 00:00:00.000 UTC,L2,Linea,285062,330495,323735,2024-07-01 00:19:07.295055
mantle,5000,2024-05-30 00:00:00.000 UTC,L2,Mantle,239302,278620,262590,2024-07-01 00:19:07.295055
optimism,10,2024-04-22 00:00:00.000 UTC,L2,OP Mainnet,467658,598057,562510,2024-07-01 00:19:07.295055
zksync,324,2024-05-08 00:00:00.000 UTC,L2,zkSync Era,895239,895235,881461,2024-07-01 00:19:07.295055
base,8453,2024-04-13 00:00:00.000 UTC,L2,Base,1821637,2553584,2135708,2024-07-01 00:19:07.295055
optimism,10,2024-06-11 00:00:00.000 UTC,L2,OP Mainnet,417350,522599,490058,2024-07-01 00:19:07.295055
polygon,137,2024-06-23 00:00:00.000 UTC,L1,Polygon PoS,4022689,4020574,3815994,2024-07-01 00:19:07.295055
gnosis,100,2024-04-24 00:00:00.000 UTC,L1,Gnosis,170256,206894,197512,2024-07-01 00:19:07.295055
blast,81457,2024-06-05 00:00:00.000 UTC,L2,Blast,669152,789977,767614,2024-07-01 00:19:07.295055
linea,59144,2024-05-28 00:00:00.000 UTC,L2,Linea,936870,1020934,1003959,2024-07-01 00:19:07.295055
ethereum,1,2024-04-25 00:00:00.000 UTC,L1,Ethereum,751127,1185720,1164640,2024-07-01 00:19:07.295055
zksync,324,2024-05-03 00:00:00.000 UTC,L2,zkSync Era,949218,949218,930823,2024-07-01 00:19:07.295055
optimism,10,2024-04-19 00:00:00.000 UTC,L2,OP Mainnet,500489,648588,595332,2024-07-01 00:19:07.295055
ethereum,1,2024-06-15 00:00:00.000 UTC,L1,Ethereum,726804,1136220,1104039,2024-07-01 00:19:07.295055
scroll,534352,2024-04-08 00:00:00.000 UTC,L2,Scroll,269451,320640,305383,2024-07-01 00:19:07.295055
zkevm,1101,2024-06-18 00:00:00.000 UTC,L2,Polygon zkEVM,13221,20841,20158,2024-07-01 00:19:07.295055
gnosis,100,2024-04-19 00:00:00.000 UTC,L1,Gnosis,162313,189619,185951,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-26 00:00:00.000 UTC,L2,Arbitrum One,1616383,1924653,1806161,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-14 00:00:00.000 UTC,L2,Polygon zkEVM,14005,17346,16612,2024-07-01 00:19:07.295055
optimism,10,2024-04-27 00:00:00.000 UTC,L2,OP Mainnet,506663,653461,612888,2024-07-01 00:19:07.295055
celo,42220,2024-06-08 00:00:00.000 UTC,L1,Celo,575423,619539,612122,2024-07-01 00:19:07.295055
polygon,137,2024-05-29 00:00:00.000 UTC,L1,Polygon PoS,4511837,4510100,4178428,2024-07-01 00:19:07.295055
fantom,250,2024-04-25 00:00:00.000 UTC,L1,Fantom,125427,245711,220264,2024-07-01 00:19:07.295055
polygon,137,2024-06-06 00:00:00.000 UTC,L1,Polygon PoS,3777343,3775475,3563456,2024-07-01 00:19:07.295055
celo,42220,2024-04-16 00:00:00.000 UTC,L1,Celo,254110,321838,280920,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-06-10 00:00:00.000 UTC,L1,Avalanche C-Chain,114333,144456,138148,2024-07-01 00:19:07.295055
zora,7777777,2024-04-20 00:00:00.000 UTC,L2,ZORA,109513,380362,379758,2024-07-01 00:19:07.295055
zora,7777777,2024-05-06 00:00:00.000 UTC,L2,ZORA,76600,94072,93358,2024-07-01 00:19:07.295055
ethereum,1,2024-05-14 00:00:00.000 UTC,L1,Ethereum,732141,1181516,1163156,2024-07-01 00:19:07.295055
mantle,5000,2024-06-13 00:00:00.000 UTC,L2,Mantle,586941,747392,736452,2024-07-01 00:19:07.295055
gnosis,100,2024-06-14 00:00:00.000 UTC,L1,Gnosis,59420,83457,79954,2024-07-01 00:19:07.295055
zksync,324,2024-06-06 00:00:00.000 UTC,L2,zkSync Era,515332,515330,505392,2024-07-01 00:19:07.295055
mantle,5000,2024-06-10 00:00:00.000 UTC,L2,Mantle,448235,607818,600819,2024-07-01 00:19:07.295055
mantle,5000,2024-04-27 00:00:00.000 UTC,L2,Mantle,369958,504708,494628,2024-07-01 00:19:07.295055
celo,42220,2024-06-26 00:00:00.000 UTC,L1,Celo,651990,716827,699521,2024-07-01 00:19:07.295055
optimism,10,2024-05-31 00:00:00.000 UTC,L2,OP Mainnet,395372,478671,458140,2024-07-01 00:19:07.295055
linea,59144,2024-04-18 00:00:00.000 UTC,L2,Linea,355660,425019,417766,2024-07-01 00:19:07.295055
ethereum,1,2024-06-03 00:00:00.000 UTC,L1,Ethereum,755677,1151839,1124770,2024-07-01 00:19:07.295055
fantom,250,2024-06-03 00:00:00.000 UTC,L1,Fantom,107014,206351,182995,2024-07-01 00:19:07.295055
gnosis,100,2024-05-24 00:00:00.000 UTC,L1,Gnosis,137154,175574,163416,2024-07-01 00:19:07.295055
celo,42220,2024-06-20 00:00:00.000 UTC,L1,Celo,552492,608829,593548,2024-07-01 00:19:07.295055
blast,81457,2024-05-22 00:00:00.000 UTC,L2,Blast,471546,578451,564166,2024-07-01 00:19:07.295055
ethereum,1,2024-05-02 00:00:00.000 UTC,L1,Ethereum,781047,1222827,1206720,2024-07-01 00:19:07.295055
linea,59144,2024-04-19 00:00:00.000 UTC,L2,Linea,355009,430053,421687,2024-07-01 00:19:07.295055
scroll,534352,2024-05-23 00:00:00.000 UTC,L2,Scroll,236630,275874,260586,2024-07-01 00:19:07.295055
zksync,324,2024-04-28 00:00:00.000 UTC,L2,zkSync Era,988298,988297,975052,2024-07-01 00:19:07.295055
polygon,137,2024-06-09 00:00:00.000 UTC,L1,Polygon PoS,3764985,3763579,3508012,2024-07-01 00:19:07.295055
optimism,10,2024-06-25 00:00:00.000 UTC,L2,OP Mainnet,359497,451710,436008,2024-07-01 00:19:07.295055
mantle,5000,2024-07-01 00:00:00.000 UTC,L2,Mantle,4283,4524,4511,2024-07-01 00:19:07.295055
gnosis,100,2024-06-19 00:00:00.000 UTC,L1,Gnosis,56090,79037,76135,2024-07-01 00:19:07.295055
scroll,534352,2024-06-12 00:00:00.000 UTC,L2,Scroll,233936,289781,277460,2024-07-01 00:19:07.295055
polygon,137,2024-04-26 00:00:00.000 UTC,L1,Polygon PoS,4113219,4110210,3905671,2024-07-01 00:19:07.295055
zkevm,1101,2024-06-29 00:00:00.000 UTC,L2,Polygon zkEVM,16379,21931,21510,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-05-27 00:00:00.000 UTC,L1,Avalanche C-Chain,118469,153965,148476,2024-07-01 00:19:07.295055
linea,59144,2024-05-19 00:00:00.000 UTC,L2,Linea,285755,332127,326430,2024-07-01 00:19:07.295055
linea,59144,2024-06-02 00:00:00.000 UTC,L2,Linea,769081,879911,858781,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-14 00:00:00.000 UTC,L2,Arbitrum One,1397184,1913461,1675065,2024-07-01 00:19:07.295055
blast,81457,2024-06-23 00:00:00.000 UTC,L2,Blast,915887,1039432,993471,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-03 00:00:00.000 UTC,L2,Arbitrum One,1118519,1478327,1387633,2024-07-01 00:19:07.295055
gnosis,100,2024-05-31 00:00:00.000 UTC,L1,Gnosis,82846,111470,108001,2024-07-01 00:19:07.295055
optimism,10,2024-04-04 00:00:00.000 UTC,L2,OP Mainnet,465581,747500,721269,2024-07-01 00:19:07.295055
mantle,5000,2024-05-09 00:00:00.000 UTC,L2,Mantle,286175,310615,299360,2024-07-01 00:19:07.295055
zora,7777777,2024-05-20 00:00:00.000 UTC,L2,ZORA,70126,80078,78876,2024-07-01 00:19:07.295055
arbitrum,42161,2024-06-04 00:00:00.000 UTC,L2,Arbitrum One,1346043,1895891,1816679,2024-07-01 00:19:07.295055
fantom,250,2024-05-02 00:00:00.000 UTC,L1,Fantom,101914,216224,195668,2024-07-01 00:19:07.295055
gnosis,100,2024-04-29 00:00:00.000 UTC,L1,Gnosis,151945,172924,169471,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-04-06 00:00:00.000 UTC,L1,Avalanche C-Chain,194791,252399,233120,2024-07-01 00:19:07.295055
polygon,137,2024-05-26 00:00:00.000 UTC,L1,Polygon PoS,3851706,3849877,3584489,2024-07-01 00:19:07.295055
scroll,534352,2024-05-11 00:00:00.000 UTC,L2,Scroll,271541,294111,286234,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-28 00:00:00.000 UTC,L2,Polygon zkEVM,15466,20157,19219,2024-07-01 00:19:07.295055
optimism,10,2024-05-04 00:00:00.000 UTC,L2,OP Mainnet,347963,467428,428702,2024-07-01 00:19:07.295055
blast,81457,2024-05-08 00:00:00.000 UTC,L2,Blast,574232,720495,702590,2024-07-01 00:19:07.295055
ethereum,1,2024-06-24 00:00:00.000 UTC,L1,Ethereum,740768,1157853,1138301,2024-07-01 00:19:07.295055
gnosis,100,2024-04-10 00:00:00.000 UTC,L1,Gnosis,158206,193661,191279,2024-07-01 00:19:07.295055
arbitrum,42161,2024-06-29 00:00:00.000 UTC,L2,Arbitrum One,1208628,1537889,1466706,2024-07-01 00:19:07.295055
scroll,534352,2024-05-10 00:00:00.000 UTC,L2,Scroll,423005,461231,443006,2024-07-01 00:19:07.295055
mantle,5000,2024-05-03 00:00:00.000 UTC,L2,Mantle,312642,352606,336774,2024-07-01 00:19:07.295055
zksync,324,2024-04-03 00:00:00.000 UTC,L2,zkSync Era,902281,902281,887874,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-03 00:00:00.000 UTC,L2,Polygon zkEVM,16525,20050,19577,2024-07-01 00:19:07.295055
zkevm,1101,2024-06-04 00:00:00.000 UTC,L2,Polygon zkEVM,13872,19113,18780,2024-07-01 00:19:07.295055
fantom,250,2024-04-20 00:00:00.000 UTC,L1,Fantom,104397,199550,178829,2024-07-01 00:19:07.295055
zora,7777777,2024-04-08 00:00:00.000 UTC,L2,ZORA,195908,1079103,1073882,2024-07-01 00:19:07.295055
optimism,10,2024-05-10 00:00:00.000 UTC,L2,OP Mainnet,394309,508268,486467,2024-07-01 00:19:07.295055
zkevm,1101,2024-04-28 00:00:00.000 UTC,L2,Polygon zkEVM,19505,23099,22638,2024-07-01 00:19:07.295055
scroll,534352,2024-05-31 00:00:00.000 UTC,L2,Scroll,311658,358370,346498,2024-07-01 00:19:07.295055
gnosis,100,2024-06-25 00:00:00.000 UTC,L1,Gnosis,63774,90892,87502,2024-07-01 00:19:07.295055
zksync,324,2024-05-17 00:00:00.000 UTC,L2,zkSync Era,792020,792020,781106,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-06-18 00:00:00.000 UTC,L1,Avalanche C-Chain,136818,183161,170062,2024-07-01 00:19:07.295055
linea,59144,2024-06-07 00:00:00.000 UTC,L2,Linea,458415,525258,518408,2024-07-01 00:19:07.295055
linea,59144,2024-05-25 00:00:00.000 UTC,L2,Linea,891950,973143,961896,2024-07-01 00:19:07.295055
polygon,137,2024-05-05 00:00:00.000 UTC,L1,Polygon PoS,3504857,3503907,3352782,2024-07-01 00:19:07.295055
base,8453,2024-05-26 00:00:00.000 UTC,L2,Base,1243870,1836908,1627296,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-11 00:00:00.000 UTC,L2,Arbitrum One,1132919,1496583,1448017,2024-07-01 00:19:07.295055
mantle,5000,2024-04-15 00:00:00.000 UTC,L2,Mantle,200811,242127,219641,2024-07-01 00:19:07.295055
base,8453,2024-06-22 00:00:00.000 UTC,L2,Base,1978432,2725063,2606043,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-05-30 00:00:00.000 UTC,L1,Avalanche C-Chain,135598,175469,166440,2024-07-01 00:19:07.295055
scroll,534352,2024-04-16 00:00:00.000 UTC,L2,Scroll,294747,337360,321159,2024-07-01 00:19:07.295055
zkevm,1101,2024-04-20 00:00:00.000 UTC,L2,Polygon zkEVM,12744,16371,16084,2024-07-01 00:19:07.295055
optimism,10,2024-05-21 00:00:00.000 UTC,L2,OP Mainnet,438726,601089,546341,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-24 00:00:00.000 UTC,L2,Arbitrum One,2130112,2534750,2360591,2024-07-01 00:19:07.295055
scroll,534352,2024-06-22 00:00:00.000 UTC,L2,Scroll,341720,397810,390079,2024-07-01 00:19:07.295055
ethereum,1,2024-04-28 00:00:00.000 UTC,L1,Ethereum,719189,1140206,1121959,2024-07-01 00:19:07.295055
zora,7777777,2024-04-23 00:00:00.000 UTC,L2,ZORA,109464,192499,191044,2024-07-01 00:19:07.295055
bnb,56,2024-04-02 00:00:00.000 UTC,L1,BNB,3154800,4179664,3930689,2024-07-01 00:19:07.295055
celo,42220,2024-05-09 00:00:00.000 UTC,L1,Celo,581107,654219,625442,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-06 00:00:00.000 UTC,L2,Arbitrum One,969894,1433726,1154421,2024-07-01 00:19:07.295055
optimism,10,2024-06-03 00:00:00.000 UTC,L2,OP Mainnet,400433,509147,492653,2024-07-01 00:19:07.295055
zora,7777777,2024-04-10 00:00:00.000 UTC,L2,ZORA,137219,1023293,1022121,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-04-12 00:00:00.000 UTC,L1,Avalanche C-Chain,231697,309535,283972,2024-07-01 00:19:07.295055
polygon,137,2024-04-30 00:00:00.000 UTC,L1,Polygon PoS,4463082,4460023,4209326,2024-07-01 00:19:07.295055
scroll,534352,2024-04-03 00:00:00.000 UTC,L2,Scroll,206915,239483,233829,2024-07-01 00:19:07.295055
optimism,10,2024-06-22 00:00:00.000 UTC,L2,OP Mainnet,386219,492295,480676,2024-07-01 00:19:07.295055
base,8453,2024-04-03 00:00:00.000 UTC,L2,Base,1695236,2640024,2055355,2024-07-01 00:19:07.295055
mantle,5000,2024-06-07 00:00:00.000 UTC,L2,Mantle,306834,372745,358533,2024-07-01 00:19:07.295055
arbitrum,42161,2024-06-12 00:00:00.000 UTC,L2,Arbitrum One,1582278,2064276,1945936,2024-07-01 00:19:07.295055
zora,7777777,2024-06-24 00:00:00.000 UTC,L2,ZORA,100571,118201,117090,2024-07-01 00:19:07.295055
gnosis,100,2024-04-16 00:00:00.000 UTC,L1,Gnosis,148526,175736,173722,2024-07-01 00:19:07.295055
zora,7777777,2024-06-29 00:00:00.000 UTC,L2,ZORA,102284,124397,124048,2024-07-01 00:19:07.295055
scroll,534352,2024-06-09 00:00:00.000 UTC,L2,Scroll,246264,295099,278373,2024-07-01 00:19:07.295055
zkevm,1101,2024-06-26 00:00:00.000 UTC,L2,Polygon zkEVM,14727,20040,19518,2024-07-01 00:19:07.295055
zksync,324,2024-05-27 00:00:00.000 UTC,L2,zkSync Era,618623,618623,609727,2024-07-01 00:19:07.295055
blast,81457,2024-05-28 00:00:00.000 UTC,L2,Blast,473113,608779,587941,2024-07-01 00:19:07.295055
zksync,324,2024-05-14 00:00:00.000 UTC,L2,zkSync Era,834149,834147,822743,2024-07-01 00:19:07.295055
ethereum,1,2024-05-19 00:00:00.000 UTC,L1,Ethereum,636892,1021299,998887,2024-07-01 00:19:07.295055
gnosis,100,2024-06-17 00:00:00.000 UTC,L1,Gnosis,58919,83838,80267,2024-07-01 00:19:07.295055
gnosis,100,2024-05-02 00:00:00.000 UTC,L1,Gnosis,161896,180704,176392,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-06-13 00:00:00.000 UTC,L1,Avalanche C-Chain,117276,150605,143794,2024-07-01 00:19:07.295055
gnosis,100,2024-04-11 00:00:00.000 UTC,L1,Gnosis,141657,185633,182155,2024-07-01 00:19:07.295055
fantom,250,2024-05-26 00:00:00.000 UTC,L1,Fantom,84858,157902,137331,2024-07-01 00:19:07.295055
polygon,137,2024-04-27 00:00:00.000 UTC,L1,Polygon PoS,4052506,4050084,3843813,2024-07-01 00:19:07.295055
linea,59144,2024-04-20 00:00:00.000 UTC,L2,Linea,322743,377851,371440,2024-07-01 00:19:07.295055
scroll,534352,2024-05-26 00:00:00.000 UTC,L2,Scroll,267178,306759,292703,2024-07-01 00:19:07.295055
zora,7777777,2024-05-28 00:00:00.000 UTC,L2,ZORA,79088,93658,92974,2024-07-01 00:19:07.295055
ethereum,1,2024-06-02 00:00:00.000 UTC,L1,Ethereum,698154,1076231,1046864,2024-07-01 00:19:07.295055
fantom,250,2024-04-03 00:00:00.000 UTC,L1,Fantom,130894,240372,218465,2024-07-01 00:19:07.295055
optimism,10,2024-04-16 00:00:00.000 UTC,L2,OP Mainnet,506037,654077,604058,2024-07-01 00:19:07.295055
linea,59144,2024-06-26 00:00:00.000 UTC,L2,Linea,416426,481490,476737,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-05-17 00:00:00.000 UTC,L1,Avalanche C-Chain,135159,172138,164763,2024-07-01 00:19:07.295055
bnb,56,2024-05-07 00:00:00.000 UTC,L1,BNB,2716127,3232284,3100673,2024-07-01 00:19:07.295055
mantle,5000,2024-05-06 00:00:00.000 UTC,L2,Mantle,304505,342489,329045,2024-07-01 00:19:07.295055
base,8453,2024-06-09 00:00:00.000 UTC,L2,Base,1911552,2591334,2477034,2024-07-01 00:19:07.295055
polygon,137,2024-06-01 00:00:00.000 UTC,L1,Polygon PoS,3651841,3650522,3489177,2024-07-01 00:19:07.295055
mantle,5000,2024-06-02 00:00:00.000 UTC,L2,Mantle,233268,327617,321521,2024-07-01 00:19:07.295055
blast,81457,2024-06-10 00:00:00.000 UTC,L2,Blast,763086,859106,820132,2024-07-01 00:19:07.295055
base,8453,2024-05-30 00:00:00.000 UTC,L2,Base,1682978,2244478,2058480,2024-07-01 00:19:07.295055
optimism,10,2024-04-07 00:00:00.000 UTC,L2,OP Mainnet,450426,570027,546169,2024-07-01 00:19:07.295055
zksync,324,2024-06-19 00:00:00.000 UTC,L2,zkSync Era,792170,792170,767487,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-29 00:00:00.000 UTC,L2,Polygon zkEVM,19528,24696,23735,2024-07-01 00:19:07.295055
gnosis,100,2024-06-13 00:00:00.000 UTC,L1,Gnosis,75579,111433,106438,2024-07-01 00:19:07.295055
gnosis,100,2024-06-26 00:00:00.000 UTC,L1,Gnosis,51676,79558,70622,2024-07-01 00:19:07.295055
fantom,250,2024-04-26 00:00:00.000 UTC,L1,Fantom,118572,248967,217964,2024-07-01 00:19:07.295055
fantom,250,2024-05-17 00:00:00.000 UTC,L1,Fantom,93012,213559,191161,2024-07-01 00:19:07.295055
scroll,534352,2024-04-26 00:00:00.000 UTC,L2,Scroll,232716,242719,236597,2024-07-01 00:19:07.295055
fantom,250,2024-06-18 00:00:00.000 UTC,L1,Fantom,95770,238728,209630,2024-07-01 00:19:07.295055
polygon,137,2024-06-10 00:00:00.000 UTC,L1,Polygon PoS,3813000,3811435,3614505,2024-07-01 00:19:07.295055
celo,42220,2024-06-01 00:00:00.000 UTC,L1,Celo,523295,562079,555755,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-02 00:00:00.000 UTC,L2,Polygon zkEVM,15576,19134,18433,2024-07-01 00:19:07.295055
ethereum,1,2024-06-11 00:00:00.000 UTC,L1,Ethereum,755910,1176121,1140604,2024-07-01 00:19:07.295055
gnosis,100,2024-05-25 00:00:00.000 UTC,L1,Gnosis,133011,157924,149189,2024-07-01 00:19:07.295055
mantle,5000,2024-05-10 00:00:00.000 UTC,L2,Mantle,267126,292429,278687,2024-07-01 00:19:07.295055
zora,7777777,2024-06-06 00:00:00.000 UTC,L2,ZORA,80080,94869,93964,2024-07-01 00:19:07.295055
zkevm,1101,2024-04-11 00:00:00.000 UTC,L2,Polygon zkEVM,5298,8161,8002,2024-07-01 00:19:07.295055
bnb,56,2024-06-12 00:00:00.000 UTC,L1,BNB,2963890,3184194,2983183,2024-07-01 00:19:07.295055
mantle,5000,2024-05-15 00:00:00.000 UTC,L2,Mantle,250702,273080,261446,2024-07-01 00:19:07.295055
fantom,250,2024-06-13 00:00:00.000 UTC,L1,Fantom,88089,195315,174208,2024-07-01 00:19:07.295055
