blockchain,chain_id,dt,layer,name,num_qualified_txs,num_raw_txs,num_success_txs,last_updated
blast,81457,2024-06-27 00:00:00.000 UTC,L2,Blast,739543,900176,874758,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-04 00:00:00.000 UTC,L2,Arbitrum One,1144396,1604154,1402725,2024-07-01 00:19:07.295055
zksync,324,2024-05-13 00:00:00.000 UTC,L2,zkSync Era,781529,781528,769028,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-04-02 00:00:00.000 UTC,L1,Avalanche C-Chain,221571,297077,271032,2024-07-01 00:19:07.295055
celo,42220,2024-06-15 00:00:00.000 UTC,L1,Celo,526255,579182,567017,2024-07-01 00:19:07.295055
polygon,137,2024-05-04 00:00:00.000 UTC,L1,Polygon PoS,3499664,3498071,3337503,2024-07-01 00:19:07.295055
optimism,10,2024-04-06 00:00:00.000 UTC,L2,OP Mainnet,408774,498500,476607,2024-07-01 00:19:07.295055
polygon,137,2024-05-10 00:00:00.000 UTC,L1,Polygon PoS,4181777,4179043,3997773,2024-07-01 00:19:07.295055
polygon,137,2024-05-15 00:00:00.000 UTC,L1,Polygon PoS,4045438,4043895,3817582,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-24 00:00:00.000 UTC,L2,Polygon zkEVM,14147,18708,17585,2024-07-01 00:19:07.295055
ethereum,1,2024-05-13 00:00:00.000 UTC,L1,Ethereum,730721,1162221,1142287,2024-07-01 00:19:07.295055
polygon,137,2024-04-21 00:00:00.000 UTC,L1,Polygon PoS,4060633,4058467,3863517,2024-07-01 00:19:07.295055
zkevm,1101,2024-04-10 00:00:00.000 UTC,L2,Polygon zkEVM,8624,11960,11649,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-05-31 00:00:00.000 UTC,L1,Avalanche C-Chain,138770,175830,168951,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-04 00:00:00.000 UTC,L2,Arbitrum One,1010224,1298275,1237686,2024-07-01 00:19:07.295055
gnosis,100,2024-06-04 00:00:00.000 UTC,L1,Gnosis,68947,90545,86745,2024-07-01 00:19:07.295055
ethereum,1,2024-06-08 00:00:00.000 UTC,L1,Ethereum,741225,1155620,1134663,2024-07-01 00:19:07.295055
bnb,56,2024-06-07 00:00:00.000 UTC,L1,BNB,3336218,3591728,3399547,2024-07-01 00:19:07.295055
gnosis,100,2024-04-06 00:00:00.000 UTC,L1,Gnosis,144734,162379,161168,2024-07-01 00:19:07.295055
fantom,250,2024-05-18 00:00:00.000 UTC,L1,Fantom,105981,236140,211827,2024-07-01 00:19:07.295055
mantle,5000,2024-06-20 00:00:00.000 UTC,L2,Mantle,527899,565544,554677,2024-07-01 00:19:07.295055
zksync,324,2024-06-22 00:00:00.000 UTC,L2,zkSync Era,542984,542982,535468,2024-07-01 00:19:07.295055
fantom,250,2024-06-25 00:00:00.000 UTC,L1,Fantom,99226,212421,191579,2024-07-01 00:19:07.295055
zksync,324,2024-04-11 00:00:00.000 UTC,L2,zkSync Era,1068004,1068004,1048265,2024-07-01 00:19:07.295055
base,8453,2024-04-23 00:00:00.000 UTC,L2,Base,1874815,2715131,2249652,2024-07-01 00:19:07.295055
base,8453,2024-05-01 00:00:00.000 UTC,L2,Base,1708186,2317065,2117815,2024-07-01 00:19:07.295055
polygon,137,2024-05-12 00:00:00.000 UTC,L1,Polygon PoS,3699017,3697797,3536635,2024-07-01 00:19:07.295055
arbitrum,42161,2024-06-19 00:00:00.000 UTC,L2,Arbitrum One,1640390,2289169,2156057,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-12 00:00:00.000 UTC,L2,Arbitrum One,1278039,1705719,1517047,2024-07-01 00:19:07.295055
polygon,137,2024-04-07 00:00:00.000 UTC,L1,Polygon PoS,4054224,4050226,3871913,2024-07-01 00:19:07.295055
celo,42220,2024-05-11 00:00:00.000 UTC,L1,Celo,528057,606838,577694,2024-07-01 00:19:07.295055
mantle,5000,2024-04-13 00:00:00.000 UTC,L2,Mantle,221654,274456,242855,2024-07-01 00:19:07.295055
blast,81457,2024-04-25 00:00:00.000 UTC,L2,Blast,430555,470126,461359,2024-07-01 00:19:07.295055
polygon,137,2024-06-26 00:00:00.000 UTC,L1,Polygon PoS,4404527,4402137,4100043,2024-07-01 00:19:07.295055
scroll,534352,2024-05-01 00:00:00.000 UTC,L2,Scroll,256869,292580,286203,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-13 00:00:00.000 UTC,L2,Polygon zkEVM,13878,17505,16733,2024-07-01 00:19:07.295055
zora,7777777,2024-05-03 00:00:00.000 UTC,L2,ZORA,97320,120052,117368,2024-07-01 00:19:07.295055
optimism,10,2024-06-02 00:00:00.000 UTC,L2,OP Mainnet,333979,413834,400773,2024-07-01 00:19:07.295055
zkevm,1101,2024-06-14 00:00:00.000 UTC,L2,Polygon zkEVM,13227,18118,17522,2024-07-01 00:19:07.295055
scroll,534352,2024-06-24 00:00:00.000 UTC,L2,Scroll,320516,380117,369131,2024-07-01 00:19:07.295055
zora,7777777,2024-06-17 00:00:00.000 UTC,L2,ZORA,105422,141462,138404,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-04-14 00:00:00.000 UTC,L1,Avalanche C-Chain,247734,345725,310977,2024-07-01 00:19:07.295055
mantle,5000,2024-04-29 00:00:00.000 UTC,L2,Mantle,324143,385516,368546,2024-07-01 00:19:07.295055
linea,59144,2024-04-30 00:00:00.000 UTC,L2,Linea,313245,367737,361496,2024-07-01 00:19:07.295055
zkevm,1101,2024-06-19 00:00:00.000 UTC,L2,Polygon zkEVM,12800,18449,17735,2024-07-01 00:19:07.295055
bnb,56,2024-04-09 00:00:00.000 UTC,L1,BNB,3273012,4138564,3948849,2024-07-01 00:19:07.295055
mantle,5000,2024-05-04 00:00:00.000 UTC,L2,Mantle,303294,336611,325881,2024-07-01 00:19:07.295055
optimism,10,2024-05-14 00:00:00.000 UTC,L2,OP Mainnet,364694,473691,446083,2024-07-01 00:19:07.295055
celo,42220,2024-06-30 00:00:00.000 UTC,L1,Celo,665941,735553,716163,2024-07-01 00:19:07.295055
ethereum,1,2024-04-22 00:00:00.000 UTC,L1,Ethereum,766177,1177185,1158194,2024-07-01 00:19:07.295055
fantom,250,2024-04-28 00:00:00.000 UTC,L1,Fantom,111323,199655,181452,2024-07-01 00:19:07.295055
zksync,324,2024-06-30 00:00:00.000 UTC,L2,zkSync Era,356898,356898,351269,2024-07-01 00:19:07.295055
zksync,324,2024-06-17 00:00:00.000 UTC,L2,zkSync Era,1885300,1885300,1716465,2024-07-01 00:19:07.295055
scroll,534352,2024-06-29 00:00:00.000 UTC,L2,Scroll,287292,338397,330548,2024-07-01 00:19:07.295055
zksync,324,2024-04-16 00:00:00.000 UTC,L2,zkSync Era,1113986,1113986,1086767,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-04-19 00:00:00.000 UTC,L1,Avalanche C-Chain,199704,254192,233685,2024-07-01 00:19:07.295055
optimism,10,2024-06-10 00:00:00.000 UTC,L2,OP Mainnet,390640,486829,471962,2024-07-01 00:19:07.295055
gnosis,100,2024-05-09 00:00:00.000 UTC,L1,Gnosis,133142,155485,152170,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-05-10 00:00:00.000 UTC,L1,Avalanche C-Chain,165580,210163,195832,2024-07-01 00:19:07.295055
fantom,250,2024-06-16 00:00:00.000 UTC,L1,Fantom,98681,242554,211932,2024-07-01 00:19:07.295055
ethereum,1,2024-05-21 00:00:00.000 UTC,L1,Ethereum,760039,1197769,1171734,2024-07-01 00:19:07.295055
zksync,324,2024-05-07 00:00:00.000 UTC,L2,zkSync Era,958233,958232,943641,2024-07-01 00:19:07.295055
scroll,534352,2024-04-23 00:00:00.000 UTC,L2,Scroll,186987,203548,197726,2024-07-01 00:19:07.295055
bnb,56,2024-05-27 00:00:00.000 UTC,L1,BNB,2668738,3132064,3006973,2024-07-01 00:19:07.295055
polygon,137,2024-04-20 00:00:00.000 UTC,L1,Polygon PoS,4417033,4414573,4203640,2024-07-01 00:19:07.295055
linea,59144,2024-05-04 00:00:00.000 UTC,L2,Linea,250476,288877,284838,2024-07-01 00:19:07.295055
gnosis,100,2024-06-15 00:00:00.000 UTC,L1,Gnosis,57284,75260,72754,2024-07-01 00:19:07.295055
bnb,56,2024-04-24 00:00:00.000 UTC,L1,BNB,2971314,3595631,3441069,2024-07-01 00:19:07.295055
arbitrum,42161,2024-06-06 00:00:00.000 UTC,L2,Arbitrum One,1610823,2049110,1991541,2024-07-01 00:19:07.295055
blast,81457,2024-05-04 00:00:00.000 UTC,L2,Blast,599514,692410,676285,2024-07-01 00:19:07.295055
zkevm,1101,2024-06-20 00:00:00.000 UTC,L2,Polygon zkEVM,12681,18780,18119,2024-07-01 00:19:07.295055
zkevm,1101,2024-06-06 00:00:00.000 UTC,L2,Polygon zkEVM,12841,17556,17324,2024-07-01 00:19:07.295055
base,8453,2024-05-16 00:00:00.000 UTC,L2,Base,1430731,1856721,1736532,2024-07-01 00:19:07.295055
zksync,324,2024-04-05 00:00:00.000 UTC,L2,zkSync Era,1006777,1006777,993324,2024-07-01 00:19:07.295055
gnosis,100,2024-05-01 00:00:00.000 UTC,L1,Gnosis,168728,193553,188418,2024-07-01 00:19:07.295055
bnb,56,2024-05-19 00:00:00.000 UTC,L1,BNB,2371952,2723288,2636683,2024-07-01 00:19:07.295055
celo,42220,2024-05-01 00:00:00.000 UTC,L1,Celo,552750,614553,590210,2024-07-01 00:19:07.295055
zksync,324,2024-04-26 00:00:00.000 UTC,L2,zkSync Era,1089459,1089458,1073117,2024-07-01 00:19:07.295055
zkevm,1101,2024-04-23 00:00:00.000 UTC,L2,Polygon zkEVM,12925,16828,16467,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-05-18 00:00:00.000 UTC,L1,Avalanche C-Chain,122892,161759,153110,2024-07-01 00:19:07.295055
arbitrum,42161,2024-06-01 00:00:00.000 UTC,L2,Arbitrum One,1427082,1909644,1833620,2024-07-01 00:19:07.295055
bnb,56,2024-04-19 00:00:00.000 UTC,L1,BNB,3048683,3847103,3563215,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-05 00:00:00.000 UTC,L2,Arbitrum One,1058033,1383307,1310836,2024-07-01 00:19:07.295055
bnb,56,2024-06-02 00:00:00.000 UTC,L1,BNB,2472481,2797548,2666992,2024-07-01 00:19:07.295055
zksync,324,2024-04-12 00:00:00.000 UTC,L2,zkSync Era,999637,999637,979946,2024-07-01 00:19:07.295055
fantom,250,2024-04-30 00:00:00.000 UTC,L1,Fantom,109990,224035,201246,2024-07-01 00:19:07.295055
ethereum,1,2024-04-11 00:00:00.000 UTC,L1,Ethereum,780075,1212916,1195216,2024-07-01 00:19:07.295055
mantle,5000,2024-06-08 00:00:00.000 UTC,L2,Mantle,338939,394715,389751,2024-07-01 00:19:07.295055
mantle,5000,2024-05-12 00:00:00.000 UTC,L2,Mantle,254828,275475,268895,2024-07-01 00:19:07.295055
linea,59144,2024-04-28 00:00:00.000 UTC,L2,Linea,333065,384628,378373,2024-07-01 00:19:07.295055
blast,81457,2024-04-29 00:00:00.000 UTC,L2,Blast,433080,459961,453599,2024-07-01 00:19:07.295055
zksync,324,2024-05-26 00:00:00.000 UTC,L2,zkSync Era,603149,603146,594700,2024-07-01 00:19:07.295055
fantom,250,2024-06-01 00:00:00.000 UTC,L1,Fantom,94377,169878,151086,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-04-04 00:00:00.000 UTC,L1,Avalanche C-Chain,218436,297707,276793,2024-07-01 00:19:07.295055
optimism,10,2024-06-23 00:00:00.000 UTC,L2,OP Mainnet,373534,469011,456140,2024-07-01 00:19:07.295055
blast,81457,2024-05-31 00:00:00.000 UTC,L2,Blast,518693,662640,636860,2024-07-01 00:19:07.295055
zora,7777777,2024-04-22 00:00:00.000 UTC,L2,ZORA,106147,353583,352869,2024-07-01 00:19:07.295055
blast,81457,2024-06-25 00:00:00.000 UTC,L2,Blast,798124,958292,914510,2024-07-01 00:19:07.295055
ethereum,1,2024-06-26 00:00:00.000 UTC,L1,Ethereum,721305,1246897,1225587,2024-07-01 00:19:07.295055
optimism,10,2024-05-22 00:00:00.000 UTC,L2,OP Mainnet,435773,621631,578719,2024-07-01 00:19:07.295055
celo,42220,2024-05-28 00:00:00.000 UTC,L1,Celo,608650,679772,654726,2024-07-01 00:19:07.295055
ethereum,1,2024-05-25 00:00:00.000 UTC,L1,Ethereum,692528,1156332,1139400,2024-07-01 00:19:07.295055
fantom,250,2024-05-06 00:00:00.000 UTC,L1,Fantom,91698,174281,158170,2024-07-01 00:19:07.295055
polygon,137,2024-06-18 00:00:00.000 UTC,L1,Polygon PoS,4155844,4153329,3792754,2024-07-01 00:19:07.295055
gnosis,100,2024-05-08 00:00:00.000 UTC,L1,Gnosis,98530,129446,124810,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-05-04 00:00:00.000 UTC,L1,Avalanche C-Chain,132979,174089,163785,2024-07-01 00:19:07.295055
fantom,250,2024-06-26 00:00:00.000 UTC,L1,Fantom,103325,227474,204779,2024-07-01 00:19:07.295055
zkevm,1101,2024-06-27 00:00:00.000 UTC,L2,Polygon zkEVM,14310,19897,19343,2024-07-01 00:19:07.295055
arbitrum,42161,2024-06-27 00:00:00.000 UTC,L2,Arbitrum One,1710882,2535084,2077778,2024-07-01 00:19:07.295055
gnosis,100,2024-06-23 00:00:00.000 UTC,L1,Gnosis,50130,73238,71384,2024-07-01 00:19:07.295055
fantom,250,2024-05-25 00:00:00.000 UTC,L1,Fantom,86401,152055,137502,2024-07-01 00:19:07.295055
fantom,250,2024-04-11 00:00:00.000 UTC,L1,Fantom,138423,251354,222045,2024-07-01 00:19:07.295055
ethereum,1,2024-04-30 00:00:00.000 UTC,L1,Ethereum,793790,1261523,1240095,2024-07-01 00:19:07.295055
mantle,5000,2024-05-07 00:00:00.000 UTC,L2,Mantle,302267,340279,325285,2024-07-01 00:19:07.295055
zksync,324,2024-06-09 00:00:00.000 UTC,L2,zkSync Era,474287,474286,465208,2024-07-01 00:19:07.295055
zora,7777777,2024-05-11 00:00:00.000 UTC,L2,ZORA,81568,97905,97354,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-05 00:00:00.000 UTC,L2,Polygon zkEVM,17522,24857,24277,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-23 00:00:00.000 UTC,L2,Arbitrum One,1206171,1476738,1393065,2024-07-01 00:19:07.295055
scroll,534352,2024-05-20 00:00:00.000 UTC,L2,Scroll,267059,308811,290420,2024-07-01 00:19:07.295055
linea,59144,2024-05-10 00:00:00.000 UTC,L2,Linea,294548,335497,328693,2024-07-01 00:19:07.295055
gnosis,100,2024-05-22 00:00:00.000 UTC,L1,Gnosis,160931,200903,189088,2024-07-01 00:19:07.295055
polygon,137,2024-04-28 00:00:00.000 UTC,L1,Polygon PoS,3827402,3825428,3657041,2024-07-01 00:19:07.295055
mantle,5000,2024-06-19 00:00:00.000 UTC,L2,Mantle,565251,610192,598420,2024-07-01 00:19:07.295055
bnb,56,2024-06-20 00:00:00.000 UTC,L1,BNB,3264911,4059799,3851348,2024-07-01 00:19:07.295055
zksync,324,2024-04-08 00:00:00.000 UTC,L2,zkSync Era,1111695,1111695,1080479,2024-07-01 00:19:07.295055
bnb,56,2024-05-22 00:00:00.000 UTC,L1,BNB,2651794,3143558,2941509,2024-07-01 00:19:07.295055
linea,59144,2024-04-29 00:00:00.000 UTC,L2,Linea,344772,406193,399423,2024-07-01 00:19:07.295055
blast,81457,2024-06-28 00:00:00.000 UTC,L2,Blast,673964,824297,805196,2024-07-01 00:19:07.295055
polygon,137,2024-06-29 00:00:00.000 UTC,L1,Polygon PoS,3909027,3906860,3686771,2024-07-01 00:19:07.295055
zora,7777777,2024-06-03 00:00:00.000 UTC,L2,ZORA,70220,85907,85465,2024-07-01 00:19:07.295055
polygon,137,2024-05-31 00:00:00.000 UTC,L1,Polygon PoS,4118352,4115967,3834748,2024-07-01 00:19:07.295055
gnosis,100,2024-05-19 00:00:00.000 UTC,L1,Gnosis,96418,131495,121138,2024-07-01 00:19:07.295055
ethereum,1,2024-06-21 00:00:00.000 UTC,L1,Ethereum,727161,1262732,1240763,2024-07-01 00:19:07.295055
bnb,56,2024-06-25 00:00:00.000 UTC,L1,BNB,2535740,2704987,2573526,2024-07-01 00:19:07.295055
scroll,534352,2024-05-22 00:00:00.000 UTC,L2,Scroll,227840,264409,251200,2024-07-01 00:19:07.295055
scroll,534352,2024-05-08 00:00:00.000 UTC,L2,Scroll,391150,417915,405168,2024-07-01 00:19:07.295055
bnb,56,2024-05-24 00:00:00.000 UTC,L1,BNB,2636910,2958425,2807091,2024-07-01 00:19:07.295055
blast,81457,2024-05-10 00:00:00.000 UTC,L2,Blast,538465,662044,647028,2024-07-01 00:19:07.295055
linea,59144,2024-06-25 00:00:00.000 UTC,L2,Linea,418611,485881,480754,2024-07-01 00:19:07.295055
celo,42220,2024-05-16 00:00:00.000 UTC,L1,Celo,566153,629224,610885,2024-07-01 00:19:07.295055
mantle,5000,2024-05-18 00:00:00.000 UTC,L2,Mantle,228379,248125,241618,2024-07-01 00:19:07.295055
zksync,324,2024-05-29 00:00:00.000 UTC,L2,zkSync Era,662067,662065,651507,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-26 00:00:00.000 UTC,L2,Arbitrum One,1347726,1698357,1590888,2024-07-01 00:19:07.295055
zora,7777777,2024-05-08 00:00:00.000 UTC,L2,ZORA,98310,121099,120442,2024-07-01 00:19:07.295055
blast,81457,2024-04-22 00:00:00.000 UTC,L2,Blast,395787,432622,423154,2024-07-01 00:19:07.295055
gnosis,100,2024-06-05 00:00:00.000 UTC,L1,Gnosis,64580,84472,81769,2024-07-01 00:19:07.295055
scroll,534352,2024-05-25 00:00:00.000 UTC,L2,Scroll,283434,320365,306772,2024-07-01 00:19:07.295055
celo,42220,2024-06-11 00:00:00.000 UTC,L1,Celo,571068,617121,609290,2024-07-01 00:19:07.295055
celo,42220,2024-04-24 00:00:00.000 UTC,L1,Celo,502378,568507,533834,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-23 00:00:00.000 UTC,L2,Polygon zkEVM,13194,17586,16546,2024-07-01 00:19:07.295055
bnb,56,2024-04-04 00:00:00.000 UTC,L1,BNB,3370454,4082826,3877347,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-04-27 00:00:00.000 UTC,L1,Avalanche C-Chain,178342,226475,211340,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-17 00:00:00.000 UTC,L2,Arbitrum One,2246545,2718825,2606569,2024-07-01 00:19:07.295055
zora,7777777,2024-04-30 00:00:00.000 UTC,L2,ZORA,104340,130013,129115,2024-07-01 00:19:07.295055
optimism,10,2024-05-19 00:00:00.000 UTC,L2,OP Mainnet,278965,352643,333387,2024-07-01 00:19:07.295055
fantom,250,2024-06-15 00:00:00.000 UTC,L1,Fantom,71467,187315,166742,2024-07-01 00:19:07.295055
ethereum,1,2024-05-23 00:00:00.000 UTC,L1,Ethereum,718147,1155468,1131439,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-26 00:00:00.000 UTC,L2,Polygon zkEVM,15996,20809,19953,2024-07-01 00:19:07.295055
celo,42220,2024-04-19 00:00:00.000 UTC,L1,Celo,319085,364079,339144,2024-07-01 00:19:07.295055
mantle,5000,2024-06-22 00:00:00.000 UTC,L2,Mantle,524451,550314,543590,2024-07-01 00:19:07.295055
ethereum,1,2024-04-02 00:00:00.000 UTC,L1,Ethereum,798210,1238957,1215683,2024-07-01 00:19:07.295055
linea,59144,2024-04-16 00:00:00.000 UTC,L2,Linea,377997,436231,428714,2024-07-01 00:19:07.295055
base,8453,2024-05-28 00:00:00.000 UTC,L2,Base,1345639,1906693,1727996,2024-07-01 00:19:07.295055
celo,42220,2024-07-01 00:00:00.000 UTC,L1,Celo,2491,3400,3073,2024-07-01 00:19:07.295055
fantom,250,2024-05-20 00:00:00.000 UTC,L1,Fantom,91155,204192,183506,2024-07-01 00:19:07.295055
gnosis,100,2024-06-02 00:00:00.000 UTC,L1,Gnosis,60406,77946,76238,2024-07-01 00:19:07.295055
zksync,324,2024-04-23 00:00:00.000 UTC,L2,zkSync Era,1045756,1045756,1030029,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-05-15 00:00:00.000 UTC,L1,Avalanche C-Chain,136456,174853,166160,2024-07-01 00:19:07.295055
zora,7777777,2024-05-29 00:00:00.000 UTC,L2,ZORA,81441,96915,95561,2024-07-01 00:19:07.295055
blast,81457,2024-04-19 00:00:00.000 UTC,L2,Blast,375957,410723,399456,2024-07-01 00:19:07.295055
base,8453,2024-06-23 00:00:00.000 UTC,L2,Base,2124498,3046283,2886030,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-05 00:00:00.000 UTC,L2,Arbitrum One,1053347,1536410,1243930,2024-07-01 00:19:07.295055
