blockchain,chain_type,classification,dt,eth_fees,eth_fees_success,gas_used,gas_used_success,num_senders,num_txs,num_txs_success,last_updated,source,display_name_lower,is_op_chain,mainnet_chain_id,op_based_version,alignment,chain_name,display_name
all chains,Aggregated,Likely Sybil,2024-06-03,3753.6141072407095,3304.2218944909487,258490870815,243393753188,890137,2498619,2324589,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Volume too Low,2024-06-03,2631.0831838572817,2586.476466580239,292797933150,286386765136,1943727,2922966,2887038,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
zora,L2,Potential Non-Sybil,2024-06-02,0.08122946690589394,0.08013613421981777,11388264738,11366526606,15782,69478,69092,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Volume too Low,2024-06-02,0.013265201915519532,0.013183321660564854,1549244739,1544038281,5964,9666,9496,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Likely Sybil,2024-06-02,0.0028438569564464113,0.0028438569564464113,10097473868,10097473868,191,8876,8876,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zksync,L2,Likely Sybil,2024-06-02,0.21790426270000213,0.20357155900000226,8716170508,8142862360,16322,33357,31874,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Potential Non-Sybil,2024-06-02,3.889210970925003,3.7539727285250066,155568438837,150158909141,219622,598473,578808,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Volume too Low,2024-06-02,0.2545975651775283,0.2536330430275282,8035207706,7996626820,17830,30452,30335,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zkevm,L2,Potential Non-Sybil,2024-06-02,0.31707501176337816,0.3051272689692208,2118052631,2031122635,5379,14440,14099,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Volume too Low,2024-06-02,0.05767871039437575,0.057148216716608045,375725695,371911476,1614,2778,2767,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Likely Sybil,2024-06-02,0.003659508307549999,0.003645944613549999,28242103,28107809,23,567,566,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
scroll,L2,Likely Sybil,2024-06-02,0.06708217570735328,0.06708217570735328,206535044,206535044,149,4111,4111,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Potential Non-Sybil,2024-06-02,8.994020816041274,8.529561436129804,32803508421,31121607789,65078,250310,242051,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Volume too Low,2024-06-02,1.290757996673183,1.2380944056688121,5114287310,4901749678,13787,35891,34936,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
polygon,L1,Likely Sybil,2024-06-02,2549.3351316564485,2360.164810932365,60561593902,56441250559,396792,880368,830735,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Volume too Low,2024-06-02,2078.222869306342,2061.977015559116,55916362690,55487474279,616436,936997,935282,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Potential Non-Sybil,2024-06-02,18630.545297755667,16978.08464210611,367477915240,353482993154,367050,2134779,2011677,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,Volume too Low,2024-06-02,0.38526527128638555,0.3845156540848111,15157832592,15047890366,53386,80958,80435,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Likely Sybil,2024-06-02,0.343649998889136,0.298819439524014,45637435485,45437292734,3030,43176,41261,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Potential Non-Sybil,2024-06-02,5.364614770030676,5.017238837912239,153162241623,150967558446,36119,289700,279077,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
op chains,Aggregated,Potential Non-Sybil,2024-06-02,34.30304668897127,32.16759504178147,648326544216,552712567017,187775,2034124,1814979,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Volume too Low,2024-06-02,6.770809668640232,6.727587221308753,67897844616,66508516878,194753,387301,375851,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Likely Sybil,2024-06-02,1.3937742016045078,1.1368290139834785,154870536582,151384261045,18628,278940,231709,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
linea,L2,Potential Non-Sybil,2024-06-02,8.627125376898078,8.076380471104512,109427713152,103554822390,136375,701045,681295,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Volume too Low,2024-06-02,0.9522049648973964,0.927005150088535,10290645314,9917727116,75328,111645,110382,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Likely Sybil,2024-06-02,0.40979106512797187,0.4060852903127556,3065344541,3058001356,19647,67221,67104,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
l2s,Aggregated,Potential Non-Sybil,2024-06-02,3180.786955613148,2146.2602595978515,1152015556987,1031175955755,623001,4473468,4143676,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Likely Sybil,2024-06-02,11.680435039436041,10.919179856154138,194803503756,189014863052,119900,635734,574324,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Volume too Low,2024-06-02,14.834175000777167,14.691492056437014,190614672477,188050226675,701853,1448051,1427396,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
fantom,L1,Volume too Low,2024-06-02,58.94430470824106,34.85055062341004,2473003255,1950103643,7150,16924,15043,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Potential Non-Sybil,2024-06-02,1557.2040251681103,1342.5609420134367,64860274246,61948904618,13700,130652,116724,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Likely Sybil,2024-06-02,150.19615274741756,143.86972354856005,12568328132,12214411643,4160,22208,20843,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,Likely Sybil,2024-06-02,27.04535218379189,26.276262306095774,2635382156,2574408825,17489,62607,61636,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Volume too Low,2024-06-02,181.950907077565,176.74348233878976,19150014393,18668971519,169702,256946,253547,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Potential Non-Sybil,2024-06-02,1206.050852917244,1173.1880706182249,85390804821,82257720625,142218,756678,731681,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,Volume too Low,2024-06-02,28.774559720363015,28.703784348937663,4854194355,4843418002,27915,40959,40802,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Likely Sybil,2024-06-02,194.93943528729224,193.71490866162907,28349824231,28277795666,275631,359730,358949,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Potential Non-Sybil,2024-06-02,347.12020439155884,327.29211022952666,41666505116,40238549657,55598,200442,195042,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
bnb,L1,Potential Non-Sybil,2024-06-02,502.76130269805543,477.8764070431745,237440131986,225572788202,434754,1870907,1757111,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Volume too Low,2024-06-02,97.69227709039376,93.0326445122623,54454297975,51947543385,405561,604002,596001,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Likely Sybil,2024-06-02,38.0441243853442,36.06517158988735,14097930751,13602558011,111147,322639,313880,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
base,L2,Potential Non-Sybil,2024-06-02,28.857202452035015,27.07022006964948,483776037855,390378481965,157435,1674946,1466810,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Likely Sybil,2024-06-02,1.0472803457589226,0.8351657175030202,99135627229,95849494443,15524,226888,181572,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Volume too Low,2024-06-02,6.3722791954382565,6.32988824556332,51190767285,49916588231,138490,296677,285920,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
avalanche_c,L1,Likely Sybil,2024-06-02,39.408660770533814,34.78689091226199,1124895797,1051238781,3507,14180,13680,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Potential Non-Sybil,2024-06-02,450.2774972082107,429.572440876983,14714892595,14229477283,12615,98380,94132,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Volume too Low,2024-06-02,54.772796765134935,54.34526174752055,1741119663,1725070061,14856,21205,21117,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,Potential Non-Sybil,2024-06-02,3124.656476748977,2093.4276226515267,203771299730,191596926783,196281,875076,812444,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Likely Sybil,2024-06-02,9.588223825990376,9.101965872538434,27916674978,26195095438,74937,251538,238960,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Volume too Low,2024-06-02,5.508126095005236,5.488024019637542,98900961836,98353694707,421454,879984,873125,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
all chains,Aggregated,Potential Non-Sybil,2024-06-02,25874.746135762023,22874.83487249092,1963566080991,1808906389294,1511586,9665306,9050043,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Likely Sybil,2024-06-02,3010.649292075575,2805.796947811595,314141458725,303176526537,922907,2297466,2174047,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Volume too Low,2024-06-02,2515.1918896619177,2464.3442311798394,329203664808,322672807564,1918188,3325084,3289188,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
zora,L2,Potential Non-Sybil,2024-06-01,0.06812194453819544,0.06721275535311816,10871720465,10857037318,15715,67677,67423,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Volume too Low,2024-06-01,0.014447160865117293,0.014378903672490846,1865723224,1853117617,6312,10101,9961,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Likely Sybil,2024-06-01,0.002301893963839158,0.002301893963839158,9646076577,9646076577,88,8576,8576,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zksync,L2,Likely Sybil,2024-06-01,0.21044809360000083,0.19512203097500047,8417923744,7804881239,17444,34178,32935,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Volume too Low,2024-06-01,0.29599771333384023,0.29531123220884,9135211356,9107752111,20462,34244,34135,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Potential Non-Sybil,2024-06-01,3.222626555074929,3.160424773399919,128905062203,126416990936,199670,475535,466810,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zkevm,L2,Likely Sybil,2024-06-01,0.0037313799602400007,0.0037313799602400007,35231358,35231358,26,845,845,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Volume too Low,2024-06-01,0.049105181867895004,0.048668155354895014,392207870,387637727,1572,2616,2605,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Potential Non-Sybil,2024-06-01,0.24960136675483874,0.24125983798766187,2036899046,1954518466,5463,14078,13832,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
scroll,L2,Volume too Low,2024-06-01,1.2800905100895539,1.2226175841302467,5172803695,4930368140,14886,38320,37220,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Likely Sybil,2024-06-01,0.06065570948252887,0.059422771991636716,146121773,143871878,112,4581,4535,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Potential Non-Sybil,2024-06-01,8.732613558866486,8.191524669288434,33441910650,31362723847,65582,237519,228187,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
polygon,L1,Likely Sybil,2024-06-01,2561.1055613089648,2361.0987169102727,57389253572,53102324996,386622,926443,875748,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Potential Non-Sybil,2024-06-01,16207.17677641688,14903.934502511645,349380402416,337061741917,336673,2065127,1956176,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Volume too Low,2024-06-01,1665.6336204774682,1648.9928584911472,42341755738,41920457749,520552,658952,657253,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,Likely Sybil,2024-06-01,0.30281404608785495,0.28548181350783075,47414342369,47268048234,4140,43950,42552,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Volume too Low,2024-06-01,0.39840499201959345,0.39767914361625295,19994283628,19882963833,57666,89360,88761,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Potential Non-Sybil,2024-06-01,3.1103153982192078,3.0574545801833453,146608817326,145126431572,39959,304296,296090,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
op chains,Aggregated,Potential Non-Sybil,2024-06-01,25.765086566349837,24.608273102098977,623739267594,575264814014,185626,1914569,1798367,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Likely Sybil,2024-06-01,1.290891414297847,1.0791544446357169,168523105424,166113569181,18732,260294,224548,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Volume too Low,2024-06-01,1.8015549291480664,1.772454427698786,81869303365,80346970646,204479,422808,407690,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
linea,L2,Volume too Low,2024-06-01,1.0240204448854677,0.979983278332204,11695751958,11342485139,106756,143027,141769,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Potential Non-Sybil,2024-06-01,8.427958925115702,7.75614155792557,103325609547,97535290543,128627,622975,602974,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Likely Sybil,2024-06-01,0.4702418723347027,0.4701159514907381,2626745457,2624778310,17009,42555,42512,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
l2s,Aggregated,Volume too Low,2024-06-01,9.159429514396162,9.00145211206632,197543344429,194813191122,915455,1464428,1439811,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Potential Non-Sybil,2024-06-01,2275.438081488942,1455.1376715720248,1089871792365,1020118107298,585854,4092950,3878932,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Likely Sybil,2024-06-01,10.975940998927328,10.292237314714077,205611673337,201289843190,113615,600410,553841,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
fantom,L1,Likely Sybil,2024-06-01,199.59149192561026,193.65630628611106,16998168151,16601411621,3956,22467,20936,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Volume too Low,2024-06-01,46.26762832411195,36.22231493828312,2788362573,2551545946,8416,20263,19275,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Potential Non-Sybil,2024-06-01,1332.2762944207527,1133.735378175988,72679469139,68900830699,13033,127148,110875,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,Potential Non-Sybil,2024-06-01,994.6109770433821,969.8454107193756,84581621437,81808354688,145592,766490,746907,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Likely Sybil,2024-06-01,25.700658413001623,25.479854097844107,2943901496,2930061196,18910,74154,73950,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Volume too Low,2024-06-01,154.43770826989433,150.54871808886654,19730913043,19263291555,190614,278252,274792,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,Volume too Low,2024-06-01,28.080964295015555,28.013127210115716,4670802291,4660575938,26782,39284,39136,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Potential Non-Sybil,2024-06-01,331.8414048294948,317.1452705904467,42294663067,40728473421,56224,208270,202829,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Likely Sybil,2024-06-01,186.67278673124554,185.9836043773935,26216380978,26156806122,233707,314525,313790,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
bnb,L1,Potential Non-Sybil,2024-06-01,480.74547642394674,455.9055087084322,234993372755,224411319040,444427,1845014,1745669,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Likely Sybil,2024-06-01,38.752600304771974,37.789575424861326,14417533863,14134470583,122907,331063,325518,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Volume too Low,2024-06-01,85.63039929927352,84.19636759228453,50633734272,49845688514,412455,600594,596217,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
base,L2,Volume too Low,2024-06-01,1.388702776263386,1.360396380410064,60009296513,58610889196,144056,323347,308968,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Likely Sybil,2024-06-01,0.9857754742461654,0.7913707371640512,111462686478,109199444370,14641,207768,173420,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Potential Non-Sybil,2024-06-01,22.586649223592314,21.48360576656238,466258729803,419281345124,154489,1542596,1434854,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
avalanche_c,L1,Likely Sybil,2024-06-01,39.803709067659774,37.2346800772326,1262577988,1215542278,3525,14108,13750,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Volume too Low,2024-06-01,56.46890200529296,56.15875456396063,1783160423,1771682668,15820,22802,22731,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Potential Non-Sybil,2024-06-01,431.8756516241576,419.0828758516284,14059069699,13735680920,12483,94065,91003,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,Potential Non-Sybil,2024-06-01,2229.040194517132,1411.1800476313074,198423043325,187583769492,183815,828274,768762,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Volume too Low,2024-06-01,4.708660735073662,4.682417434342731,89278066185,88697977359,588610,823413,816392,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
