blockchain,chain_type,classification,dt,eth_fees,eth_fees_success,gas_used,gas_used_success,num_senders,num_txs,num_txs_success,last_updated,source,display_name_lower,is_op_chain,mainnet_chain_id,op_based_version,alignment,chain_name,display_name
optimism,L2,Likely Sybil,2024-06-05,1.1413338853792234,1.0843145405978423,12706628610,12441835046,6976,56114,53780,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Volume too Low,2024-06-05,0.8494352082074755,0.8423715014387622,7410076122,7301566152,58997,79419,79046,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Potential Non-Sybil,2024-06-05,16.008547218366225,15.70443530858742,193975941293,191795536394,40405,336835,325021,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
op chains,Aggregated,Potential Non-Sybil,2024-06-05,60.21624787623261,57.95879011963401,727668064183,696007339476,237866,2450935,2218554,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Likely Sybil,2024-06-05,2.576132160948694,2.3666996474733746,82692013530,74793969631,34474,482156,408146,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Volume too Low,2024-06-05,5.557115410523715,5.443824833918851,63138449497,61731065654,261812,526917,516006,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
linea,L2,Potential Non-Sybil,2024-06-05,8.850399666142392,8.587143715395223,86997682504,84713991220,185592,517628,508516,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Volume too Low,2024-06-05,1.2149892209446753,1.1856750244830172,10692685763,10387229506,61805,100823,99229,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Likely Sybil,2024-06-05,0.678896058736448,0.6787893714368969,2381765712,2380157715,15978,30180,30143,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
l2s,Aggregated,Volume too Low,2024-06-05,16.56828353820884,16.108509924852324,136003426976,133426838370,621186,1147364,1128284,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Potential Non-Sybil,2024-06-05,4328.522569102141,3865.9278864437456,1304729865615,1254473739755,669747,4679165,4329405,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Likely Sybil,2024-06-05,23.483447455898904,20.618546969240782,118238210674,107237046848,94701,809154,694225,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
fantom,L1,Potential Non-Sybil,2024-06-05,2293.932181565004,1883.8148844950128,56721565744,51631596890,16804,190105,164246,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Volume too Low,2024-06-05,107.90995739831403,47.59437843650644,3534295475,2338850236,7452,21589,17119,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Likely Sybil,2024-06-05,260.0455870044145,244.12084144179525,16628156237,15980334944,3652,26567,24108,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,Potential Non-Sybil,2024-06-05,2048.257410109411,1978.4990197269049,84771219920,81552474797,160521,837653,811403,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Likely Sybil,2024-06-05,65.83256162081207,64.80339692819462,3313618624,3269645187,20516,74634,74123,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Volume too Low,2024-06-05,348.2695564214959,339.4701990950331,18450083877,17973240374,183413,265239,261344,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,Likely Sybil,2024-06-05,202.52894529005718,200.95650947539218,30556966545,30421234057,297831,393625,391946,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Volume too Low,2024-06-05,37.236912842930295,37.11500463699798,5824596896,5805983951,30666,46756,46517,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Potential Non-Sybil,2024-06-05,494.51265834971656,481.51613500497626,60329883538,59796734095,63191,236757,232629,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
bnb,L1,Potential Non-Sybil,2024-06-05,998.9532495368004,930.9668092370719,338224838769,315518039794,490593,2555033,2317656,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Likely Sybil,2024-06-05,88.62115219854142,83.6315841530144,19833402972,18620480008,125794,386396,367465,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Volume too Low,2024-06-05,133.08558078771438,129.20008184117034,81856319358,79770231911,458202,739094,728984,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
base,L2,Volume too Low,2024-06-05,4.6838209055780515,4.5777183222835225,53670744761,52375468097,199157,435978,425522,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Potential Non-Sybil,2024-06-05,44.05715484579437,42.120309172597636,522885957558,493472727301,205739,2048528,1829185,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Likely Sybil,2024-06-05,1.4289940533777945,1.2765808846838578,61921509484,54288259149,27517,418040,346364,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
avalanche_c,L1,Likely Sybil,2024-06-05,72.74488573500047,67.24164555624698,2146551477,2037483859,4343,19727,18940,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Potential Non-Sybil,2024-06-05,573.07881593704,528.973362528868,18328755484,17271190879,14287,120123,114009,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Volume too Low,2024-06-05,79.27415356967536,78.61002686824988,2349333065,2325285237,20332,32389,32140,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,Potential Non-Sybil,2024-06-05,4243.99139877387,3784.7994043400668,267788964777,257355042561,171433,949463,866050,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Likely Sybil,2024-06-05,19.875490339207403,17.230272064518623,23795756256,21092411537,36054,261889,221876,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Volume too Low,2024-06-05,7.31234618284121,7.134534922298622,41244049981,40930538746,275868,432349,428421,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
all chains,Aggregated,Likely Sybil,2024-06-05,3668.6882120219398,3306.2361437313834,249201180339,230749268004,815147,2498334,2294245,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Potential Non-Sybil,2024-06-05,32124.214090420868,29038.04613789014,2261946574243,2163646599044,1549543,10858412,10065282,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Volume too Low,2024-06-05,2399.283894653352,2306.4655534415137,287491933368,280706290405,1764802,2842576,2802130,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
zora,L2,Likely Sybil,2024-06-04,0.0029216439273489583,0.0029216439273489583,8203135010,8203135010,213,7356,7356,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Potential Non-Sybil,2024-06-04,0.09231900502428862,0.09097690646375689,11315603472,11259148868,19971,69608,68825,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Volume too Low,2024-06-04,0.017839936654546126,0.0176640552599754,2295802091,2290402092,7491,11902,11829,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zksync,L2,Volume too Low,2024-06-04,0.2804848441389328,0.27838133246393276,9236022443,9151881976,16969,29439,28983,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Likely Sybil,2024-06-04,0.28096521497499566,0.27057590707499674,11238608599,10823036283,19910,40233,39175,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Potential Non-Sybil,2024-06-04,3.793131750074886,3.717450261724874,151725270003,148698010469,220544,528069,516889,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zkevm,L2,Volume too Low,2024-06-04,0.08215934240334587,0.07839144437764589,546515624,513063502,1807,3375,3288,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Likely Sybil,2024-06-04,0.0049922714476,0.0049042975086,37401941,36483687,32,801,799,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Potential Non-Sybil,2024-06-04,0.34149537612335934,0.3300940123607678,2083711318,2009372428,5637,14937,14693,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
scroll,L2,Volume too Low,2024-06-04,1.9736707409351177,1.8394112624211223,7849974537,7304407563,18642,52182,49558,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Likely Sybil,2024-06-04,0.13767653984345007,0.1376446319592989,496414589,496326671,360,4982,4981,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Potential Non-Sybil,2024-06-04,9.669674249046643,9.017861813774665,34680147616,32207787302,75006,258840,245551,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
polygon,L1,Potential Non-Sybil,2024-06-04,20162.451169848133,18086.544090802687,368183804895,353355239698,354428,2276759,2146176,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Volume too Low,2024-06-04,2158.4110905608663,2135.1912846093906,46857633377,46445185513,535788,665322,662690,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Likely Sybil,2024-06-04,3314.149286557187,3013.6946293887877,73010881074,67848424057,380412,953331,888694,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,Volume too Low,2024-06-04,0.8153102204934876,0.8084110518786646,10807846806,10668143117,84654,118181,117485,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Likely Sybil,2024-06-04,0.9091172050246025,0.8633284068543278,11535746713,11275863732,6900,59146,56807,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Potential Non-Sybil,2024-06-04,13.217476978415311,12.945411539127404,191205465038,188986433623,39855,347780,335890,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
op chains,Aggregated,Potential Non-Sybil,2024-06-04,47.09156462907137,44.64001836594171,718269467279,688280339482,218273,2371721,2194330,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Likely Sybil,2024-06-04,2.0342947778784732,1.945125294396187,81621805728,79771108451,31935,357415,328721,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Volume too Low,2024-06-04,3.3608382185478174,3.3227323299177938,73228403566,72142821511,265404,549914,544008,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
linea,L2,Volume too Low,2024-06-04,1.2820223248165545,1.2426440442729152,13017800975,12564803813,66971,114226,112309,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Likely Sybil,2024-06-04,1.090820328553923,1.0900467767820468,7448362984,7438188079,22204,93201,93125,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Potential Non-Sybil,2024-06-04,11.268746888723484,10.751325932095973,150082918014,143529572006,167630,894236,871335,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
l2s,Aggregated,Likely Sybil,2024-06-04,18.313683987424668,17.512522286931365,130410513081,125819426453,144095,800277,753891,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Potential Non-Sybil,2024-06-04,4232.1734484452,3802.401086451349,1293926950778,1242256608023,703273,5075446,4792852,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Volume too Low,2024-06-04,11.930784435032402,11.675399647029966,166925742160,164255346803,755353,1333739,1317681,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
fantom,L1,Volume too Low,2024-06-04,47.91690954788398,32.31989064024765,2481557169,1909503969,7419,17750,15830,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Likely Sybil,2024-06-04,195.30062841110012,187.19887354207142,14485742599,14051757374,3682,21797,20085,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Potential Non-Sybil,2024-06-04,1250.5262784956533,1149.0647528064235,64854445280,61264369409,14210,138976,121647,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,Likely Sybil,2024-06-04,39.77065942147124,39.29804136287115,3363558100,3331014845,21868,79499,79136,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Potential Non-Sybil,2024-06-04,1212.5701621012345,1181.2108015473975,83851565815,81275333687,155051,793603,773168,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Volume too Low,2024-06-04,215.61084610488956,211.44075006323456,19500072770,19098756262,204433,290303,287383,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,Likely Sybil,2024-06-04,196.38634505252935,194.4460573947215,28717732987,28548273513,208623,329524,327210,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Potential Non-Sybil,2024-06-04,461.95440990389505,428.71049278631796,52142941950,51375272574,62313,227228,221829,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Volume too Low,2024-06-04,32.47893916073782,32.226971907730224,5260450900,5226571233,29148,43164,42955,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
bnb,L1,Potential Non-Sybil,2024-06-04,852.3871001677702,806.947548467395,311180603053,291635686775,487439,2354694,2165967,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Volume too Low,2024-06-04,125.79369793475249,120.56164750956376,70514427121,66538495416,384106,621765,609415,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Likely Sybil,2024-06-04,64.27072137388241,62.27623452943302,17846040452,17004583163,116572,364775,353242,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
base,L2,Potential Non-Sybil,2024-06-04,33.7817686456314,31.6036299203501,515748398769,488034756991,183855,1954333,1789615,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Volume too Low,2024-06-04,2.527688061399703,2.4966572227790844,60124754669,59184276302,176930,419831,414694,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Likely Sybil,2024-06-04,1.1222559289265297,1.0788752436145197,61882924005,60292109709,24942,290913,264558,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
avalanche_c,L1,Potential Non-Sybil,2024-06-04,526.2220796000074,500.8380786897511,17116699137,16544405453,14063,112100,107243,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Likely Sybil,2024-06-04,51.64462634723895,49.072117348608415,1644446205,1574109011,4749,17013,16627,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Volume too Low,2024-06-04,69.82557316993487,69.23070833220277,2157077468,2134751791,17512,24335,24235,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,Likely Sybil,2024-06-04,14.764934854725821,14.064225379210312,29567919240,27254283282,80302,303645,287090,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Volume too Low,2024-06-04,4.951608964193675,4.913839233579318,63047025015,62578368438,409824,584603,579535,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Potential Non-Sybil,2024-06-04,4160.00883555288,3733.9443360662444,237085436548,227531526336,216272,1007643,950054,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
all chains,Aggregated,Potential Non-Sybil,2024-06-04,28698.284648584235,25955.716851570385,2191257010908,2097706915619,1644972,10978806,10328882,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Likely Sybil,2024-06-04,3879.8359511542935,3563.4984758563533,269478914498,258177588416,873945,2566216,2438885,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Volume too Low,2024-06-04,2661.967840921596,2612.6466527167713,313696960965,305608610987,1906188,2996378,2960189,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
zora,L2,Potential Non-Sybil,2024-06-03,0.10445976779011762,0.10272998575877236,11345844793,11309208561,18742,67122,66742,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Likely Sybil,2024-06-03,0.003675650803861336,0.003675650803861336,8001265144,8001265144,204,7574,7574,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Volume too Low,2024-06-03,0.021420340673470078,0.021366198833647213,2381299719,2376205006,7790,11211,11149,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zksync,L2,Potential Non-Sybil,2024-06-03,4.294254273775138,4.189911825025108,171770170951,167596473001,220365,572842,556842,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Likely Sybil,2024-06-03,0.2681240144,0.25437700895000054,10724960576,10175080358,19438,36530,35276,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Volume too Low,2024-06-03,0.2894575250707429,0.2877699633207432,9565034532,9497532062,15414,27845,27628,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zkevm,L2,Volume too Low,2024-06-03,0.07479328606078525,0.0728554036337086,393694014,383352450,1725,2834,2809,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Potential Non-Sybil,2024-06-03,0.4417692530959227,0.42411246301243316,2186400674,2088209667,5753,15160,14794,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Likely Sybil,2024-06-03,0.00537813940705,0.00521081755105,30507583,29971295,26,698,697,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
scroll,L2,Potential Non-Sybil,2024-06-03,11.25543402431039,10.524287269491552,38816666486,36190436199,79856,285025,271974,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Volume too Low,2024-06-03,1.9554385966286953,1.8189467306316276,7269659550,6734987305,18167,49205,46727,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Likely Sybil,2024-06-03,0.14663488702409025,0.14663488702409025,510802829,510802829,369,5319,5319,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
polygon,L1,Volume too Low,2024-06-03,2103.3812945832397,2087.499627809515,47447390618,47038477967,544496,673775,671930,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Potential Non-Sybil,2024-06-03,23763.908302146578,21012.390798240274,400252996254,380809419335,375945,2406776,2235817,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Likely Sybil,2024-06-03,3206.550508891158,2779.639661918096,63167405178,56638137114,392371,932426,843399,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,Volume too Low,2024-06-03,0.7385269308502744,0.7330714276595331,15861021483,15645565621,76272,110699,109892,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Potential Non-Sybil,2024-06-03,9.878782415156621,9.642173719358695,188574700132,186310326545,37114,343949,330577,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Likely Sybil,2024-06-03,0.6821106203557942,0.6322947192053165,13948025124,13690850537,5551,54499,52184,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
op chains,Aggregated,Volume too Low,2024-06-03,3.3155812938527602,3.2841120788892346,61736084021,59918747373,218500,431461,420842,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Potential Non-Sybil,2024-06-03,36.565467300352864,34.87704839095033,724365268646,672167662843,207279,2241773,2011067,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Likely Sybil,2024-06-03,3.3058864297354003,3.082997438912063,85891948262,81783817079,33088,398901,350880,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
linea,L2,Likely Sybil,2024-06-03,0.7944401190294834,0.7943101859947902,5276755731,5274817416,15400,80677,80639,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Potential Non-Sybil,2024-06-03,11.509076238012952,10.946951615982332,142506369463,136083872501,156746,863990,842130,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Volume too Low,2024-06-03,1.4047381024597272,1.3759504444645496,14275417875,13894196746,99865,155373,153924,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
l2s,Aggregated,Volume too Low,2024-06-03,13.574387076293691,13.344862775671652,165198836442,162000702746,782884,1295110,1276750,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Likely Sybil,2024-06-03,22.3117772249225,21.342489656054838,132213129772,125348811685,147925,774740,709490,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Potential Non-Sybil,2024-06-03,5147.973082497931,3926.3447886373974,1325282665462,1243265331209,691252,4962231,4600701,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
fantom,L1,Potential Non-Sybil,2024-06-03,1442.8498178331195,1315.2751116808408,70438061919,66220115502,13944,161584,142993,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Likely Sybil,2024-06-03,176.93703566483492,167.48173277094332,13203334399,12659608423,4090,23266,21293,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Volume too Low,2024-06-03,60.91632039130696,41.04761024191161,3430019999,2487580821,8060,21501,18709,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,Volume too Low,2024-06-03,246.56469119241748,241.25321334400311,18635611094,18224680668,180472,263038,259639,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Likely Sybil,2024-06-03,46.53060099071023,46.020267660936774,3230669078,3199095848,22221,76010,75656,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Potential Non-Sybil,2024-06-03,1515.9784487140237,1472.7320961191624,84621758530,81732024061,151783,812791,789475,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,Potential Non-Sybil,2024-06-03,445.9136285223849,409.1364725804153,47408153425,46435405604,57762,224339,218665,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Likely Sybil,2024-06-03,186.9095804931141,183.30068943145,28075299251,27760766045,204841,301208,296951,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Volume too Low,2024-06-03,30.266213149467895,30.180251487809645,4887379683,4874132398,27395,40653,40477,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
bnb,L1,Likely Sybil,2024-06-03,50.96191047847054,48.984423313184294,16676475359,15985854043,119575,370631,358058,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Volume too Low,2024-06-03,112.31241248416627,109.91502586844072,51158714136,49750212258,408691,604788,595538,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Potential Non-Sybil,2024-06-03,600.5411999662156,564.4355359609026,276099321862,262043248493,461152,2121984,1978360,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
base,L2,Likely Sybil,2024-06-03,2.6201001585757617,2.447027068902916,63942657994,60091701398,27453,336828,291122,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Potential Non-Sybil,2024-06-03,26.58222511740674,25.13214468583394,524444723721,474548127737,173374,1830702,1613748,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Volume too Low,2024-06-03,2.5556340223290652,2.529674452396104,43493762819,41896976746,138612,309551,299801,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
avalanche_c,L1,Volume too Low,2024-06-03,64.06786497575749,63.23587504846175,2039981178,2010978278,16973,24101,23995,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Likely Sybil,2024-06-03,63.41269349334234,57.452629736535435,1924557778,1801480030,4139,20338,19742,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Potential Non-Sybil,2024-06-03,559.8915351615875,524.837428306018,17205464515,16459527965,13755,114278,109139,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,Likely Sybil,2024-06-03,17.79131363532609,17.0589593176222,29778154791,27574322708,86516,252615,236679,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Volume too Low,2024-06-03,6.5343782722290795,6.505228154739919,71958946450,71571886810,457296,628392,624820,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Potential Non-Sybil,2024-06-03,5083.907081408678,3865.3824770726856,245637789242,229138676998,221319,983441,903894,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
all chains,Aggregated,Potential Non-Sybil,2024-06-03,33477.056014864545,29225.152231542383,2221308421967,2096965072169,1620681,10803983,10075150,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
