blockchain,layer,creator_address,date,display_name_lower,is_op_chain,mainnet_chain_id,op_based_version,alignment,chain_name,display_name
ethereum,L1,2547,2024-01-08,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,84,2024-01-08,celo,False,,,Other EVMs,,Celo
bnb,L1,3123,2024-01-08,bnb,False,,,Other EVMs,,BNB
base,L2,636,2024-01-08,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,651,2024-01-08,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1112,2024-01-08,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,9716,2024-01-08,all,False,,,Other EVMs,,All
zora,L2,79,2024-01-07,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2309,2024-01-07,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,443,2024-01-07,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1006,2024-01-07,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-01-07,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1882,2024-01-07,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8224,2024-01-07,l1s,False,,,Other EVMs,,L1s
gnosis,L1,104,2024-01-07,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,204,2024-01-07,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2534,2024-01-07,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,83,2024-01-07,celo,False,,,Other EVMs,,Celo
bnb,L1,3114,2024-01-07,bnb,False,,,Other EVMs,,BNB
base,L2,615,2024-01-07,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,664,2024-01-07,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1098,2024-01-07,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,9666,2024-01-07,all,False,,,Other EVMs,,All
zora,L2,79,2024-01-06,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2328,2024-01-06,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,444,2024-01-06,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,995,2024-01-06,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-01-06,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1864,2024-01-06,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8281,2024-01-06,l1s,False,,,Other EVMs,,L1s
gnosis,L1,105,2024-01-06,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,204,2024-01-06,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2565,2024-01-06,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,83,2024-01-06,celo,False,,,Other EVMs,,Celo
bnb,L1,3112,2024-01-06,bnb,False,,,Other EVMs,,BNB
base,L2,603,2024-01-06,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,677,2024-01-06,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1091,2024-01-06,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,9706,2024-01-06,all,False,,,Other EVMs,,All
zora,L2,82,2024-01-05,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2345,2024-01-05,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,437,2024-01-05,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,997,2024-01-05,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-01-05,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1873,2024-01-05,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8349,2024-01-05,l1s,False,,,Other EVMs,,L1s
gnosis,L1,104,2024-01-05,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,203,2024-01-05,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2592,2024-01-05,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,86,2024-01-05,celo,False,,,Other EVMs,,Celo
bnb,L1,3153,2024-01-05,bnb,False,,,Other EVMs,,BNB
base,L2,611,2024-01-05,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,682,2024-01-05,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1094,2024-01-05,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,9781,2024-01-05,all,False,,,Other EVMs,,All
zora,L2,82,2024-01-04,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2381,2024-01-04,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,439,2024-01-04,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1009,2024-01-04,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-01-04,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1885,2024-01-04,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8385,2024-01-04,l1s,False,,,Other EVMs,,L1s
gnosis,L1,107,2024-01-04,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,205,2024-01-04,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2631,2024-01-04,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,88,2024-01-04,celo,False,,,Other EVMs,,Celo
bnb,L1,3142,2024-01-04,bnb,False,,,Other EVMs,,BNB
base,L2,619,2024-01-04,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,668,2024-01-04,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1096,2024-01-04,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,9823,2024-01-04,all,False,,,Other EVMs,,All
zora,L2,82,2024-01-03,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2375,2024-01-03,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,436,2024-01-03,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,947,2024-01-03,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-01-03,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1812,2024-01-03,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8396,2024-01-03,l1s,False,,,Other EVMs,,L1s
gnosis,L1,114,2024-01-03,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,205,2024-01-03,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2660,2024-01-03,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,87,2024-01-03,celo,False,,,Other EVMs,,Celo
bnb,L1,3139,2024-01-03,bnb,False,,,Other EVMs,,BNB
base,L2,556,2024-01-03,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,660,2024-01-03,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1086,2024-01-03,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,9753,2024-01-03,all,False,,,Other EVMs,,All
zora,L2,80,2024-01-02,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2394,2024-01-02,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,439,2024-01-02,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,949,2024-01-02,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-01-02,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1800,2024-01-02,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8448,2024-01-02,l1s,False,,,Other EVMs,,L1s
gnosis,L1,116,2024-01-02,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,206,2024-01-02,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2671,2024-01-02,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,90,2024-01-02,celo,False,,,Other EVMs,,Celo
bnb,L1,3159,2024-01-02,bnb,False,,,Other EVMs,,BNB
base,L2,557,2024-01-02,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,653,2024-01-02,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1078,2024-01-02,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,9800,2024-01-02,all,False,,,Other EVMs,,All
zora,L2,78,2024-01-01,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2395,2024-01-01,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,436,2024-01-01,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,948,2024-01-01,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-01-01,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1802,2024-01-01,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8451,2024-01-01,l1s,False,,,Other EVMs,,L1s
gnosis,L1,119,2024-01-01,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,206,2024-01-01,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2690,2024-01-01,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,89,2024-01-01,celo,False,,,Other EVMs,,Celo
bnb,L1,3140,2024-01-01,bnb,False,,,Other EVMs,,BNB
base,L2,597,2024-01-01,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,648,2024-01-01,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1078,2024-01-01,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,9808,2024-01-01,all,False,,,Other EVMs,,All
zora,L2,78,2023-12-31,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2407,2023-12-31,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,437,2023-12-31,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,966,2023-12-31,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-12-31,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1822,2023-12-31,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8504,2023-12-31,l1s,False,,,Other EVMs,,L1s
gnosis,L1,119,2023-12-31,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,209,2023-12-31,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2724,2023-12-31,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,90,2023-12-31,celo,False,,,Other EVMs,,Celo
bnb,L1,3159,2023-12-31,bnb,False,,,Other EVMs,,BNB
base,L2,614,2023-12-31,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,648,2023-12-31,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1081,2023-12-31,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,9873,2023-12-31,all,False,,,Other EVMs,,All
zora,L2,78,2023-12-30,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2431,2023-12-30,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,440,2023-12-30,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,974,2023-12-30,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-12-30,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1827,2023-12-30,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8571,2023-12-30,l1s,False,,,Other EVMs,,L1s
gnosis,L1,118,2023-12-30,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,213,2023-12-30,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2762,2023-12-30,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,91,2023-12-30,celo,False,,,Other EVMs,,Celo
bnb,L1,3177,2023-12-30,bnb,False,,,Other EVMs,,BNB
base,L2,621,2023-12-30,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,644,2023-12-30,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1076,2023-12-30,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,9941,2023-12-30,all,False,,,Other EVMs,,All
zora,L2,80,2023-12-29,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2469,2023-12-29,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,441,2023-12-29,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,981,2023-12-29,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-12-29,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1837,2023-12-29,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8679,2023-12-29,l1s,False,,,Other EVMs,,L1s
gnosis,L1,125,2023-12-29,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,208,2023-12-29,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2799,2023-12-29,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,94,2023-12-29,celo,False,,,Other EVMs,,Celo
bnb,L1,3221,2023-12-29,bnb,False,,,Other EVMs,,BNB
base,L2,626,2023-12-29,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,639,2023-12-29,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1082,2023-12-29,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10054,2023-12-29,all,False,,,Other EVMs,,All
zora,L2,80,2023-12-28,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2491,2023-12-28,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,449,2023-12-28,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,993,2023-12-28,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-12-28,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1833,2023-12-28,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8761,2023-12-28,l1s,False,,,Other EVMs,,L1s
gnosis,L1,125,2023-12-28,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,210,2023-12-28,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2851,2023-12-28,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,91,2023-12-28,celo,False,,,Other EVMs,,Celo
bnb,L1,3234,2023-12-28,bnb,False,,,Other EVMs,,BNB
base,L2,626,2023-12-28,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,629,2023-12-28,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1072,2023-12-28,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10122,2023-12-28,all,False,,,Other EVMs,,All
zora,L2,80,2023-12-27,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2495,2023-12-27,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,449,2023-12-27,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1000,2023-12-27,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-12-27,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1807,2023-12-27,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8746,2023-12-27,l1s,False,,,Other EVMs,,L1s
gnosis,L1,129,2023-12-27,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,209,2023-12-27,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2860,2023-12-27,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,92,2023-12-27,celo,False,,,Other EVMs,,Celo
bnb,L1,3209,2023-12-27,bnb,False,,,Other EVMs,,BNB
base,L2,632,2023-12-27,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,613,2023-12-27,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1042,2023-12-27,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10079,2023-12-27,all,False,,,Other EVMs,,All
zora,L2,79,2023-12-26,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2528,2023-12-26,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,449,2023-12-26,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1009,2023-12-26,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-12-26,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1808,2023-12-26,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8817,2023-12-26,l1s,False,,,Other EVMs,,L1s
gnosis,L1,126,2023-12-26,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,209,2023-12-26,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2928,2023-12-26,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,92,2023-12-26,celo,False,,,Other EVMs,,Celo
bnb,L1,3211,2023-12-26,bnb,False,,,Other EVMs,,BNB
base,L2,640,2023-12-26,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,605,2023-12-26,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1039,2023-12-26,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10143,2023-12-26,all,False,,,Other EVMs,,All
zora,L2,80,2023-12-25,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2534,2023-12-25,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,453,2023-12-25,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1016,2023-12-25,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-12-25,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1816,2023-12-25,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8874,2023-12-25,l1s,False,,,Other EVMs,,L1s
gnosis,L1,129,2023-12-25,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,206,2023-12-25,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2976,2023-12-25,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,93,2023-12-25,celo,False,,,Other EVMs,,Celo
bnb,L1,3208,2023-12-25,bnb,False,,,Other EVMs,,BNB
base,L2,644,2023-12-25,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,604,2023-12-25,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1044,2023-12-25,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10210,2023-12-25,all,False,,,Other EVMs,,All
zora,L2,81,2023-12-24,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2542,2023-12-24,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,450,2023-12-24,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1007,2023-12-24,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-12-24,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1799,2023-12-24,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8883,2023-12-24,l1s,False,,,Other EVMs,,L1s
gnosis,L1,130,2023-12-24,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,200,2023-12-24,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2997,2023-12-24,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,94,2023-12-24,celo,False,,,Other EVMs,,Celo
bnb,L1,3185,2023-12-24,bnb,False,,,Other EVMs,,BNB
base,L2,638,2023-12-24,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,595,2023-12-24,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1035,2023-12-24,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10205,2023-12-24,all,False,,,Other EVMs,,All
zora,L2,84,2023-12-23,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2567,2023-12-23,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,453,2023-12-23,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1012,2023-12-23,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-12-23,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1798,2023-12-23,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8947,2023-12-23,l1s,False,,,Other EVMs,,L1s
gnosis,L1,134,2023-12-23,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,203,2023-12-23,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3030,2023-12-23,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,95,2023-12-23,celo,False,,,Other EVMs,,Celo
bnb,L1,3196,2023-12-23,bnb,False,,,Other EVMs,,BNB
base,L2,640,2023-12-23,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,586,2023-12-23,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1025,2023-12-23,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10263,2023-12-23,all,False,,,Other EVMs,,All
zora,L2,85,2023-12-22,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2582,2023-12-22,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,458,2023-12-22,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1020,2023-12-22,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-12-22,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1814,2023-12-22,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9005,2023-12-22,l1s,False,,,Other EVMs,,L1s
gnosis,L1,138,2023-12-22,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,202,2023-12-22,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3071,2023-12-22,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,95,2023-12-22,celo,False,,,Other EVMs,,Celo
bnb,L1,3210,2023-12-22,bnb,False,,,Other EVMs,,BNB
base,L2,646,2023-12-22,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,579,2023-12-22,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1035,2023-12-22,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10332,2023-12-22,all,False,,,Other EVMs,,All
zora,L2,84,2023-12-21,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2587,2023-12-21,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,459,2023-12-21,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1023,2023-12-21,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-12-21,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1790,2023-12-21,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9040,2023-12-21,l1s,False,,,Other EVMs,,L1s
gnosis,L1,138,2023-12-21,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,196,2023-12-21,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3087,2023-12-21,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,100,2023-12-21,celo,False,,,Other EVMs,,Celo
bnb,L1,3244,2023-12-21,bnb,False,,,Other EVMs,,BNB
base,L2,648,2023-12-21,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,560,2023-12-21,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1005,2023-12-21,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10346,2023-12-21,all,False,,,Other EVMs,,All
zora,L2,83,2023-12-20,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2627,2023-12-20,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,474,2023-12-20,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1050,2023-12-20,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-12-20,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1812,2023-12-20,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9104,2023-12-20,l1s,False,,,Other EVMs,,L1s
gnosis,L1,140,2023-12-20,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,195,2023-12-20,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3114,2023-12-20,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,101,2023-12-20,celo,False,,,Other EVMs,,Celo
bnb,L1,3262,2023-12-20,bnb,False,,,Other EVMs,,BNB
base,L2,665,2023-12-20,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,545,2023-12-20,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1007,2023-12-20,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10426,2023-12-20,all,False,,,Other EVMs,,All
zora,L2,81,2023-12-19,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2645,2023-12-19,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,481,2023-12-19,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1058,2023-12-19,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-12-19,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1807,2023-12-19,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9118,2023-12-19,l1s,False,,,Other EVMs,,L1s
gnosis,L1,141,2023-12-19,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,186,2023-12-19,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3130,2023-12-19,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,100,2023-12-19,celo,False,,,Other EVMs,,Celo
bnb,L1,3251,2023-12-19,bnb,False,,,Other EVMs,,BNB
base,L2,669,2023-12-19,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,542,2023-12-19,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,992,2023-12-19,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10438,2023-12-19,all,False,,,Other EVMs,,All
zora,L2,79,2023-12-18,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2561,2023-12-18,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,478,2023-12-18,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1048,2023-12-18,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-12-18,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1792,2023-12-18,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9052,2023-12-18,l1s,False,,,Other EVMs,,L1s
gnosis,L1,137,2023-12-18,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,181,2023-12-18,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3108,2023-12-18,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,96,2023-12-18,celo,False,,,Other EVMs,,Celo
bnb,L1,3287,2023-12-18,bnb,False,,,Other EVMs,,BNB
base,L2,661,2023-12-18,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,549,2023-12-18,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,985,2023-12-18,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10357,2023-12-18,all,False,,,Other EVMs,,All
zora,L2,78,2023-12-17,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2501,2023-12-17,polygon pos,False,,,Other EVMs,,Polygon PoS
