blockchain,layer,chain_id,creator_address,dt,is_op_chain,op_based_version,alignment,chain_name,display_name
op chains,Aggregate,-1,1423,2024-06-16,False,,Aggregate,,OP Chains
l3,Aggregate,-1,0,2024-06-16,False,,Aggregate,,L3s
l2,Aggregate,-1,1834,2024-06-16,False,,Aggregate,,L2s
l1,Aggregate,-1,2648,2024-06-16,False,,Aggregate,,L1s
gnosis,L1,100,56,2024-06-16,False,,Other EVMs,,Gnosis
fantom,L1,250,63,2024-06-16,False,,Other EVMs,,Fantom
ethereum,L1,1,850,2024-06-16,False,,Other EVMs,,Ethereum
celo,L1,42220,26,2024-06-16,False,,Other EVMs,,Celo
bnb,L1,56,955,2024-06-16,False,,Other EVMs,,BNB
base,L2,8453,1298,2024-06-16,True,modern,OP Chain,base,Base
avalanche_c,L1,43114,129,2024-06-16,False,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,42161,526,2024-06-16,False,,Other EVMs,,Arbitrum One
all,Aggregate,-1,4250,2024-06-16,False,,Aggregate,,All
zora,L2,7777777,22,2024-06-15,True,modern,OP Chain,zora,Zora
polygon,L1,137,800,2024-06-15,False,,Other EVMs,,Polygon PoS
optimism,L2,10,158,2024-06-15,True,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,-1,1335,2024-06-15,False,,Aggregate,,OP Chains
l3,Aggregate,-1,0,2024-06-15,False,,Aggregate,,L3s
l2,Aggregate,-1,1730,2024-06-15,False,,Aggregate,,L2s
l1,Aggregate,-1,2462,2024-06-15,False,,Aggregate,,L1s
gnosis,L1,100,52,2024-06-15,False,,Other EVMs,,Gnosis
fantom,L1,250,60,2024-06-15,False,,Other EVMs,,Fantom
ethereum,L1,1,773,2024-06-15,False,,Other EVMs,,Ethereum
celo,L1,42220,24,2024-06-15,False,,Other EVMs,,Celo
bnb,L1,56,890,2024-06-15,False,,Other EVMs,,BNB
base,L2,8453,1219,2024-06-15,True,modern,OP Chain,base,Base
avalanche_c,L1,43114,126,2024-06-15,False,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,42161,504,2024-06-15,False,,Other EVMs,,Arbitrum One
all,Aggregate,-1,3974,2024-06-15,False,,Aggregate,,All
zora,L2,7777777,22,2024-06-14,True,modern,OP Chain,zora,Zora
polygon,L1,137,751,2024-06-14,False,,Other EVMs,,Polygon PoS
optimism,L2,10,150,2024-06-14,True,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,-1,1227,2024-06-14,False,,Aggregate,,OP Chains
l3,Aggregate,-1,0,2024-06-14,False,,Aggregate,,L3s
l2,Aggregate,-1,1593,2024-06-14,False,,Aggregate,,L2s
l1,Aggregate,-1,2246,2024-06-14,False,,Aggregate,,L1s
gnosis,L1,100,49,2024-06-14,False,,Other EVMs,,Gnosis
fantom,L1,250,57,2024-06-14,False,,Other EVMs,,Fantom
ethereum,L1,1,689,2024-06-14,False,,Other EVMs,,Ethereum
celo,L1,42220,23,2024-06-14,False,,Other EVMs,,Celo
bnb,L1,56,810,2024-06-14,False,,Other EVMs,,BNB
base,L2,8453,1116,2024-06-14,True,modern,OP Chain,base,Base
avalanche_c,L1,43114,117,2024-06-14,False,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,42161,468,2024-06-14,False,,Other EVMs,,Arbitrum One
all,Aggregate,-1,3642,2024-06-14,False,,Aggregate,,All
zora,L2,7777777,22,2024-06-13,True,modern,OP Chain,zora,Zora
polygon,L1,137,662,2024-06-13,False,,Other EVMs,,Polygon PoS
optimism,L2,10,128,2024-06-13,True,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,-1,1082,2024-06-13,False,,Aggregate,,OP Chains
l3,Aggregate,-1,0,2024-06-13,False,,Aggregate,,L3s
l2,Aggregate,-1,1399,2024-06-13,False,,Aggregate,,L2s
l1,Aggregate,-1,1954,2024-06-13,False,,Aggregate,,L1s
gnosis,L1,100,43,2024-06-13,False,,Other EVMs,,Gnosis
fantom,L1,250,53,2024-06-13,False,,Other EVMs,,Fantom
ethereum,L1,1,578,2024-06-13,False,,Other EVMs,,Ethereum
celo,L1,42220,22,2024-06-13,False,,Other EVMs,,Celo
bnb,L1,56,694,2024-06-13,False,,Other EVMs,,BNB
base,L2,8453,982,2024-06-13,True,modern,OP Chain,base,Base
avalanche_c,L1,43114,104,2024-06-13,False,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,42161,400,2024-06-13,False,,Other EVMs,,Arbitrum One
all,Aggregate,-1,3188,2024-06-13,False,,Aggregate,,All
zora,L2,7777777,16,2024-06-12,True,modern,OP Chain,zora,Zora
polygon,L1,137,546,2024-06-12,False,,Other EVMs,,Polygon PoS
optimism,L2,10,98,2024-06-12,True,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,-1,939,2024-06-12,False,,Aggregate,,OP Chains
l3,Aggregate,-1,0,2024-06-12,False,,Aggregate,,L3s
l2,Aggregate,-1,1203,2024-06-12,False,,Aggregate,,L2s
l1,Aggregate,-1,1606,2024-06-12,False,,Aggregate,,L1s
gnosis,L1,100,36,2024-06-12,False,,Other EVMs,,Gnosis
fantom,L1,250,45,2024-06-12,False,,Other EVMs,,Fantom
ethereum,L1,1,457,2024-06-12,False,,Other EVMs,,Ethereum
celo,L1,42220,18,2024-06-12,False,,Other EVMs,,Celo
bnb,L1,56,565,2024-06-12,False,,Other EVMs,,BNB
base,L2,8453,861,2024-06-12,True,modern,OP Chain,base,Base
avalanche_c,L1,43114,80,2024-06-12,False,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,42161,322,2024-06-12,False,,Other EVMs,,Arbitrum One
all,Aggregate,-1,2690,2024-06-12,False,,Aggregate,,All
zora,L2,7777777,13,2024-06-11,True,modern,OP Chain,zora,Zora
polygon,L1,137,443,2024-06-11,False,,Other EVMs,,Polygon PoS
optimism,L2,10,64,2024-06-11,True,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,-1,789,2024-06-11,False,,Aggregate,,OP Chains
l3,Aggregate,-1,0,2024-06-11,False,,Aggregate,,L3s
l2,Aggregate,-1,986,2024-06-11,False,,Aggregate,,L2s
l1,Aggregate,-1,1296,2024-06-11,False,,Aggregate,,L1s
gnosis,L1,100,25,2024-06-11,False,,Other EVMs,,Gnosis
fantom,L1,250,37,2024-06-11,False,,Other EVMs,,Fantom
ethereum,L1,1,365,2024-06-11,False,,Other EVMs,,Ethereum
celo,L1,42220,16,2024-06-11,False,,Other EVMs,,Celo
bnb,L1,56,453,2024-06-11,False,,Other EVMs,,BNB
base,L2,8453,740,2024-06-11,True,modern,OP Chain,base,Base
avalanche_c,L1,43114,60,2024-06-11,False,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,42161,241,2024-06-11,False,,Other EVMs,,Arbitrum One
all,Aggregate,-1,2198,2024-06-11,False,,Aggregate,,All
zora,L2,7777777,10,2024-06-10,True,modern,OP Chain,zora,Zora
polygon,L1,137,312,2024-06-10,False,,Other EVMs,,Polygon PoS
optimism,L2,10,44,2024-06-10,True,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,-1,636,2024-06-10,False,,Aggregate,,OP Chains
l3,Aggregate,-1,0,2024-06-10,False,,Aggregate,,L3s
l2,Aggregate,-1,781,2024-06-10,False,,Aggregate,,L2s
l1,Aggregate,-1,924,2024-06-10,False,,Aggregate,,L1s
gnosis,L1,100,17,2024-06-10,False,,Other EVMs,,Gnosis
fantom,L1,250,33,2024-06-10,False,,Other EVMs,,Fantom
ethereum,L1,1,258,2024-06-10,False,,Other EVMs,,Ethereum
celo,L1,42220,8,2024-06-10,False,,Other EVMs,,Celo
bnb,L1,56,324,2024-06-10,False,,Other EVMs,,BNB
base,L2,8453,600,2024-06-10,True,modern,OP Chain,base,Base
avalanche_c,L1,43114,36,2024-06-10,False,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,42161,172,2024-06-10,False,,Other EVMs,,Arbitrum One
all,Aggregate,-1,1649,2024-06-10,False,,Aggregate,,All
zora,L2,7777777,7,2024-06-09,True,modern,OP Chain,zora,Zora
polygon,L1,137,188,2024-06-09,False,,Other EVMs,,Polygon PoS
optimism,L2,10,24,2024-06-09,True,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,-1,423,2024-06-09,False,,Aggregate,,OP Chains
l3,Aggregate,-1,0,2024-06-09,False,,Aggregate,,L3s
l2,Aggregate,-1,499,2024-06-09,False,,Aggregate,,L2s
l1,Aggregate,-1,576,2024-06-09,False,,Aggregate,,L1s
gnosis,L1,100,11,2024-06-09,False,,Other EVMs,,Gnosis
fantom,L1,250,22,2024-06-09,False,,Other EVMs,,Fantom
ethereum,L1,1,159,2024-06-09,False,,Other EVMs,,Ethereum
celo,L1,42220,3,2024-06-09,False,,Other EVMs,,Celo
bnb,L1,56,214,2024-06-09,False,,Other EVMs,,BNB
base,L2,8453,404,2024-06-09,True,modern,OP Chain,base,Base
avalanche_c,L1,43114,18,2024-06-09,False,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,42161,91,2024-06-09,False,,Other EVMs,,Arbitrum One
all,Aggregate,-1,1044,2024-06-09,False,,Aggregate,,All
zora,L2,7777777,2,2024-06-08,True,modern,OP Chain,zora,Zora
polygon,L1,137,105,2024-06-08,False,,Other EVMs,,Polygon PoS
optimism,L2,10,13,2024-06-08,True,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,-1,204,2024-06-08,False,,Aggregate,,OP Chains
l3,Aggregate,-1,0,2024-06-08,False,,Aggregate,,L3s
l2,Aggregate,-1,242,2024-06-08,False,,Aggregate,,L2s
l1,Aggregate,-1,313,2024-06-08,False,,Aggregate,,L1s
gnosis,L1,100,7,2024-06-08,False,,Other EVMs,,Gnosis
fantom,L1,250,14,2024-06-08,False,,Other EVMs,,Fantom
ethereum,L1,1,81,2024-06-08,False,,Other EVMs,,Ethereum
celo,L1,42220,2,2024-06-08,False,,Other EVMs,,Celo
bnb,L1,56,112,2024-06-08,False,,Other EVMs,,BNB
base,L2,8453,195,2024-06-08,True,modern,OP Chain,base,Base
avalanche_c,L1,43114,8,2024-06-08,False,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,42161,47,2024-06-08,False,,Other EVMs,,Arbitrum One
all,Aggregate,-1,537,2024-06-08,False,,Aggregate,,All
