alignment_map,avg_blob_base_fee_on_l1_inbox,avg_l1_calldata_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_output,calldata_bytes_l1_inbox,dt,l1_blobgas_eth_fees_inbox,l1_blobgas_purchased_inbox,l1_blobgas_usd_fees_inbox,l1_bytes_used_total,l1_calldata_eth_fees_inbox,l1_calldata_usd_fees_inbox,l1_eth_fees_combined,l1_eth_fees_inbox,l1_eth_fees_output,l1_eth_fees_to_validators_total,l1_eth_fees_total,l1_gas_used_combined,l1_gas_used_inbox,l1_gas_used_output,l1_gas_used_total,l1_num_txs_total,l1_overhead_eth_fees_inbox,l1_overhead_usd_fees_inbox,l1_usd_fees_combined,l1_usd_fees_inbox,l1_usd_fees_output,name,num_l1_submissions,num_l1_txs_combined,num_l1_txs_inbox,num_l1_txs_output,secs_between_l1_txs_inbox,secs_between_l1_txs_output,share_elapsed,last_updated
OP Chain,1.0000000000000009e-09,Infinity,7.034833655755103,5.668948940861722,0,2024-05-09 00:00:00.000 UTC,3.8535168e-11,38535168.0,1.1556235247616e-07,469531521,0.0,0.0,0.019917924368255444,0.007238843870307168,0.012679080497948275,243.56320245655564,741.4777227173812,3265584,1029000,2236584.0,108742167462,1126649,0.007238843831772,21.711500590717925,59.746918581332025,21.711500706280276,38.03541787505175,Mode,294,73,49,24.0,1763.265306122449,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,4.703600309131682,4.639350360078092,4.578796255198354,112317827,2024-05-09 00:00:00.000 UTC,,,,469531521,8.312075031721848,24933.35089525381,8.437496962770126,8.427711104467962,0.009785858302164982,243.56320245655564,741.4777227173812,1818708596,1816571384,2137212.0,108742167462,1126649,0.11563607274611705,346.8812714630717,25309.591669578327,25280.232166716887,29.359502861439218,Blast,1182,1206,1182,24.0,73.09644670050761,3600.0,,2024-06-08 13:14:12.086207
OP Chain,,234.2470856106547,5.769938755907658,4.732659359952896,6596,2024-05-09 00:00:00.000 UTC,,,,469531521,0.0005937208433986077,1.780432507742427,0.024982314872895272,0.02410036487053061,0.000881950002364662,243.56320245655564,741.4777227173812,4363238,4176884,186354.0,108742167462,1126649,0.023506644027131998,70.49058779190857,74.91760170748036,72.27102029965098,2.6465814078293692,Redstone,194,196,194,2.0,445.36082474226805,43200.0,,2024-06-08 13:14:12.086207
OP Chain,9.99999999999999e-10,Infinity,5.985107240062501,5.473739987167308,0,2024-05-09 00:00:00.000 UTC,2.0971519999999992e-11,20971520.0,6.290877972480003e-08,469531521,0.0,0.0,0.04897554753648875,0.020109960347581526,0.028865587188907228,243.56320245655564,741.4777227173812,8633467,3360000,5273467.0,108742167462,1126649,0.02010996032661,60.3292393726903,146.88800601777248,60.32923943559906,86.55876658217343,Kroma,160,184,160,24.0,540.0,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,210.8067189323458,5.805811699330996,5.276241251399248,779,2024-05-09 00:00:00.000 UTC,,,,469531521,6.5594538491508e-05,0.19667454866538445,0.012462932180123917,0.002382124540235508,0.010080807639888409,243.56320245655564,741.4777227173812,2320904,410300,1910604.0,108742167462,1126649,0.0023165300017439997,6.945659369598749,37.345382307572066,7.142333918264133,30.20304838930793,Public Goods Network,19,41,19,22.0,4547.368421052632,3927.2727272727275,,2024-06-08 13:14:12.086207
OP Chain,,237.80465135795697,5.859400370910857,5.651726106431563,816,2024-05-09 00:00:00.000 UTC,,,,469531521,7.462724768150798e-05,0.22384842689867937,0.01566857113734175,0.003027739672461508,0.012640831464880238,243.56320245655564,741.4777227173812,2753364,516732,2236632.0,108742167462,1126649,0.0029531124247800006,8.857943041473261,47.00941532084617,9.081791468371941,37.927623852474234,CyberConnect,24,48,24,24.0,3600.0,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,1e-09,Infinity,6.801365999900001,5.809322535911082,0,2024-05-09 00:00:00.000 UTC,1.31072e-12,1310720.0,3.92947040256e-09,469531521,0.0,0.0,0.002437296473907044,0.0014282868612897198,0.001009009612617324,243.56320245655564,741.4777227173812,383688,210000,173688.0,108742167462,1126649,0.0014282868599789999,4.282359025093546,7.31028342529678,4.2823590290230165,3.0279243962737636,BOB (Build on Bitcoin),10,12,10,2.0,8640.0,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,205.4455393188175,5.65638972587803,5.656680211670526,8118,2024-05-09 00:00:00.000 UTC,,,,469531521,0.0006657550311251999,1.9974709341508365,0.03548416507441588,0.0241851386787312,0.01129902639568468,243.56320245655564,741.4777227173812,6273186,4275720,1997466.0,108742167462,1126649,0.023519383647606,70.56550066139582,106.43280504883968,72.56297159554666,33.869833453293026,Lyra,198,221,198,23.0,436.3636363636364,3756.521739130435,,2024-06-08 13:14:12.086207
OP Stack Fork,,199.31547632654727,5.50067037445,5.735780705885058,820,2024-05-09 00:00:00.000 UTC,,,,469531521,6.556799086344399e-05,0.19672810199609336,0.015327540642617609,0.002375849548132444,0.012951691094485166,243.56320245655564,741.4777227173812,2689972,431920,2258052.0,108742167462,1126649,0.0023102815572690004,6.931694868989866,46.010948154567245,7.12842297098596,38.882525183581286,Hypr,20,46,20,26.0,4320.0,3323.076923076923,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,7.1135167425,5.386609242607363,0,2024-05-09 00:00:00.000 UTC,1.048576e-12,1048576.0,3.1466389503999996e-09,469531521,0.0,0.0,0.002199016271207251,0.001195070813788576,0.001003945457418675,243.56320245655564,741.4777227173812,354378,168000,186378.0,108742167462,1126649,0.0011950708127400002,3.586966430272801,6.606033104601139,3.58696643341944,3.019066671181699,Metal,8,10,8,2.0,10800.0,43200.0,,2024-06-08 13:14:12.086207
OP Chain,1.0000000000000028e-09,Infinity,6.682699684519877,5.559346797081546,0,2024-05-09 00:00:00.000 UTC,2.5716326400000097e-10,257163264.0,7.718678219980801e-07,469531521,0.0,0.0,0.05832604645241204,0.045890098990761255,0.012435947461650783,243.56320245655564,741.4777227173812,9103944,6867000,2236944.0,108742167462,1126649,0.045890098733597985,137.731226972877,175.05569413559869,137.7312277447449,37.32446639085377,OP Mainnet,1962,351,327,24.0,264.2201834862385,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,212.436757849,5.849282656890321,5.828465857810444,1394,2024-05-09 00:00:00.000 UTC,,,,469531521,0.000118284438110384,0.35453678393528254,0.016442791733328535,0.004294636915211383,0.01214815481811715,243.56320245655564,741.4777227173812,2818496,734216,2084280.0,108742167462,1126649,0.004176352477101,12.517894738389096,49.335343951771016,12.872431522324376,36.46291242944664,Ancient8,34,58,34,24.0,2541.176470588235,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1.0000000000000021e-09,Infinity,6.742425941345683,5.555618161799052,0,2024-05-09 00:00:00.000 UTC,5.096079360000017e-10,509607936.0,1.5291722288332794e-06,469531521,0.0,0.0,0.10333052987655036,0.09175093271943996,0.011579597157110412,243.56320245655564,741.4777227173812,15692304,13608000,2084304.0,108742167462,1126649,0.09175093220983198,275.31764512137755,310.05573748044594,275.3176466505498,34.7380908298961,Base,3888,672,648,24.0,133.33333333333334,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,309.94656190561966,8.520336239106765,7.443178222512957,1845,2024-05-14 00:00:00.000 UTC,,,,488985434,0.00022771930231991203,0.6620979919657817,0.023793159109471558,0.008279312967574911,0.015513846141896647,326.72328700192054,1080.3045222102155,3056016,971712,2084304.0,108117253154,1182521,0.008051593665255,23.41023360192989,69.2464713346411,24.072331593895658,45.174139740745446,Ancient8,45,69,45,24.0,1920.0,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1.0000000000000032e-09,Infinity,9.410003831998122,7.821461709126095,0,2024-05-14 00:00:00.000 UTC,4.183818240000021e-10,418381824.0,1.2183322361856e-06,488985434,0.0,0.0,0.12143105487072424,0.10512856322946486,0.016302491641259378,326.72328700192054,1080.3045222102155,13256328,11172000,2084328.0,108117253154,1182521,0.10512856281108302,305.71884821976937,353.10249840741085,305.7188494381017,47.38364896930918,Base,3192,556,532,24.0,162.406015037594,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,293.53372503207305,8.082511884475924,7.93128207320696,7790,2024-05-14 00:00:00.000 UTC,,,,488985434,0.000913058932313488,2.65537873225028,0.049693650407417925,0.03316235228171949,0.016531298125698438,326.72328700192054,1080.3045222102155,6187292,4102976,2084316.0,108117253154,1182521,0.032249293349406,93.78843636747952,144.57135258915508,96.44381509972983,48.127537489425265,Lyra,190,214,190,24.0,454.7368421052632,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1.0000000000000032e-09,Infinity,8.806979643683848,7.91457373794209,0,2024-05-14 00:00:00.000 UTC,2.2885171200000093e-10,228851712.0,6.668637516595203e-07,488985434,0.0,0.0,0.07152362614239632,0.053819452831403755,0.017704173310992565,326.72328700192054,1080.3045222102155,8347908,6111000,2236908.0,108117253154,1182521,0.05381945260255199,156.63023630189295,208.07745157584986,156.63023696875678,51.44721460709308,OP Mainnet,1746,315,291,24.0,296.9072164948454,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,273.69579213548917,7.537828582576233,7.413469401831762,779,2024-05-14 00:00:00.000 UTC,,,,488985434,8.520272176102801e-05,0.2477794287781041,0.01790110206289595,0.003092771067431028,0.014808330995464924,326.72328700192054,1080.3045222102155,2407790,410300,1997490.0,108117253154,1182521,0.0030075683456699995,8.746488960096626,52.124649870070684,8.994268388874728,43.130381481195954,Hypr,19,42,19,23.0,4547.368421052632,3756.521739130435,,2024-06-08 13:14:12.086207
OP Chain,,314.9706434309744,8.612530614730257,7.92197611500405,814,2024-05-14 00:00:00.000 UTC,,,,488985434,0.00011177892936049599,0.3247459847184454,0.020119153227809848,0.004090848691629495,0.016028304536180354,326.72328700192054,1080.3045222102155,2498259,474988,2023271.0,108117253154,1182521,0.003979069762269,11.559902713752248,58.50209531830471,11.884648698470691,46.61744661983402,Fraxtal,22,45,22,23.0,3927.2727272727275,3756.521739130435,,2024-06-08 13:14:12.086207
OP Stack Fork,,274.07972719325033,7.5639919856999995,8.186164464328078,820,2024-05-14 00:00:00.000 UTC,,,,488985434,9.016278446954402e-05,0.26229455624228987,0.01961832990444637,0.003267039418463545,0.016351290485982824,326.72328700192054,1080.3045222102155,2429350,431920,1997430.0,108117253154,1182521,0.0031768766339939987,9.241922283704843,57.02657536724745,9.504216839947134,47.52235852730032,Public Goods Network,20,43,20,23.0,4320.0,3756.521739130435,,2024-06-08 13:14:12.086207
OP Stack Fork,,17.006006851925026,7.918409860499463,6.947076173998388,179449,2024-05-14 00:00:00.000 UTC,,,,488985434,0.025200493030504395,73.51435276631821,0.09198338266165408,0.0485438433234314,0.04343953933822268,326.72328700192054,1080.3045222102155,12383428,6130504,6252924.0,108117253154,1182521,0.023343350292927,67.85984338450255,267.7383059972701,141.37419615082075,126.3641098464494,Manta Pacific,156,228,156,72.0,553.8461538461538,1200.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,8.945214578,7.428709784650317,0,2024-05-14 00:00:00.000 UTC,1.048576e-12,1048576.0,3.0544704307199997e-09,488985434,0.0,0.0,0.002887254977878717,0.001502796050152576,0.001384458927726141,326.72328700192054,1080.3045222102155,354366,168000,186366.0,108117253154,1182521,0.001502796049104,4.372555431966789,8.397109418033855,4.372555435021259,4.024553983012596,Metal,8,10,8,2.0,10800.0,43200.0,,2024-06-08 13:14:12.086207
OP Chain,,340.295073559848,8.401225667672021,6.6967481942891025,1904,2024-05-14 00:00:00.000 UTC,,,,488985434,0.000250176781191556,0.7265087176643643,0.017618929363523834,0.010129929070857557,0.007489000292666279,326.72328700192054,1080.3045222102155,2324072,1205768,1118304.0,108117253154,1182521,0.009879752289665998,28.690690586018956,51.33584403627911,29.417199303683322,21.91864473259579,CyberConnect,56,68,56,12.0,1542.857142857143,7200.0,,2024-06-08 13:14:12.086207
OP Chain,,357.2577149583549,8.802095376167975,6.026587485283976,2924,2024-05-14 00:00:00.000 UTC,,,,488985434,0.0004016265707931519,1.1673321223883801,0.017421214524652767,0.016298135840420155,0.00112307868423261,326.72328700192054,1080.3045222102155,2037974,1851620,186354.0,108117253154,1182521,0.015896509269626997,46.2037444916717,50.627032381709334,47.3710766140601,3.2559557676492332,Redstone,86,88,86,2.0,1004.6511627906976,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,292.1836554660881,8.048582438972181,7.364472831676938,861,2024-05-14 00:00:00.000 UTC,,,,488985434,0.000100519567493372,0.2922965041149388,0.013243681234185583,0.003649967747414372,0.00959371348677121,326.72328700192054,1080.3045222102155,1756194,453492,1302702.0,108117253154,1182521,0.003549448179921,10.321292032439622,38.5262147160238,10.613588536554559,27.912626179469246,Aevo,21,36,21,15.0,4114.285714285715,5760.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,9.243104870555557,8.416711496847148,0,2024-05-14 00:00:00.000 UTC,1.4155775999999999e-11,14155776.0,4.1232724131840004e-08,488985434,0.0,0.0,0.021534382494817407,0.003493893655225776,0.018040488839591633,326.72328700192054,1080.3045222102155,2521413,378000,2143413.0,108117253154,1182521,0.0034938936410699993,10.160483378806083,62.54307135105011,10.160483420038807,52.3825879310113,Zora,108,41,18,23.0,4800.0,3756.521739130435,,2024-06-08 13:14:12.086207
OP Chain,9.999999999999988e-10,Infinity,8.413498505658229,7.717534341014022,0,2024-05-14 00:00:00.000 UTC,2.2675455999999977e-11,22675456.0,6.602043031551996e-08,488985434,0.0,0.0,0.07210123373226311,0.02791598806444946,0.04418524566781365,326.72328700192054,1080.3045222102155,9043306,3318000,5725306.0,108117253154,1182521,0.027915988041774004,81.19555296618856,209.66994006795636,81.19555303220896,128.47438703574738,Kroma,173,185,158,27.0,546.8354430379746,3200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,259.8103268925538,7.140527735178515,7.161659010845499,2911,2024-05-14 00:00:00.000 UTC,,,,488985434,0.000301039921197648,0.8752849218302595,0.014771425251913682,0.010947400129800642,0.003824025122113041,326.72328700192054,1080.3045222102155,2067094,1533136,533958.0,108117253154,1182521,0.010646360208603,30.955048128681003,42.94180332358526,31.830333050511257,11.111470273074008,Karak,71,77,71,6.0,1216.9014084507041,14400.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,317.8442684921448,8.745408239952644,8.176070101467955,27757,2024-05-14 00:00:00.000 UTC,,,,488985434,0.0035179609898182977,10.22430068391941,0.14489306500761318,0.12785125693947824,0.017041808068134937,326.72328700192054,1080.3045222102155,16703596,14619244,2084352.0,108117253154,1182521,0.12433329594966007,361.35201230732406,421.1368908025703,371.57631299124347,49.56057781132682,Orderly,677,701,677,24.0,127.6218611521418,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,7.4721962729125115,7.367047410404745,6.846062678088392,123209897,2024-05-14 00:00:00.000 UTC,,,,488985434,14.475427213627306,42082.65303833173,14.699707029252021,14.685075459790907,0.01463156946111479,326.72328700192054,1080.3045222102155,1995483356,1993346132,2137224.0,108117253154,1182521,0.20964824616361505,609.3757926052182,42734.58628179742,42692.02883093693,42.55745086049002,Blast,1336,1360,1336,24.0,64.67065868263474,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,9.45302444775,10.859787810219604,0,2024-05-14 00:00:00.000 UTC,1.048576e-12,1048576.0,3.05192894464e-09,488985434,0.0,0.0,0.003633929234898796,0.0015881081082705758,0.00204582112662822,326.72328700192054,1080.3045222102155,356385,168000,188385.0,108117253154,1182521,0.001588108107222,4.615555837478301,10.554867865625958,4.615555840530229,5.939312025095728,Mint,8,10,8,2.0,10800.0,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,1e-09,Infinity,9.681420164124999,7.031288267500001,0,2024-05-14 00:00:00.000 UTC,2.097152e-12,2097152.0,6.1109829632e-09,488985434,0.0,0.0,0.002847813361734902,0.001626478589670152,0.00122133477206475,326.72328700192054,1080.3045222102155,341700,168000,173700.0,108117253154,1182521,0.0016264785875730002,4.737523030036842,8.287264201057955,4.7375230361478256,3.54974116491013,BOB (Build on Bitcoin),16,10,8,2.0,10800.0,43200.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,9.393353021185188,8.196629762391222,0,2024-05-14 00:00:00.000 UTC,2.1233664e-11,21233664.0,6.181121949696e-08,488985434,0.0,0.0,0.023658973962519418,0.005326031184245664,0.018332942778273756,326.72328700192054,1080.3045222102155,2803644,567000,2236644.0,108117253154,1182521,0.005326031163012,15.478492269912529,68.79647000653807,15.47849233172375,53.317977674814315,Mode,162,51,27,24.0,3200.0,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,8.089809591500002,6.621618207055002,0,2024-05-05 00:00:00.000 UTC,1.1010048e-11,11010048.0,3.4531222487040005e-08,457770983,0.0,0.0,0.01595416486814294,0.0023784040309110482,0.013575760837231892,240.48207359929535,851.0038572899075,2344218,294000,2050218.0,108676884345,1145911,0.002378404019901,7.4663211131190526,49.96485042593632,7.466321147650275,42.49852927828604,Zora,84,36,14,22.0,6171.428571428572,3927.2727272727275,,2024-06-08 13:14:12.086207
OP Stack Fork,,248.92516725509657,6.84536449410708,6.559707354950434,13325,2024-05-05 00:00:00.000 UTC,,,,457770983,0.0013210365585715445,4.138394053828145,0.061713373684944915,0.04804071325672753,0.013672660428217387,240.48207359929535,851.0038572899075,9102332,7017992,2084340.0,108676884345,1145911,0.046719676698156,146.3581700434557,193.3001788362522,150.49656409728374,42.80361473896848,Orderly,325,349,325,24.0,265.84615384615387,3600.0,,2024-06-08 13:14:12.086207
OP Chain,,246.39702554849575,6.748967381864095,6.751997272125706,740,2024-05-05 00:00:00.000 UTC,,,,457770983,7.983979340960801e-05,0.24988940245410046,0.016404768852329145,0.0029143930865756077,0.013490375765753538,240.48207359929535,851.0038572899075,2429811,431828,1997983.0,108676884345,1145911,0.0028345532931660002,8.871830627140572,51.33216834177062,9.121720029594675,42.21044831217594,Fraxtal,20,43,20,23.0,4320.0,3756.521739130435,,2024-06-08 13:14:12.086207
OP Chain,9.999999999999986e-10,Infinity,6.873053554318749,6.438986744777056,0,2024-05-05 00:00:00.000 UTC,2.0971519999999985e-11,20971520.0,6.558777737216001e-08,457770983,0.0,0.0,0.057162460779435174,0.023093459963482527,0.03406900081595265,240.48207359929535,851.0038572899075,8651050,3360000,5291050.0,108676884345,1145911,0.023093459942511007,72.29155148180381,178.96508320395242,72.29155154739156,106.67353165656085,Kroma,160,187,160,27.0,540.0,3200.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,7.823235694363636,6.584753465571655,0,2024-05-05 00:00:00.000 UTC,2.5952256e-11,25952256.0,8.116313260032002e-08,457770983,0.0,0.0,0.02014893562422996,0.005421502362146257,0.014727433262083702,240.48207359929535,851.0038572899075,2929596,693000,2236596.0,108676884345,1145911,0.005421502336194,16.970225689485737,63.070424735731294,16.970225770648863,46.10019896508243,Mode,198,57,33,24.0,2618.181818181818,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,12.172281355084694,5.63699165810312,5.684100948418993,161737,2024-05-05 00:00:00.000 UTC,,,,457770983,0.014322736514265912,44.958300238637264,0.0668503030130389,0.03130839282030391,0.03554191019273499,240.48207359929535,851.0038572899075,11806960,5554096,6252864.0,108676884345,1145911,0.016985656306038002,53.1762743566604,209.42548987134523,98.13457459529768,111.29091527604754,Manta Pacific,142,214,142,72.0,608.4507042253521,1200.0,,2024-06-08 13:14:12.086207
