alignment_map,avg_blob_base_fee_on_l1_inbox,avg_l1_calldata_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_output,calldata_bytes_l1_inbox,dt,l1_blobgas_eth_fees_inbox,l1_blobgas_purchased_inbox,l1_blobgas_usd_fees_inbox,l1_bytes_used_total,l1_calldata_eth_fees_inbox,l1_calldata_usd_fees_inbox,l1_eth_fees_combined,l1_eth_fees_inbox,l1_eth_fees_output,l1_eth_fees_to_validators_total,l1_eth_fees_total,l1_gas_used_combined,l1_gas_used_inbox,l1_gas_used_output,l1_gas_used_total,l1_num_txs_total,l1_overhead_eth_fees_inbox,l1_overhead_usd_fees_inbox,l1_usd_fees_combined,l1_usd_fees_inbox,l1_usd_fees_output,name,num_l1_submissions,num_l1_txs_combined,num_l1_txs_inbox,num_l1_txs_output,secs_between_l1_txs_inbox,secs_between_l1_txs_output,share_elapsed,last_updated
OP Chain,9.99999999999999e-10,Infinity,8.780712711756252,7.952537143583839,0,2024-05-15 00:00:00.000 UTC,2.333081599999997e-11,23330816.0,6.873637847040001e-08,464353204,0.0,0.0,0.07496241800183154,0.029503194734831817,0.04545922326699973,374.24672761747615,1162.7690761994654,9076317,3360000,5716317.0,108795885187,1197067,0.029503194711501,87.16727272519064,221.62068762132236,87.16727279392707,134.45341482739528,Kroma,178,184,160,24.0,540.0,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,461.8016438443312,12.70309483734059,11.964808538183396,492,2024-05-29 00:00:00.000 UTC,,,,352492723,9.061585069839199e-05,0.34445578751858946,0.028230456587487567,0.0032917275590103917,0.024938729028477175,508.30104693383845,1765.8321187639756,2343468,259128,2084340.0,108242139478,1172771,0.0032011117083120006,12.168700110146965,107.26345057824639,12.513155897665555,94.75029468058084,Public Goods Network,12,36,12,24.0,7200.0,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1.9629629629629634e-09,Infinity,19.142611476666662,12.336815976493885,0,2024-05-29 00:00:00.000 UTC,4.1680896e-11,21233664.0,1.5826662457344e-07,352492723,0.0,0.0,0.03729660444978387,0.010853860748950896,0.026442743700832973,508.30104693383845,1765.8321187639756,2710401,567000,2143401.0,108242139478,1172771,0.01085386070727,41.27885970773713,141.82737360892074,41.27885986600375,100.54851374291698,Mode,162,50,27,23.0,3200.0,3756.521739130435,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,9.714391966058823,8.311945610926836,0,2024-05-15 00:00:00.000 UTC,1.3369343999999999e-11,13369344.0,3.9296733020159995e-08,464353204,0.0,0.0,0.02283323376542652,0.003468037945252344,0.019365195820174173,374.24672761747615,1162.7690761994654,2686803,357000,2329803.0,108795885187,1197067,0.0034680379318830002,10.231962293248614,67.43008691893631,10.231962332545345,57.19812458639097,Zora,102,42,17,25.0,5082.35294117647,3456.0,,2024-06-08 13:14:12.086207
OP Chain,2.5768621236133016e-09,Infinity,20.340261616416797,12.96963702091122,0,2024-05-29 00:00:00.000 UTC,1.278738432000001e-09,496238592.0,4.843088715448321e-06,352492723,0.0,0.0,0.2965614742791108,0.2695288079578774,0.027032666321233335,508.30104693383845,1765.8321187639756,15335304,13251000,2084304.0,108242139478,1172771,0.2695288066791391,1025.4179956602877,1128.2345645083742,1025.4180005033757,102.81656400499855,Base,3786,655,631,24.0,136.9255150554675,3600.0,,2024-06-08 13:14:12.086207
OP Chain,,292.8477916516655,8.029193501750001,8.011061334623589,740,2024-05-15 00:00:00.000 UTC,,,,464353204,9.506565106072001e-05,0.28124469292199494,0.02213123325417771,0.0034673269217957202,0.01866390633238199,374.24672761747615,1162.7690761994654,2761607,431840,2329767.0,108795885187,1197067,0.003372261270734999,9.97658539081401,65.3972362839678,10.257830083736007,55.1394062002318,Fraxtal,20,45,20,25.0,4320.0,3456.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,426.5397686813942,11.742728285701858,11.811986523906759,5904,2024-05-29 00:00:00.000 UTC,,,,352492723,0.0010056126145177923,3.8241763171749192,0.11037544456124936,0.03651528181904479,0.07386016274220457,508.30104693383845,1765.8321187639756,9362592,3109608,6252984.0,108242139478,1172771,0.035509669204527014,135.03893349972807,419.7148827742549,138.863109816903,280.85177295735184,Manta Pacific,144,216,144,72.0,600.0,1200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,323.88008742331726,8.902568018624413,7.965604271695926,1804,2024-05-15 00:00:00.000 UTC,,,,464353204,0.000232647582009352,0.6913200167074148,0.02575331265424683,0.008458472315583353,0.017294840338663478,374.24672761747615,1162.7690761994654,3121306,950116,2171190.0,108795885187,1197067,0.008225824733574,24.44338709158295,76.21917435741489,25.13470710829036,51.08446724912452,Ancient8,44,69,44,25.0,1963.6363636363637,3456.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,304.6342514162987,8.368030764213984,9.093751118508731,861,2024-05-15 00:00:00.000 UTC,,,,464353204,0.00010422406612041598,0.30805401832095497,0.014851298368171914,0.003794533758217415,0.011056764609954499,374.24672761747615,1162.7690761994654,1669320,453456,1215864.0,108795885187,1197067,0.0036903096920969996,10.907589616194127,43.86269180168982,11.21564363451508,32.64704816717474,Aevo,21,35,21,14.0,4114.285714285715,6171.428571428572,,2024-06-08 13:14:12.086207
OP Stack Fork,,520.7639103434514,14.37190887575,13.301427080250305,328,2024-05-29 00:00:00.000 UTC,,,,352492723,6.8525261519576e-05,0.26050271697299293,0.018655253436772143,0.002483005952645576,0.016172247484126566,508.30104693383845,1765.8321187639756,1388596,172768,1215828.0,108242139478,1172771,0.0024144806911260003,9.17878700743767,71.01011310363239,9.439289724410663,61.57082337922172,Aevo,8,22,8,14.0,10800.0,6171.428571428572,,2024-06-08 13:14:12.086207
OP Stack Fork,,299.4474198546404,8.244064355881408,8.375805093808534,7954,2024-05-15 00:00:00.000 UTC,,,,464353204,0.0009507287683837956,2.8094952283985135,0.052722217815392436,0.03453715559241079,0.018185062222981652,374.24672761747615,1162.7690761994654,6360478,4189336,2171142.0,108795885187,1197067,0.033586426824026995,99.25000021917144,155.83483150364484,102.05949544756999,53.77533605607485,Lyra,194,219,194,25.0,445.36082474226805,3456.0,,2024-06-08 13:14:12.086207
OP Chain,1.0000000000000028e-09,Infinity,9.944548164372334,8.257843475290835,0,2024-05-15 00:00:00.000 UTC,1.4784921600000023e-10,147849216.0,4.368662082355199e-07,464353204,0.0,0.0,0.057733211527538804,0.03926107630079123,0.018472135226747573,374.24672761747615,1162.7690761994654,6184920,3948000,2236920.0,108795885187,1197067,0.039261076152942,116.28955987092186,170.88862666755534,116.2895603077881,54.59906635976725,OP Mainnet,1128,212,188,24.0,459.5744680851064,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1.000000000000003e-09,Infinity,13.056236672505621,12.174588578509422,0,2024-05-22 00:00:00.000 UTC,2.799697920000013e-10,279969792.0,1.0497433141248e-06,442384587,0.0,0.0,0.12143744350362386,0.09760842564362182,0.023829017860002032,505.47097864595673,1665.3848463858324,9433275,7476000,1957275.0,108199001410,1188672,0.09760842536365201,365.4899393290621,454.6694333304222,365.4899403788054,89.17949295161678,OP Mainnet,2136,377,356,21.0,242.69662921348313,4114.285714285715,,2024-06-08 13:14:12.086207
OP Stack Fork,1e-09,Infinity,13.98709320188889,8.90125905539868,0,2024-05-22 00:00:00.000 UTC,6.422527999999999e-12,6422528.0,2.407232045056e-08,442384587,0.0,0.0,0.004189602504393614,0.0026435606215795284,0.001546041882814086,505.47097864595673,1665.3848463858324,362688,189000,173688.0,108199001410,1188672,0.002643560615157,9.899934569740056,15.705675533040989,9.899934593812375,5.805740939228613,BOB (Build on Bitcoin),49,11,9,2.0,9600.0,43200.0,,2024-06-08 13:14:12.086207
OP Chain,9.999999999999986e-10,Infinity,12.574585090534589,11.782303331655763,0,2024-05-22 00:00:00.000 UTC,2.0971519999999998e-11,20971520.0,7.863717593087999e-08,442384587,0.0,0.0,0.11210421677758649,0.04198653963826654,0.07011767713931995,505.47097864595673,1665.3848463858324,9290101,3339000,5951101.0,108199001410,1188672,0.04198653961729501,157.22836334931412,419.96363346144676,157.22836342795134,262.73527003349545,Kroma,160,187,159,28.0,543.3962264150944,3085.714285714286,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,12.895483415666666,11.595376917617731,0,2024-05-22 00:00:00.000 UTC,2.1233664e-11,21233664.0,7.960042143743999e-08,442384587,0.0,0.0,0.03216514245399241,0.007311739117916664,0.024853403336075743,505.47097864595673,1665.3848463858324,2710389,567000,2143389.0,108199001410,1188672,0.007311739096683001,27.38063020153369,120.506570931574,27.38063028113411,93.1259406504399,Mode,162,50,27,23.0,3200.0,3756.521739130435,,2024-06-08 13:14:12.086207
OP Chain,,468.13426220023314,11.546211865144908,12.014636430544797,2142,2024-05-22 00:00:00.000 UTC,,,,442384587,0.00038637014056500004,1.446048467056125,0.04365294348335373,0.015661928361747,0.027991015121606736,505.47097864595673,1665.3848463858324,3686199,1356456,2329743.0,108199001410,1188672,0.015275558221182001,57.171371571570596,163.54914820234507,58.61742003862674,104.93172816371833,CyberConnect,63,88,63,25.0,1371.4285714285713,3456.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,12.955000934461538,12.111778136868596,0,2024-05-22 00:00:00.000 UTC,1.0223616e-11,10223616.0,3.8304153600000006e-08,442384587,0.0,0.0,0.028368791496221353,0.0035367152653316154,0.02483207623088974,505.47097864595673,1665.3848463858324,2323242,273000,2050242.0,108199001410,1188672,0.0035367152551080004,13.237106691258225,106.30782629805358,13.237106729562377,93.0707195684912,Zora,78,35,13,22.0,6646.153846153846,3927.2727272727275,,2024-06-08 13:14:12.086207
OP Chain,1.0000000000000003e-09,Infinity,13.750013720875,14.458698578735527,0,2024-05-22 00:00:00.000 UTC,3.8010879999999996e-12,3801088.0,1.425255563264e-08,442384587,0.0,0.0,0.004821304747651503,0.002310002308908088,0.0025113024387434157,505.47097864595673,1665.3848463858324,341688,168000,173688.0,108199001410,1188672,0.002310002305107,8.662639121914381,18.101153143152594,8.662639136166938,9.438514006985658,Mint,29,10,8,2.0,10800.0,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,410.86407092318143,11.320424899017969,11.483200505931837,492,2024-05-22 00:00:00.000 UTC,,,,442384587,8.0872755492516e-05,0.30279275407657097,0.02686778005883513,0.0029335749083315155,0.023934205150503613,505.47097864595673,1665.3848463858324,2343420,259140,2084280.0,108199001410,1188672,0.002852702152839,10.680691951281464,100.69024104751833,10.983484705358034,89.70675634216029,Hypr,12,36,12,24.0,7200.0,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,461.74956418401536,12.711731196393455,11.94926992305911,3895,2024-05-22 00:00:00.000 UTC,,,,442384587,0.0007180947085874521,2.685401330259354,0.050984152739281474,0.026077811467852447,0.024906341271429024,505.47097864595673,1665.3848463858324,4135816,2051476,2084340.0,108199001410,1188672,0.025359716759264996,94.83613088743286,190.83471002371894,97.52153221769224,93.3131778060267,Orderly,95,119,95,24.0,909.4736842105264,3600.0,,2024-06-08 13:14:12.086207
OP Chain,9.999999999999999e-10,Infinity,12.85267426742061,12.115353998500002,0,2024-05-22 00:00:00.000 UTC,4.7054848000000015e-11,47054848.0,1.7646109196287997e-07,442384587,0.0,0.0,0.09915420141242329,0.09689631134913884,0.002257890063284451,505.47097864595673,1665.3848463858324,7725366,7539000,186366.0,108199001410,1188672,0.096896311302084,362.89113164179565,371.3160381538325,362.89113181825667,8.424906335575802,Metal,359,361,359,2.0,240.66852367688023,43200.0,,2024-06-08 13:14:12.086207
OP Chain,,496.9133315773008,12.245307525990249,8.502192201044828,2856,2024-05-22 00:00:00.000 UTC,,,,442384587,0.0005456862121541321,2.0415786784919754,0.02373109291971147,0.022146471341665135,0.001584621578046333,505.47097864595673,1665.3848463858324,1994946,1808568,186378.0,108199001410,1188672,0.021600785129511,80.81500068473994,88.78173784351873,82.85657936323192,5.925158480286807,Redstone,84,86,84,2.0,1028.5714285714287,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,446.5016153758245,12.322440094461543,11.718796866138588,533,2024-05-22 00:00:00.000 UTC,,,,442384587,9.547426585188799e-05,0.3575786001669,0.02788503559492001,0.003459500411639888,0.024425535183280122,505.47097864595673,1665.3848463858324,2365052,280748,2084304.0,108199001410,1188672,0.0033640261457880006,12.599245979035068,104.42666240296231,12.956824579201967,91.46983782376034,Lyra,13,37,13,24.0,6646.153846153846,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,447.7800642944621,12.297227415348308,11.408134084178153,328,2024-05-22 00:00:00.000 UTC,,,,442384587,5.8408179461928e-05,0.21878822280923055,0.016985534442754965,0.002124272252636928,0.014861262190118038,505.47097864595673,1665.3848463858324,1475434,172744,1302690.0,108199001410,1188672,0.002065864073175,7.738431902630449,63.654843841770884,7.957220125439679,55.69762371633121,Aevo,8,23,8,15.0,10800.0,5760.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,400.89347244396805,11.06376009875,11.466953394841582,492,2024-05-22 00:00:00.000 UTC,,,,442384587,7.912801222626e-05,0.2964118577131183,0.026767674782352403,0.0028671955571112602,0.023900479225241144,505.47097864595673,1665.3848463858324,2343444,259152,2084292.0,108199001410,1188672,0.002788067544885,10.44404196640182,100.30132840530898,10.740453824114939,89.56087458119404,Public Goods Network,12,36,12,24.0,7200.0,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,421.4754134994945,11.603305786656302,12.140510847959426,328,2024-05-22 00:00:00.000 UTC,,,,442384587,5.5203891198596e-05,0.20658195616061836,0.027309638761445525,0.0020045406944795958,0.02530509806696593,505.47097864595673,1665.3848463858324,2257108,172756,2084352.0,108199001410,1188672,0.0019493368032810002,7.294949384212271,102.24348341245414,7.501531340372888,94.74195207208125,Ancient8,8,32,8,24.0,10800.0,3600.0,,2024-06-08 13:14:12.086207
OP Chain,,211.36866790855862,5.779653872401746,5.701585432820615,814,2024-05-09 00:00:00.000 UTC,,,,469531521,7.503020897636e-05,0.22506491643520193,0.014632182413647821,0.0027452662335443606,0.01188691618010346,243.56320245655564,741.4777227173812,2559832,474988,2084844.0,108742167462,1126649,0.002670236024568,8.009864193197174,43.91708495101189,8.234929109632375,35.68215584137951,Fraxtal,22,46,22,24.0,3927.2727272727275,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,217.92884496157984,5.9948943825445555,5.6829199173775775,14637,2024-05-09 00:00:00.000 UTC,,,,469531521,0.0012714046021804763,3.815534595320567,0.05805988898870722,0.04621502446827647,0.011844864520430749,243.56320245655564,741.4777227173812,9793356,7709064,2084292.0,108742167462,1126649,0.04494361986609598,134.87750042697147,174.22255987241692,138.69303502229207,35.52952485012487,Orderly,357,381,357,24.0,242.01680672268907,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,168.1536680266742,4.624269583152906,4.107020391721157,2952,2024-05-09 00:00:00.000 UTC,,,,469531521,0.00019766073520847998,0.5928481753774147,0.009382488705857724,0.00718961088002448,0.002192877825833244,243.56320245655564,741.4777227173812,2088690,1554756,533934.0,108742167462,1126649,0.006991950144816001,20.970984618923307,28.13159142634649,21.563832794300712,6.567758632045779,Karak,72,78,72,6.0,1200.0,14400.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,168.7059575400641,4.645573384289354,4.590057025526798,5781,2024-05-09 00:00:00.000 UTC,,,,469531521,0.00038946007418313186,1.1683213260012608,0.04284648922405118,0.014145046245713135,0.028701442978338047,243.56320245655564,741.4777227173812,9297804,3044844,6252960.0,108742167462,1126649,0.013755586171529997,41.2646119592615,128.55058667111712,42.43293328526278,86.11765338585433,Manta Pacific,141,213,141,72.0,612.7659574468086,1200.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,6.9451192446875005,5.396161871185282,0,2024-05-09 00:00:00.000 UTC,1.2582912e-11,12582912.0,3.7732928716800005e-08,469531521,0.0,0.0,0.014905295179001181,0.002333560078797912,0.012571735100203268,243.56320245655564,741.4777227173812,2665755,336000,2329755.0,108742167462,1126649,0.0023335600662149998,6.998369510697993,44.711726382163185,6.998369548430922,37.71335683373226,Zora,96,41,16,25.0,5400.0,3456.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,198.6351984072824,5.471674079886243,5.717625251328352,861,2024-05-09 00:00:00.000 UTC,,,,469531521,6.836209093177201e-05,0.20498273042960094,0.009929516437482671,0.0024813604218357718,0.007448156015646899,243.56320245655564,741.4777227173812,1756158,453492,1302666.0,108742167462,1126649,0.002412998330904,7.235457085301394,29.779820176487334,7.440439815730994,22.33938036075634,Aevo,21,36,21,15.0,4114.285714285715,5760.0,,2024-06-08 13:14:12.086207
OP Chain,,424.8893082473335,11.632644701117416,12.570095283596585,1517,2024-05-22 00:00:00.000 UTC,,,,442384587,0.000281832863000376,1.0545975003542103,0.03841170985440595,0.010297635864638378,0.028114073989767577,505.47097864595673,1665.3848463858324,3121820,885236,2236584.0,108199001410,1188672,0.010015803001637997,37.47811464634199,143.76123288280337,38.532712146696205,105.22852073610716,Fraxtal,41,65,41,24.0,2107.317073170732,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1.000000000000003e-09,Infinity,13.498589304705357,11.977168450585703,0,2024-05-22 00:00:00.000 UTC,4.4040192000000214e-10,440401920.0,1.6510489303449603e-06,442384587,0.0,0.0,0.18266754114607603,0.15874341066373698,0.02392413048233903,505.47097864595673,1665.3848463858324,13757478,11760000,1997478.0,108199001410,1188672,0.15874341022333502,594.4382792585426,684.0447203328156,594.4382809095921,89.60643942322346,Base,3360,583,560,23.0,154.28571428571428,3756.521739130435,,2024-06-08 13:14:12.086207
OP Stack Fork,,451.3242398567462,12.45553345390909,13.934420834211036,451,2024-05-29 00:00:00.000 UTC,,,,352492723,8.1658477323828e-05,0.31033235496487993,0.032002957426756254,0.0029588867051768275,0.029044070721579426,508.30104693383845,1765.8321187639756,2321896,237556,2084340.0,108242139478,1172771,0.002877228227853,10.9345292856753,121.74849889569167,11.244861640640181,110.50363725505149,Lyra,11,35,11,24.0,7854.545454545455,3600.0,,2024-06-08 13:14:12.086207
OP Chain,,514.9524059593315,12.688172755018476,9.4197283315,2720,2024-05-29 00:00:00.000 UTC,,,,352492723,0.0005384340480050279,2.047397344265951,0.023610359443862312,0.02185461628015403,0.001755743163708285,508.30104693383845,1765.8321187639756,1908830,1722440,186390.0,108242139478,1172771,0.021316182232149004,81.05561322289364,89.78519155258223,83.1030105671596,6.682180985422631,Redstone,80,82,80,2.0,1080.0,43200.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,10.593979599249998,12.393807682,0,2024-05-15 00:00:00.000 UTC,1.048576e-12,1048576.0,3.09248262144e-09,464353204,0.0,0.0,0.003932295516701608,0.0017797885737225762,0.002152506942979032,374.24672761747615,1162.7690761994654,341676,168000,173676.0,108795885187,1197067,0.001779788572674,5.261530087657544,11.616590700405201,5.2615300907500275,6.355060609655173,Mint,8,10,8,2.0,10800.0,43200.0,,2024-06-08 13:14:12.086207
OP Chain,2.814814814814819e-09,Infinity,12.968708927525002,12.391109947848037,0,2024-05-29 00:00:00.000 UTC,5.976883200000005e-11,21233664.0,2.2613995683839987e-07,352492723,0.0,0.0,0.11939779858252766,0.04357486205625284,0.07582293652627482,508.30104693383845,1765.8321187639756,9479140,3360000,6119140.0,108242139478,1172771,0.043574861996484006,165.70611623673943,454.0297186529242,165.70611646287935,288.3236021900448,Kroma,162,199,160,39.0,540.0,2215.3846153846152,,2024-06-08 13:14:12.086207
OP Chain,1.0000000000000032e-09,Infinity,9.54042907845436,8.000681819018373,0,2024-05-15 00:00:00.000 UTC,3.963617280000017e-10,396361728.0,1.1676047690956795e-06,464353204,0.0,0.0,0.11765146685628446,0.10097590176272267,0.016675565093561787,374.24672761747615,1162.7690761994654,12668268,10584000,2084268.0,108795885187,1197067,0.10097590136636103,298.3585727086811,347.6764364892793,298.3585738762859,49.31786261299341,Base,3024,528,504,24.0,171.42857142857142,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,7.80321133652071,7.688519475380565,7.319680428281516,108256924,2024-05-15 00:00:00.000 UTC,,,,464353204,13.273945454804755,39250.44143204649,13.491856118395521,13.476211970367206,0.01564414802831409,374.24672761747615,1162.7690761994654,1754908012,1752770740,2137272.0,108795885187,1197067,0.20226651556244699,598.3693084842333,39895.13117773001,39848.81074053075,46.32043719925128,Blast,1227,1251,1227,24.0,70.4156479217604,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,267.9897210017944,7.381843150787641,7.254841527425402,5904,2024-05-15 00:00:00.000 UTC,,,,464353204,0.000632292077412696,1.868579627348482,0.06831913966413733,0.022954992844905705,0.04536414681923163,374.24672761747615,1162.7690761994654,9362604,3109656,6252948.0,108795885187,1197067,0.022322700767492997,65.96935444528596,201.92216082888913,67.83793407263443,134.0842267562547,Manta Pacific,144,216,144,72.0,600.0,1200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,1.0000000000000003e-09,Infinity,9.312905013545455,8.10501349216357,0,2024-05-15 00:00:00.000 UTC,6.160384e-12,6160384.0,1.8328546181119995e-08,464353204,0.0,0.0,0.0035590246477162904,0.0021512810642893843,0.001407743583426906,374.24672761747615,1162.7690761994654,404688,231000,173688.0,108795885187,1197067,0.002151281058129,6.3781107969433055,10.559014080644777,6.378110815271851,4.180903265372926,BOB (Build on Bitcoin),47,13,11,2.0,7854.545454545455,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,1.6885245901639346e-09,Infinity,18.19072704754545,9.822400939139424,0,2024-05-29 00:00:00.000 UTC,1.3500416e-11,7995392.0,5.1428970987520006e-08,352492723,0.0,0.0,0.005908091135800664,0.004202057961483416,0.001706033174317248,508.30104693383845,1765.8321187639756,404688,231000,173688.0,108242139478,1172771,0.004202057947983,15.992099263955119,22.435180754989144,15.992099315384088,6.443081439605057,BOB (Build on Bitcoin),61,13,11,2.0,7854.545454545455,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,346.45412144374217,9.538968506487395,7.771681449021239,24682,2024-05-15 00:00:00.000 UTC,,,,464353204,0.003413908602202778,10.073928606144962,0.14020473029005676,0.12400590377860382,0.016198826511452928,374.24672761747615,1162.7690761994654,15084268,12999928,2084340.0,108795885187,1197067,0.12059199517640108,355.8491837105552,413.754315230224,365.9231123167004,47.83120291352363,Orderly,602,626,602,24.0,143.52159468438538,3600.0,,2024-06-08 13:14:12.086207
OP Chain,,337.86486626615,8.329189698262015,8.156327883928345,2686,2024-05-15 00:00:00.000 UTC,,,,464353204,0.00034929607000520397,1.0314287352958176,0.03240989348766142,0.014167385291844204,0.018242508195817214,374.24672761747615,1162.7690761994654,3937540,1700932,2236608.0,108795885187,1197067,0.013818089221838999,40.80307415084569,95.73358858357828,41.8345028861415,53.89908569743678,CyberConnect,79,103,79,24.0,1093.6708860759493,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,10.06625379653846,8.16994470362535,0,2024-05-15 00:00:00.000 UTC,2.0447232e-11,20447232.0,6.02070319104e-08,464353204,0.0,0.0,0.023768942198370432,0.005496174593357233,0.0182727676050132,374.24672761747615,1162.7690761994654,2782584,546000,2236584.0,108795885187,1197067,0.00549617457291,16.221521054058535,70.20882412828541,16.221521114265563,53.987303014019844,Mode,156,50,26,24.0,3323.076923076923,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,302.1258845946692,8.328398511707483,7.632983056948106,697,2024-05-15 00:00:00.000 UTC,,,,464353204,8.431902783905199e-05,0.24918073360366783,0.01963008654923653,0.0030575216616180517,0.016572564887618477,374.24672761747615,1162.7690761994654,2538298,367120,2171178.0,108795885187,1197067,0.002973202633779,8.786335944988513,57.94139633694629,9.035516678592181,48.90587965835411,Public Goods Network,17,42,17,25.0,5082.35294117647,3456.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,8.667338098875,8.247017957424042,0,2024-05-15 00:00:00.000 UTC,1.048576e-12,1048576.0,3.0870863872000004e-09,464353204,0.0,0.0,0.0029931755145283538,0.001456112801659576,0.001537062712868778,374.24672761747615,1162.7690761994654,354378,168000,186378.0,108795885187,1197067,0.0014561128006109999,4.2980798818240995,8.859710174612554,4.298079884911186,4.561630289701368,Metal,8,10,8,2.0,10800.0,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,34.8324940204112,8.190091423327718,6.226526076973022,28948,2024-05-15 00:00:00.000 UTC,,,,464353204,0.005150991576992348,15.237561943187593,0.01928971011327202,0.01596530557551535,0.003324404537756667,374.24672761747615,1162.7690761994654,2483254,1949344,533910.0,108795885187,1197067,0.010814313998523,31.972276748581955,57.02511938445597,47.209838691769534,9.815280692686438,Karak,71,77,71,6.0,1216.9014084507041,14400.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,315.7677931513056,8.66115985740767,7.239942262689233,656,2024-05-15 00:00:00.000 UTC,,,,464353204,8.211899363077198e-05,0.24262343392685487,0.01933995457251196,0.0029922228628977716,0.01634773170961419,374.24672761747615,1162.7690761994654,2603468,345476,2257992.0,108795885187,1197067,0.002910103869267,8.597690530714377,57.04419153888181,8.840313964641231,48.20387757424058,Hypr,16,42,16,26.0,5400.0,3323.076923076923,,2024-06-08 13:14:12.086207
OP Stack Fork,,497.8515502589161,13.6964035229024,12.680118731701052,3321,2024-05-29 00:00:00.000 UTC,,,,352492723,0.0006593292505650439,2.506201032178457,0.05038602768436326,0.023956653329979042,0.026429374354384222,508.30104693383845,1765.8321187639756,3833436,1749120,2084316.0,108242139478,1172771,0.02329732407941399,88.55584329772681,191.5314859371358,91.06204432990526,100.46944160723056,Orderly,81,105,81,24.0,1066.6666666666667,3600.0,,2024-06-08 13:14:12.086207
OP Chain,2.609677419354834e-09,Infinity,18.87530376071935,12.36058013853803,0,2024-05-29 00:00:00.000 UTC,6.362234879999998e-10,243793920.0,2.4101048156160015e-06,352492723,0.0,0.0,0.15052756038808168,0.12287822811850652,0.027649332269575166,508.30104693383845,1765.8321187639756,8746896,6510000,2236896.0,108242139478,1172771,0.12287822748228297,467.503016882627,572.6480767088475,467.5030192927316,105.14505741611592,OP Mainnet,1860,334,310,24.0,278.7096774193548,3600.0,,2024-06-08 13:14:12.086207
OP Chain,,341.0698654040385,8.40611761467039,5.4733695655,2720,2024-05-15 00:00:00.000 UTC,,,,464353204,0.00035697519306424004,1.0545516220816173,0.015499315450937787,0.014479134097624241,0.0010201813533135449,374.24672761747615,1162.7690761994654,1908842,1722452,186390.0,108795885187,1197067,0.014122158904559997,41.71856623403793,45.78336572517496,42.77311785611954,3.0102478690554224,Redstone,80,82,80,2.0,1080.0,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,2.5824524312896447e-09,Infinity,12.82829642205498,12.661811770678524,0,2024-05-29 00:00:00.000 UTC,3.202088959999996e-10,123994112.0,1.2140635344076812e-06,352492723,0.0,0.0,0.28190867280749465,0.254846937040753,0.027061735766741635,508.30104693383845,1765.8321187639756,22003272,19866000,2137272.0,108242139478,1172771,0.2548469367205439,969.4858740569005,1072.441781112253,969.4858752709642,102.95590584128874,Blast,946,970,946,24.0,91.33192389006342,3600.0,,2024-06-08 13:14:12.086207
OP Chain,,518.5581430018553,12.793868136405926,12.367036720377413,1564,2024-05-29 00:00:00.000 UTC,,,,352492723,0.00031256314395433995,1.1911082190481599,0.03917887805060237,0.012671507581549342,0.02650737046905303,508.30104693383845,1765.8321187639756,3133825,990436,2143389.0,108242139478,1172771,0.012358944437594999,47.09752951252698,149.10617141723645,48.288637731575164,100.8175336856613,CyberConnect,46,69,46,23.0,1878.2608695652175,3756.521739130435,,2024-06-08 13:14:12.086207
