month,name_mapped,transactions_per_month,transactions_per_day,costs_total_eth_per_month,costs_total_eth_per_day,fees_paid_eth_per_month,fees_paid_eth_per_day,profit_eth_per_month,profit_eth_per_day,gas_per_second,app_tvl_usd_latest,app_tvl_usd_average,total_assets_onchain_usd_latest,total_assets_onchain_usd_average,chain_id_mapped,layer,stage,purposes,raas,stack_name,da_layer,infra_label,is_ethereum_ecosystem
2023-07-01,Vision,,,,,,,,,,7453417.116647657,7870915.181584227,,,,,,,,,,,False
2024-05-01,Vision,,,,,,,,,,3876773.9836803516,3779775.0566933407,,,,,,,,,,,False
2024-07-01,Vision,,,,,,,,,,3850110.03138374,3811217.387976099,,,,,,,,,,,False
2023-03-01,FunctionX,,,,,,,,,,1587270.275479697,1428275.67174271,,,,,,,,,,,False
2024-03-01,FunctionX,,,,,,,,,,3058524.976814989,2720142.0629340024,,,,,,,,,,,False
2023-07-01,Kekchain,,,,,,,,,,225.1438771329131,315.6392428028243,,,420420.0,,,,,,,,False
2023-09-01,Kekchain,,,,,,,,,,158.22771879552482,164.45114513120828,,,420420.0,,,,,,,,False
2023-07-01,TON,,,,,,,,,,11530538.656701965,13384353.635745289,,,,,,,,,,,False
2023-08-01,TON,,,,,,,,,,10888382.634690281,10175553.232622664,,,,,,,,,,,False
2024-06-01,TON,,,,,,,,,,700947388.575722,542063959.3116919,,,,,,,,,,,False
2023-01-01,Zeniq,,,,,,,,,,1151878.545381165,1131658.509976379,,,,,,,,,,,False
2023-06-01,Zeniq,,,,,,,,,,2063736.7579622553,2201564.491512325,,,,,,,,,,,False
2023-07-01,Zeniq,,,,,,,,,,2194211.677478901,2177708.199597478,,,,,,,,,,,False
2024-06-01,Zeniq,,,,,,,,,,385774.8767285938,345517.2172975366,,,,,,,,,,,False
2023-04-01,Stargaze,,,,,,,,,,29908.233605315,29369.751686682666,,,,,,,,,,,False
2023-11-01,Stargaze,,,,,,,,,,67853.4435099666,78148.51349855066,,,,,,,,,,,False
2023-02-01,Libre,,,,,,,,,,2689820.361457,2853173.8190589966,,,,,,,,,,,False
2023-03-01,Libre,,,,,,,,,,2895367.075335072,2719333.0909528136,,,,,,,,,,,False
2024-01-01,Libre,,,,,,,,,,302853.5661333996,583556.0526047898,,,,,,,,,,,False
2023-08-01,Hyperliquid,,,,,,,,,,8282637.540095549,5462961.986192849,,,,,,,,,,,False
2024-11-01,XPLA,,,,,,,,,,1189253.7906286484,1220102.2453800358,,,,,,,,,,,False
2024-01-01,Onus,,,,,,,,,,1017512.0886749955,1027924.9764811759,,,,,,,,,,,False
2024-03-01,Onus,,,,,,,,,,1045527.5876375741,1045829.4227723747,,,,,,,,,,,False
2023-11-01,Tenet,,,,,,,,,,70590.92629254222,73656.20076390478,,,,,,,,,,,False
2024-05-01,Tenet,,,,,,,,,,24955.025077477447,31465.979479875976,,,,,,,,,,,False
2023-09-01,Aura Network,,,,,,,,,,379654.8765599259,371157.8083747038,,,,,,,,,,,False
2024-01-01,Aura Network,,,,,,,,,,523735.37001037155,567477.0307785259,,,,,,,,,,,False
2024-04-01,Aura Network,,,,,,,,,,350550.36182849796,394541.6838694979,,,,,,,,,,,False
2023-08-01,MVC,,,,,,,,,,224367.80868793197,221384.4951670405,,,,,,,,,,,False
2024-11-01,MVC,,,,,,,,,,15192.9397796837,15167.162971107262,,,,,,,,,,,False
2024-04-01,Beam,,,,,,,,,,7432184.692788943,9120468.464525945,,,4337.0,,,,,,,,False
2024-05-01,Beam,,,,,,,,,,5467521.795806957,5523288.40239339,,,4337.0,,,,,,,,False
2024-09-01,RENEC,,,,,,,,,,894010.0969971747,858043.4869093461,,,,,,,,,,,False
