block_time,block_number,chain_name,vault_name,vault_address,alltime_revenue_native
2023-09-07 08:59:59,3691680,zora network,SequencerFeeVault,0x4200000000000000000000000000000000000011,168.52810199226823
2023-09-07 08:59:59,3691680,zora network,BaseFeeVault,0x4200000000000000000000000000000000000019,2.0956251624874e-05
2023-09-07 08:59:59,3691680,zora network,L1FeeVault,0x420000000000000000000000000000000000001A,135.08297030445036
2023-09-07 09:00:01,2485238,public goods network,SequencerFeeVault,0x4200000000000000000000000000000000000011,5.000406441729496
2023-09-07 09:00:01,2485238,public goods network,BaseFeeVault,0x4200000000000000000000000000000000000019,1.768708214e-07
2023-09-07 09:00:01,2485238,public goods network,L1FeeVault,0x420000000000000000000000000000000000001A,2.839041640678892
2023-09-07 09:00:08,2323485,opbnb,SequencerFeeVault,0x4200000000000000000000000000000000000011,112.48736564771662
2023-09-07 09:00:08,2323485,opbnb,BaseFeeVault,0x4200000000000000000000000000000000000019,1.236437085285e-06
2023-09-07 09:00:08,2323485,opbnb,L1FeeVault,0x420000000000000000000000000000000000001A,27.59071293178901
2023-09-07 10:00:03,109241013,op mainnet,SequencerFeeVault,0x4200000000000000000000000000000000000011,1189.5195854230908
2023-09-07 10:00:03,109241013,op mainnet,BaseFeeVault,0x4200000000000000000000000000000000000019,243.30584043900387
2023-09-07 10:00:03,109241013,op mainnet,L1FeeVault,0x420000000000000000000000000000000000001A,3746.196482272708
2023-09-07 10:00:09,3645731,base,SequencerFeeVault,0x4200000000000000000000000000000000000011,1651.857924032203
2023-09-07 10:00:09,3645731,base,BaseFeeVault,0x4200000000000000000000000000000000000019,354.9564472585864
2023-09-07 10:00:09,3645731,base,L1FeeVault,0x420000000000000000000000000000000000001A,1101.5521063074416
