Team,contract_address,contract_name,contract_num_by_creator,creator_address,date,days_since_contract_created,days_since_creator_first_deployed,median_calldata_gas_to_w_overhead_per_day_t28d,median_eth_fees_to_per_day_t28d,median_num_address_users_trace_growth,median_num_address_users_trace_t28d,median_num_address_users_tx_growth,median_num_address_users_tx_t28d,median_num_txs_to_t28d,median_num_txs_trace_t28d,median_trace_tx_eth_fees_per_day_t28d,token_symbol,total_calldata_gas_to_w_overhead_growth,total_calldata_gas_to_w_overhead_t28d,total_eth_fees_to_growth,total_eth_fees_to_t28d,total_trace_tx_eth_fees_growth,total_trace_tx_eth_fees_t28d,last_updated
Perpetual Protocol,0x08b719cdc57d7e07f4dab7a6e97bba3bc90fc326,,811,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,3,533,0,0.0,,25,,0,0,1828,6.683489296380118,,,0,,0.0,,11.857770294537662,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0xa84fd728a7cd878d0aec4ce155677d720a3185a8,,821,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,3,533,0,0.0,,42,,0,0,1799,6.05735947729199,,,0,,0.0,,11.847891218932432,2023-05-12 23:31:25.768725+00:00
Mirror,0xb746c7cb1f1394a904e7df55387897aff475fefd,FeeConfiguration,2,0x59ca05674f5073f95f292aaca2d28a7dc80f12d6,2023-05-11 00:00:00.000,382,382,0,0.0,-535.0,1297,0.0,0,0,1650,0.38107915900492184,,0.0,0,0.0,0.0,-1.560480349245502,11.737733880730332,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0xe82db4e747ac9245ee6020cdabe92a9eed4d949e,,809,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,3,533,0,0.0,,29,,0,0,1494,5.946386139022002,,,0,,0.0,,11.46292615217757,2023-05-12 23:31:25.768725+00:00
,0xe66a01f3a0cf5ce088838361bfa9d7261eaf7e96,,13,0x977703e95678fd656cb980295fe6feca0583b61f,2023-05-11 00:00:00.000,234,235,0,0.0,0.0,12,0.0,0,0,2434,1.1296813255302594,,0.0,0,0.0,0.0,1.7340029704852231,11.440744725545269,2023-05-12 23:31:25.768725+00:00
Synthetix,0xf4eebdd0704021ef2a6bbe993fdf93030cd784b4,LiquidatorRewards,109,0xde910777c787903f78c89e7a0bf7f4c435cbb1fe,2023-05-11 00:00:00.000,362,482,0,0.0,-294.0,516,-87.0,0,0,667,0.285088966807236,,-15172696.0,475956,-0.30912045232434227,0.03568534734906423,4.158763485849605,11.388370246096942,2023-05-12 23:31:25.768725+00:00
Connext,0x32155c9d39084f040ba17890fe8134dbe2a0453f,,51,0xade09131c6f43fe22c2cbabb759636c43cfc181e,2023-05-11 00:00:00.000,141,202,0,0.0,-11.0,81,0.0,0,0,249,0.5087740216035218,,0.0,0,0.0,0.0,4.363534430959613,11.386639331114994,2023-05-12 23:31:25.768725+00:00
Slingshot,0x0ed2ab0efca649fc0dab6251580884c10f474245,,27,0x44045fd5d3840fec51b76fb6a87cbcda735a8629,2023-05-11 00:00:00.000,269,525,0,0.0,-110.0,302,0.0,0,0,388,0.39209101124176676,,0.0,0,0.0,0.0,4.993751830227778,11.322252910543595,2023-05-12 23:31:25.768725+00:00
Thales,0xf80350859238421479f451fe55eba610153af57b,,308,0x9841484a4a6c0b61c4eea71376d76453fd05ec9c,2023-05-11 00:00:00.000,51,528,0,0.0,24.0,117,0.0,0,0,561,0.5559638544188077,,0.0,0,0.0,0.0,9.344116108147176,11.292012145127465,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0xebbd6c12c341380c073f5299cebaa673ddd0190e,,803,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,3,533,0,0.0,,28,,0,0,1429,6.2998341086200735,,,0,,0.0,,11.254106735116594,2023-05-12 23:31:25.768725+00:00
Sonne Finance,0xec8fea79026ffed168ccf5c627c7f486d77b765f,soUSDC,39,0xfb59ce8986943163f14c590755b29db2998f2322,2023-05-11 00:00:00.000,225,228,289020,0.011988567545727568,-47.0,109,-7.0,52,72,219,0.3511861855237159,,-6836321.0,6129028,-0.13740913096536272,0.3081973485520646,0.9711733352902208,10.852202133941248,2023-05-12 23:31:25.768725+00:00
Sonne Finance,0x8cd6b19a07d754bf36adeee79edf4f2134a8f571,soOP,42,0xfb59ce8986943163f14c590755b29db2998f2322,2023-05-11 00:00:00.000,225,228,0,0.0,-34.0,113,-55.0,0,0,192,0.3182523778257231,,-5518598.0,7274824,0.0139606820495623,0.39849090637546075,1.2259082072988239,10.722521448554017,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x840048281d438bc834fa5c8a3d0ba7822553bc88,,767,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,29,533,0,0.0,-38.0,64,0.0,0,0,491,0.6184734447353877,,0.0,0,0.0,0.0,10.742675201504795,11.042849484116076,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x8ac835c05530f10595c8015467339523154b4d85,CollateralManager,322,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,380,533,0,0.0,-34.0,64,0.0,0,0,491,0.6184734447353872,,0.0,0,0.0,0.0,-0.3284308078100757,11.042849484116074,2023-05-12 23:31:25.768725+00:00
Omniswap,0x4af9be5a3464afdefc80700b41fcc4d9713e7449,,9,0x2da7e3a7f21cce79efeb66f3b082196ea0a8b9af,2023-05-11 00:00:00.000,293,293,0,0.0,0.0,1,0.0,0,0,682,0.8270534222163489,,0.0,0,0.0,0.0,8.790234518698284,11.037799773087782,2023-05-12 23:31:25.768725+00:00
Thales,0x966e38c5c3143ec903efe4e3ca74c23306f17035,,322,0x9841484a4a6c0b61c4eea71376d76453fd05ec9c,2023-05-11 00:00:00.000,7,528,0,0.0,,111,,0,0,250,1.4396824971120268,,,0,,0.0,,10.980445940657692,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x60417ec91411c884cc69408a6920975953482ab2,,825,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,3,533,0,0.0,,27,,0,0,1570,5.547899849018629,,,0,,0.0,,10.962909082115523,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x959c99e14af1e9312d176eb6828ac890e6ef18c1,,793,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,3,533,0,0.0,,27,,0,0,1616,5.774958730082749,,,0,,0.0,,10.878078932192427,2023-05-12 23:31:25.768725+00:00
,0x5f56f036b56cb1182913e32e9e14def2b217f3c4,,69,0xb5833db3379abba68c591645e5df1423d56460b4,2023-05-11 00:00:00.000,33,345,0,0.0,0.0,1,0.0,0,0,202,1.0412513323782262,,0.0,0,0.0,0.0,10.640267094864305,10.856034290768847,2023-05-12 23:31:25.768725+00:00
Slingshot,0x92a4cbfe0013153e70d2b1f9c5a07beb8aaad097,,22,0x44045fd5d3840fec51b76fb6a87cbcda735a8629,2023-05-11 00:00:00.000,316,525,0,0.0,-80.0,360,0.0,0,0,502,0.37451932237156615,,0.0,0,0.0,0.0,4.81911839350915,10.788666938008033,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x634684e3f0187cc45c427090227e85ef580eba6f,,817,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,3,533,0,0.0,,22,,0,0,1519,5.455549691360459,,,0,,0.0,,10.691172129037582,2023-05-12 23:31:25.768725+00:00
Reaper Farm,0x5c8765f08aec9f117b58b83834ca45c948a59ab1,,175,0x1e71aee6081f62053123140aacc7a06021d77348,2023-05-11 00:00:00.000,141,311,0,0.0,-8.0,173,0.0,0,0,239,0.36894420661567223,,0.0,0,0.0,0.0,8.003816217115855,10.621631348040088,2023-05-12 23:31:25.768725+00:00
Reaper Farm,0xb54a8709a96d045454e735328437cc0b0a884077,,174,0x1e71aee6081f62053123140aacc7a06021d77348,2023-05-11 00:00:00.000,141,311,0,0.0,-8.0,173,0.0,0,0,239,0.3689442066156723,,0.0,0,0.0,0.0,8.003816217115855,10.621631348040088,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x3d9a8e57e4e1b3ea511509e8f67d0c25fdcabd0b,,805,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,3,533,0,0.0,,27,,0,0,1500,5.45790378681623,,,0,,0.0,,10.562751877147743,2023-05-12 23:31:25.768725+00:00
Chainlink,0x22f04bc4162d63730dcde051fdfd97b4f55ff63b,AccessControlledOffchainAggregator,3,0xf663a1d22ec5cec99c4bb404ec3e948895afcd73,2023-05-11 00:00:00.000,429,429,0,0.0,-285.0,533,0.0,0,0,800,0.3164698794208783,,0.0,0,0.0,0.0,4.375506479619169,10.520886919821635,2023-05-12 23:31:25.768725+00:00
Synthetix,0x31ec26de77aa4c859b7a15a37d2fc9eb61289c14,,399,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,35,238,0,0.0,-14.0,7,0.0,0,0,169,1.0971785982731481,,0.0,0,0.0,0.0,10.310118657645901,10.520239342382961,2023-05-12 23:31:25.768725+00:00
Clique,0x1d94bc0fef20ef2e6332a5a46229f2b394fb5f58,,11,0x4401a1667dafb63cff06218a69ce11537de9a101,2023-05-11 00:00:00.000,6,128,11869560,0.9439250562029018,,2952,,2952,3014,3014,0.9439250562029016,,,53366724,,5.24719066032144,,5.247190660321462,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x78ab37e32c04efa43cbfb782dad1af3a919c597a,,823,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,3,533,0,0.0,,21,,0,0,1359,5.669354114282675,,,0,,0.0,,10.46977069336928,2023-05-12 23:31:25.768725+00:00
Galxe,0x2f05e799c61b600c65238a9df060caba63db8e78,,1,0x98422d38f6c408d0224b8fa4588b807ca5e66b17,2023-05-11 00:00:00.000,234,234,1406624,0.06456470484793932,119.0,221,128.0,215,248,493,0.4076464042535994,Generic ERC1155,11330566.0,35191320,0.7891097176783956,1.361784319385325,5.317693477954583,9.020955083325855,2023-05-12 23:31:25.768725+00:00
,0xc815db16d4be6ddf2685c201937905abf338f5d7,,3,0x5401fe33559a355638b9b37c9640a04a182feff2,2023-05-11 00:00:00.000,237,237,0,0.0,,124,,0,0,487,0.4818760513009042,,,0,,0.0,,10.318851387100256,2023-05-12 23:31:25.768725+00:00
,0x8341f96bd961146023e38ebffe3f2905b1bd9fb6,,2,0x5401fe33559a355638b9b37c9640a04a182feff2,2023-05-11 00:00:00.000,237,237,0,0.0,,124,,0,0,487,0.4818760513009044,,,0,,0.0,,10.307353956307148,2023-05-12 23:31:25.768725+00:00
Synthetix,0xecc8a6af92d825acc5b871993fc83d86cced5a19,,287,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,35,238,0,0.0,10.0,14,0.0,0,0,61,2.070296191554849,,0.0,0,0.0,0.0,9.32866920703199,10.013583422616858,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x49c1d2f0214396e9a862169c0a2920b4e8e07173,,820,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,3,533,0,0.0,,43,,0,0,2214,5.018939459360538,,,0,,0.0,,9.969269411165284,2023-05-12 23:31:25.768725+00:00
Decent,0x4056334cdca09a54ad0e99c195a8de321406c242,,38,0xfbe304258dcf193b9a320541985e2078ddb34287,2023-05-11 00:00:00.000,83,217,0,0.0,,177,,0,0,224,0.03616290142698879,,,0,,0.0,,9.962213707196252,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x62f5a47dde7a2de8c5dbe4d415b27a708564f8c1,,813,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,3,533,0,0.0,,22,,0,0,1413,5.135339060025576,,,0,,0.0,,9.915134537914982,2023-05-12 23:31:25.768725+00:00
Zerion,0xd7f1dd5d49206349cae8b585fcb0ce3d96f1696f,Router,1,0x161b29d1919d4e06b53ee449376181b5082b30b9,2023-05-11 00:00:00.000,428,428,2411336,0.13143943176448078,-41.0,119,-41.0,119,151,151,0.1843679253893111,,-27281509.0,71688556,1.465745950688199,3.994055177323505,2.346618704035043,5.86912590026624,2023-05-12 23:31:25.768725+00:00
Thales,0xcdaa51fa12ac485153f5b74f7ba8ed12b673ebfc,,215,0x8314125c8b68af2afd0d151eb4a551e88128a2ae,2023-05-11 00:00:00.000,57,509,0,0.0,-63.0,189,0.0,0,0,378,0.9232923006810569,,0.0,0,0.0,0.0,6.228306239191948,9.843349465856138,2023-05-12 23:31:25.768725+00:00
Firebird Finance,0x350e44fc8d033ab9cd5f832288f0c8f0ceed795f,,6,0xc5584892f5b81c58d0547891641a91c245c26209,2023-05-11 00:00:00.000,154,308,0,0.0,-7.0,72,0.0,0,0,110,0.5323549071429918,,0.0,0,0.0,0.0,6.174801881942588,9.724028159032844,2023-05-12 23:31:25.768725+00:00
,0x1422265b19db190ce1e5a661551738987ea151c6,,2,0xdcb02bb695306a05f1b947a182f8e1f83ce79f3a,2023-05-11 00:00:00.000,233,233,0,0.0,0.0,3,0.0,0,0,548,0.8676962979872087,,0.0,0,0.0,0.0,9.50029998158172,9.717512638986557,2023-05-12 23:31:25.768725+00:00
Overnight,0x73cb180bf0521828d8849bc8cf2b920918e23032,UsdPlusToken,4,0x5cb01385d3097b6a189d1ac8ba3364d900666445,2023-05-11 00:00:00.000,276,276,0,0.0,-123.0,135,0.0,0,0,252,0.22204608204903017,USD+,219166.0,1396292,0.006920300058008436,0.044706443360010145,0.5316954470728756,9.624436465125696,2023-05-12 23:31:25.768725+00:00
Arrakis Finance,0xaf9707c1c3b513d36002f8d87bdbd10c8414b847,,30,0x88215a2794ddc031439c72922ec8983bde831c78,2023-05-11 00:00:00.000,14,487,0,0.0,,64,,0,0,148,0.8195202030302701,,,0,,0.0,,9.648546162300931,2023-05-12 23:31:25.768725+00:00
Overnight,0xb79dd08ea68a908a97220c76d19a6aa9cbde4376,,3,0x5cb01385d3097b6a189d1ac8ba3364d900666445,2023-05-11 00:00:00.000,276,276,0,0.0,-123.0,135,0.0,0,0,252,0.22180722949439616,,0.0,0,0.0,0.0,0.5481690218488566,9.618573950323569,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x849383de33378e7dc0fd05f5d03daa33f231dc90,,797,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,3,533,0,0.0,,26,,0,0,1353,4.796303105055967,,,0,,0.0,,9.537974755685841,2023-05-12 23:31:25.768725+00:00
Dhedge,0xbea170c49036d7917cda7511b57cafd41efedc01,,7,0xef31d75a2f85cfdd9032158a2ceb773c84d79192,2023-05-11 00:00:00.000,528,528,0,0.0,-14.0,77,0.0,0,0,163,0.5905732045749726,,0.0,0,0.0,0.0,-2.823612122214694,9.53200194406307,2023-05-12 23:31:25.768725+00:00
,0xe8e0873f12d7e04630989401bc7b54a67e403df9,,6,0x5401fe33559a355638b9b37c9640a04a182feff2,2023-05-11 00:00:00.000,237,237,0,0.0,,124,,0,0,487,0.4365955069300828,,,0,,0.0,,9.362290322813138,2023-05-12 23:31:25.768725+00:00
Multichain,0xf390830df829cf22c53c8840554b98eafc5dcbc2,AnyswapV6ERC20,10,0xfa9da51631268a30ec3ddd1ccbf46c65fad99251,2023-05-11 00:00:00.000,385,542,0,0.0,-48.0,124,0.0,0,0,496,0.32644225222123374,anyUSDC,0.0,0,0.0,0.0,2.7667736509257486,9.322159581271928,2023-05-12 23:31:25.768725+00:00
Sonne Finance,0x5ff29e4470799b982408130efaabdeeae7f66a10,soUSDT,40,0xfb59ce8986943163f14c590755b29db2998f2322,2023-05-11 00:00:00.000,225,228,0,0.0,-36.0,77,0.0,0,0,138,0.21538189214284487,,-1641488.0,0,-0.11172097780411008,0.0,4.601367691378457,9.315955879868332,2023-05-12 23:31:25.768725+00:00
Overnight,0x5ef0f3f3ba2e6d146469baa18e47e7f199db23fc,,582,0x5cb01385d3097b6a189d1ac8ba3364d900666445,2023-05-11 00:00:00.000,43,276,0,0.0,0.0,3,0.0,0,0,38,1.4357183937469817,,0.0,0,0.0,0.0,7.784762846693186,9.142986232916224,2023-05-12 23:31:25.768725+00:00
Granary,0x389ee3f9a95f5cb73b50d138679b3f21883dac37,,14,0xe027880ceb8114f2e367211df977899d00e66138,2023-05-11 00:00:00.000,350,350,0,0.0,-204.0,105,0.0,0,0,207,0.2810133560008178,,0.0,0,0.0,0.0,-30.14582853609596,9.123132965394387,2023-05-12 23:31:25.768725+00:00
Dhedge,0x2b3779ac26dddce403a71e818e4c7491a495b195,AssetHandler,5,0xef31d75a2f85cfdd9032158a2ceb773c84d79192,2023-05-11 00:00:00.000,528,528,0,0.0,-14.0,77,0.0,0,0,163,0.5537922946480672,,0.0,0,0.0,0.0,-2.679004094305826,9.033158363805011,2023-05-12 23:31:25.768725+00:00
Chainlink,0x37aafb2ee35f1250a001202c660b13c301d2130b,,4,0xf663a1d22ec5cec99c4bb404ec3e948895afcd73,2023-05-11 00:00:00.000,429,429,0,0.0,-285.0,523,0.0,0,0,728,0.2452694643787384,,0.0,0,0.0,0.0,3.445325233428245,8.95836336079407,2023-05-12 23:31:25.768725+00:00
Mirror,0x8edc2cfca57c92133450b8f34e14d50260c39d38,,9,0x59ca05674f5073f95f292aaca2d28a7dc80f12d6,2023-05-11 00:00:00.000,21,382,0,0.0,,778,,0,0,863,0.23797457984986628,,,0,,0.0,,8.780998565938015,2023-05-12 23:31:25.768725+00:00
Paraswap,0xf298381a2b6b072f1998ee4eb261101f2a9f9516,,5,0xf01121e808f782d7f34e857c27da31ad1f151b39,2023-05-11 00:00:00.000,300,300,0,0.0,-90.0,347,0.0,0,0,453,0.306276811980181,,0.0,0,0.0,0.0,2.9167704646654835,8.704031641230598,2023-05-12 23:31:25.768725+00:00
Odos,0x69dd38645f7457be13571a847ffd905f9acbaf6d,OdosRouter,1,0x5e28ffe6700c6643747f51349d7246202f1a3f25,2023-05-11 00:00:00.000,217,217,2517668,0.1229435193682054,-62.0,179,-61.0,178,242,246,0.1763627862102727,,-63588789.0,68363864,0.538736292394578,3.5526453828363147,0.9739936171404215,5.047330437896213,2023-05-12 23:31:25.768725+00:00
Stargate Finance,0x16419058f15a86795933f78dc624b384d09e3a4e,,25,0x1d7c6783328c145393e84fb47a7f7c548f5ee28d,2023-05-11 00:00:00.000,296,420,0,0.0,53.0,285,0.0,0,0,312,0.32091681667708444,,0.0,0,0.0,0.0,6.736671319605881,8.589257476106406,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0xe1cfba047ef7f009c79dd9dabd8c464938a4fa90,,799,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,3,533,0,0.0,,29,,0,0,1107,4.621849599695086,,,0,,0.0,,8.56297368494706,2023-05-12 23:31:25.768725+00:00
Odos,0x4bde8be121d80349662cb98be900d5d03a78cacf,,10,0x015d83637a6904cb13c93068a48887f9acd7eef5,2023-05-11 00:00:00.000,20,199,0,0.0,,179,,0,0,242,0.35538966199668026,,,0,,0.0,,8.46801192474674,2023-05-12 23:31:25.768725+00:00
Synthetix,0x527b99e3d31f71d2414cc2dbabe0d527f9160926,,410,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,35,238,0,0.0,,114,,0,0,295,0.3124710236427187,,,0,,0.0,,8.40501357914173,2023-05-12 23:31:25.768725+00:00
Sonne Finance,0x26aab17f27cd1c8d06a0ad8e4a1af8b1032171d5,sowstETH,66,0xfb59ce8986943163f14c590755b29db2998f2322,2023-05-11 00:00:00.000,81,228,0,0.0,-43.0,66,0.0,0,0,123,0.18129947032052554,,-219933.0,0,-0.005590978975651405,0.0,6.240029447524258,8.355731138144703,2023-05-12 23:31:25.768725+00:00
,0xbbde98dff1185f5ff6374114c86e6fe6695cf705,,1,0x9112cfaf6aa7271ecf4db396d9b5211cf21b93c8,2023-05-11 00:00:00.000,7,7,12660268,0.824874254942013,,4,,4,440,440,1.4620711482953326,,,39532896,,2.8557547233717413,,5.44422055925959,2023-05-12 23:31:25.768725+00:00
Sonne Finance,0x60cf091cd3f50420d50fd7f707414d0df4751c58,Unitroller,36,0xfb59ce8986943163f14c590755b29db2998f2322,2023-05-11 00:00:00.000,225,228,272172,0.01028219114898632,-42.0,192,-25.0,55,64,464,0.21969439430679588,,-4863717.0,5545808,-0.021943392835068964,0.282346397165591,1.3981754494822711,7.994007875248631,2023-05-12 23:31:25.768725+00:00
Connext,0x8f7492de823025b4cfaab1d34c58963f2af5deda,ConnextDiamond,52,0xade09131c6f43fe22c2cbabb759636c43cfc181e,2023-05-11 00:00:00.000,141,202,0,0.0,-42.0,105,-79.0,0,0,281,0.3103916310153289,,-12725285.0,5013268,-0.23239063521106512,0.3633976178616605,2.929019013068581,7.818699306117926,2023-05-12 23:31:25.768725+00:00
Beefy Finance,0xc3d5c128a3e5bf60c6fb87a4b644b6a2d8093f55,,271,0x010da5ff62b6e45f89fa7b2d8ced5a8b5754ec1b,2023-05-11 00:00:00.000,175,321,0,0.0,-35.0,65,0.0,0,0,255,0.27968520975975986,,0.0,0,0.0,0.0,3.3997312896798952,8.110075891773329,2023-05-12 23:31:25.768725+00:00
Sonne Finance,0xf7b5965f5c117eb1b5450187c9dcfccc3c317e8e,soWETH,38,0xfb59ce8986943163f14c590755b29db2998f2322,2023-05-11 00:00:00.000,225,228,0,0.0,-30.0,83,0.0,0,0,151,0.24558621805842842,,-921501.0,0,-0.04204546488432089,0.0,2.827967903987118,8.040178645196765,2023-05-12 23:31:25.768725+00:00
Thales,0xc392133eea695603b51a5d5de73655d571c2ce51,StakingThales,61,0x9841484a4a6c0b61c4eea71376d76453fd05ec9c,2023-05-11 00:00:00.000,469,528,237800,0.008711977374965875,-40.0,241,-13.0,55,61,425,0.24692074808278766,,-2814203.0,8791252,0.23086868102160446,0.5543743013903909,3.1419921818476357,7.453931212788664,2023-05-12 23:31:25.768725+00:00
Mirror,0x3f2408693cc2e0c8e0bb68f039ceb6deac0ec072,,11,0x59ca05674f5073f95f292aaca2d28a7dc80f12d6,2023-05-11 00:00:00.000,9,382,0,0.0,,708,,0,0,1298,1.6964953698137728,,,0,,0.0,,7.952499277935189,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x37c90107cce4567c691308944c8a1ea7c3e3e63b,,792,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,3,533,0,0.0,,29,,0,0,1700,4.063631797790174,,,0,,0.0,,7.809205333989083,2023-05-12 23:31:25.768725+00:00
,0xb855dfaddb253b34ad38cf6ce58bf7b91df2c1c2,,34,0x13201714657f8b211f72c5050aeb146d1fafc890,2023-05-11 00:00:00.000,2,296,0,0.0,,15,,0,0,3075,2.978731741223518,,,0,,0.0,,7.789253474642549,2023-05-12 23:31:25.768725+00:00
Sonne Finance,0xdb0c52f1f3892e179a69b19aa25da2aece5006ac,Comptroller,35,0xfb59ce8986943163f14c590755b29db2998f2322,2023-05-11 00:00:00.000,225,228,0,0.0,-42.0,192,0.0,0,0,464,0.21564546360136772,,0.0,0,0.0,0.0,1.2030241937392159,7.749425263490657,2023-05-12 23:31:25.768725+00:00
Slingshot,0x362a26172962bba6c659eae820f21f17bfa41619,,29,0x44045fd5d3840fec51b76fb6a87cbcda735a8629,2023-05-11 00:00:00.000,269,525,0,0.0,-231.0,367,0.0,0,0,569,0.25572695968089304,,0.0,0,0.0,0.0,1.5590712996822367,7.727073147138026,2023-05-12 23:31:25.768725+00:00
,0x2c884e50d2535697bd96fb7875d6f51356762324,,1,0xfffffacc41e00f96f6af4af0154ad18749c9d5ea,2023-05-11 00:00:00.000,27,27,2519484,0.13249557042084878,,208,,208,208,208,0.1324955704208488,,,124989900,,3.862650177322619,,3.8626501773226174,2023-05-12 23:31:25.768725+00:00
Thales,0xeed063903f9f0ddc044507bdab5d59d91d8fbac4,,319,0x9841484a4a6c0b61c4eea71376d76453fd05ec9c,2023-05-11 00:00:00.000,16,528,0,0.0,,157,,0,0,281,0.7672159992491709,,,0,,0.0,,7.617855667179935,2023-05-12 23:31:25.768725+00:00
,0x540243fb1aadc71ee6d713409f35e3ea7865718d,,5,0x7f593f2a0f034d6d79518e195d3b052032ce8532,2023-05-11 00:00:00.000,45,163,0,0.0,0.0,6,0.0,0,0,1341,0.9284593354447098,,6318472.0,6318472,0.7201698390999134,0.7201698390999134,6.504343577527367,6.8714738207713015,2023-05-12 23:31:25.768725+00:00
Granary,0x72fad09e3da8cec0e975bf253c1e5eafdb927fec,,7,0xe027880ceb8114f2e367211df977899d00e66138,2023-05-11 00:00:00.000,350,350,0,0.0,-204.0,105,0.0,0,0,208,0.23187680461361249,,0.0,0,0.0,0.0,-24.406120856652954,7.541417046836669,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0xed54bbfdba40c9390f8b9b0174811cacc442fdf8,,796,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,3,533,0,0.0,,22,,0,0,1873,3.9240921025926236,,,0,,0.0,,7.538466125686968,2023-05-12 23:31:25.768725+00:00
Kwenta,0x1066a8eb3d90af0ad3f89839b974658577e75be2,RewardEscrow,11,0xe029c32d412972c5f3d107da6d6ecf8f1c1e788c,2023-05-11 00:00:00.000,183,183,764200,0.044586092406462816,4.0,213,-10.0,175,185,416,0.13753558621786946,,-2058250.0,23647892,0.7930957739890058,1.4387511968051685,4.442155494028144,6.0990696765097,2023-05-12 23:31:25.768725+00:00
Synthetix,0xf5826f24805c162c696b79ba31ebc6fb8003d475,,557,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,8,238,0,0.0,,9,,0,0,111,1.3845412750566661,,,0,,0.0,,7.482011935119765,2023-05-12 23:31:25.768725+00:00
Multichain,0x4e720dd3ac5cfe1e1fbde4935f386bb1c66f4642,BIFI_token,27,0xfa9da51631268a30ec3ddd1ccbf46c65fad99251,2023-05-11 00:00:00.000,315,542,0,0.0,-9.0,56,0.0,0,0,406,0.7765835041088167,BIFI,-84574.0,0,-0.0015487818324890596,0.0,-2.024529171455052,7.461255292995515,2023-05-12 23:31:25.768725+00:00
Synthetix,0x352b138d7f6500fc71a014f3c7ed48b6d99fbe4d,,498,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,15,238,0,0.0,,117,,0,0,328,0.5772707952047182,,,0,,0.0,,7.428605671048684,2023-05-12 23:31:25.768725+00:00
Reaper Farm,0xdf2d2c477078d2cd563648abbb913da3db247c00,,17,0x3b410908e71ee04e7de2a87f8f9003afe6c1c7ce,2023-05-11 00:00:00.000,234,286,0,0.0,-87.0,78,0.0,0,0,85,0.23444304491281154,rf-a-WETH,0.0,0,0.0,0.0,0.613006536942887,7.427318297999177,2023-05-12 23:31:25.768725+00:00
Thales,0xcaa383b59ec3d8f1fa8da2afbb8b80bf959eb7b6,,232,0x8314125c8b68af2afd0d151eb4a551e88128a2ae,2023-05-11 00:00:00.000,33,509,0,0.0,-32.0,115,0.0,0,0,250,0.4106797925963258,,0.0,0,0.0,0.0,7.088472791124577,7.415306687445935,2023-05-12 23:31:25.768725+00:00
,0xab7c89c1d9e3f0c1e8517eceb319f8981a082c8d,,72,0xb8802f1a67ba4ccc568f00d9bd8832ce3e3192b0,2023-05-11 00:00:00.000,37,321,11107160,0.7171440989725135,1.0,11,1.0,11,2611,2611,0.7171440989725092,,28790242.0,37559032,3.039399257328504,3.6860399405982043,3.039399257328513,3.686039940598198,2023-05-12 23:31:25.768725+00:00
