"block_number","block_timestamp","asc_block_number_rank","desc_block_number_rank","last_base_fee_per_gas_gwei","trailing_avg_base_fee_per_gas_gwei","last_l1_gas_price_gwei","trailing_avg_l1_gas_price_gwei","trailing_avg_priority_fee_paid_per_gas_gwei_1pct","trailing_avg_priority_fee_paid_per_gas_gwei_25pct","trailing_avg_priority_fee_paid_per_gas_gwei_50pct","trailing_avg_priority_fee_paid_per_gas_gwei_75pct","trailing_avg_priority_fee_paid_per_gas_gwei_99pct"
10146911,"2023-06-02 16:04:50",995,25,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,66.3988291324666667,2.0618178742666657,2.0887198470666655,2.1167427353999986,3.774815621883332,5.366565592907335
10146909,"2023-06-02 16:04:46",994,26,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,65.9368383129000000,5.321917870566666,5.348819843366666,5.376842731699999,7.034915618183333,8.626665589207336
10146908,"2023-06-02 16:04:44",993,27,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,65.5923740711333333,5.321917870566666,5.348819843366667,5.376842731699999,7.034915618183333,8.626665589207336
10146907,"2023-06-02 16:04:42",992,28,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,65.2479098293666667,5.361418874229667,5.378744846141667,5.39679273355,7.044890619108333,8.627064589244334
10146905,"2023-06-02 16:04:38",991,29,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,64.8390836762000000,5.361418874229667,5.378744846141667,5.396792733550001,7.044890619108333,8.627064589244336
10146902,"2023-06-02 16:04:32",990,30,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,64.4302575230333333,5.361272407555668,5.375083179291668,5.389469399850001,7.033905618558334,8.612564388518337
10146899,"2023-06-02 16:04:26",989,31,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,63.9847925121333333,5.361272407555668,5.375083179291668,5.389469399850001,7.033905618558334,8.612564388518337
10146898,"2023-06-02 16:04:24",988,32,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,63.5791499426666667,5.346625740155669,5.360436511891669,5.374822732450002,7.019258951158335,8.597917721118339
10146896,"2023-06-02 16:04:20",987,33,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,63.0017896971666667,5.3890949728406685,5.392610173016668,5.396271839866669,7.029983504866668,8.59834670326667
10146894,"2023-06-02 16:04:16",986,34,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,62.4244294516666667,5.316165731179336,5.326961180283336,5.338206439766669,6.979501697400002,8.555145144728005
10146893,"2023-06-02 16:04:14",985,35,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,61.8470692061666667,5.316165731179336,5.3269611802833365,5.33820643976667,6.979501697400002,8.555145144728003
10146890,"2023-06-02 16:04:08",984,36,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,61.2697089606666667,5.316165731179337,5.3269611802833365,5.33820643976667,6.979501697400002,8.555145144728005
10146889,"2023-06-02 16:04:06",983,37,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,60.8583462164333333,5.24293239581267,5.25372784491667,5.264973104400004,6.906268362033336,8.481911809361337
10146887,"2023-06-02 16:04:02",982,38,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,60.4469834722000000,5.242932395812671,5.25372784491667,5.264973104400004,6.9062683620333365,8.481911809361337
10146886,"2023-06-02 16:04:00",981,39,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,60.0356207279666667,5.242932395812671,5.253727844916671,5.2649731044000045,6.9062683620333365,8.481911809361337
10146885,"2023-06-02 16:03:58",980,40,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,59.6242579837333333,5.242932395812672,5.253727844916671,5.2649731044000045,6.9062683620333365,8.481911809361337
