date,protocol,chain,usd_value,name,category,parent_protocol,net_dollar_flow,net_dollar_flow_latest_price,rank_desc,mark_at_latest_price,cumul_net_dollar_flow,flow_direction,abs_cumul_net_dollar_flow,cumul_net_dollar_flow_1d,daily_avg_tvl_1d,flow_direction_1d,abs_cumul_net_dollar_flow_1d,cumul_net_dollar_flow_3d,daily_avg_tvl_3d,flow_direction_3d,abs_cumul_net_dollar_flow_3d,cumul_net_dollar_flow_7d,daily_avg_tvl_7d,flow_direction_7d,abs_cumul_net_dollar_flow_7d,cumul_net_dollar_flow_14d,daily_avg_tvl_14d,flow_direction_14d,abs_cumul_net_dollar_flow_14d,cumul_net_dollar_flow_30d,daily_avg_tvl_30d,flow_direction_30d,abs_cumul_net_dollar_flow_30d,cumul_net_dollar_flow_90d,daily_avg_tvl_90d,flow_direction_90d,abs_cumul_net_dollar_flow_90d,cumul_net_dollar_flow_180d,daily_avg_tvl_180d,flow_direction_180d,abs_cumul_net_dollar_flow_180d,cumul_net_dollar_flow_365d,daily_avg_tvl_365d,flow_direction_365d,abs_cumul_net_dollar_flow_365d,pct_of_tvl
2024-07-08,the-tokenized-bitcoin,Ethereum,30276543.03882,The Tokenized Bitcoin,Services,The Tokenized Bitcoin,0.0,0.0,1,1,-21203303.07778073,-1,21203303.07778073,0.0,30276543.03882,1,0.0,0.0,30519146.114899997,1,0.0,0.0,31686248.47482714,1,0.0,0.0,32176814.965770002,1,0.0,-8942.6551157251,33979520.09842733,-1,8942.6551157251,-2050915.148428169,35362312.73444622,-1,2050915.148428169,-3332074.626527062,33982340.31656516,-1,3332074.626527062,-27261236.562888674,28019103.871606983,-1,27261236.562888674,0.0
2024-07-08,the-vault,Solana,57528814.14347,The Vault,Liquid Staking,The Vault,-47609.70941648548,-47609.70941648548,1,1,-828792.2817962724,-1,828792.2817962724,-47609.70941648548,57528814.14347,-1,47609.70941648548,-129469.91733895965,58405722.96109333,-1,129469.91733895965,-569415.4519093381,59953712.65526428,-1,569415.4519093381,-789614.0532417811,59903901.99986429,-1,789614.0532417811,-828792.2817962724,60150210.830918886,-1,828792.2817962724,-828792.2817962724,60150210.830918886,-1,828792.2817962724,-828792.2817962724,60150210.830918886,-1,828792.2817962724,-828792.2817962724,60150210.830918886,-1,828792.2817962724,-0.0827580233059429
2024-07-08,thena-fusion,Binance,31796847.47402,THENA FUSION,Dexes,parent#thena,-447693.9883723235,-447693.9883723235,1,1,-42546011.87694072,-1,42546011.87694072,-447693.9883723235,31796847.47402,-1,447693.9883723235,-2034904.421132386,32621471.624253336,-1,2034904.421132386,-1041728.2200914524,35545434.00798715,-1,1041728.2200914524,-205925.3862986725,36061852.93002643,-1,205925.3862986725,423539.2847928988,36956495.555364996,1,423539.2847928988,2706768.018037133,35748911.85700411,1,2706768.018037133,656344.2902959392,31739574.65618972,1,656344.2902959392,-42676939.50125786,30201241.684425287,-1,42676939.50125786,-1.4079823125173567
2024-07-08,thetanuts-finance,Arbitrum,8714581.15469,Thetanuts Finance,Yield,Thetanuts Finance,-541.6620192990486,-541.6620192990486,1,1,8703152.795084273,1,8703152.795084273,-541.6620192990486,8714581.15469,-1,541.6620192990486,-333786.7704343159,8856716.383586666,-1,333786.7704343159,-333891.2959236213,9510135.814830001,-1,333891.2959236213,6768786.55600924,6930095.529697857,1,6768786.55600924,6659974.147351683,4429359.167703,1,6659974.147351683,6093502.411420435,3427595.7656982224,1,6093502.411420435,8623638.49486975,3015731.2416032776,1,8623638.49486975,8703140.800267879,1506714.7317995343,1,8703140.800267879,-0.006215582937196445
2024-07-08,timeswap-v2,Ethereum,3211726.98075,Timeswap V2,Lending,parent#timeswap,26047.24074686286,26047.24074686286,1,1,3185272.320873181,1,3185272.320873181,26047.24074686286,3211726.98075,1,26047.24074686286,55358.34838527233,3192106.671353333,1,55358.34838527233,67282.57404108373,3201326.067704286,1,67282.57404108373,-99798.35122570598,3322088.550195,-1,99798.35122570598,-124966.70124363186,3436813.946835667,-1,124966.70124363186,1318872.8813589786,2555650.1503152223,1,1318872.8813589786,3149868.304488285,2107558.631845389,1,3149868.304488285,3185272.320873181,1041372.778908822,1,3185272.320873181,0.8110042012593589
2024-07-08,timeswap-v2,Base,152133.63266,Timeswap V2,Lending,parent#timeswap,446.7734648545863,446.7734648545863,1,1,121715.95389413467,1,121715.95389413467,446.7734648545863,152133.63266,1,446.7734648545863,337.45524717996796,152070.81364000004,1,337.45524717996796,-5028.381939505028,154704.67000142857,-1,5028.381939505028,-41450.467913948,174711.312345,-1,41450.467913948,-101843.45720242693,218399.76978533334,-1,101843.45720242693,-102333.1950152474,325575.361033,-1,102333.1950152474,150387.62249882615,210834.09635572223,1,150387.62249882615,121715.95389413467,127299.45083873846,1,121715.95389413467,0.2936717259970188
2024-07-08,timeswap-v2,Arbitrum,3946876.45023,Timeswap V2,Lending,parent#timeswap,-786.2964896905303,-786.2964896905303,1,1,3027135.772431761,1,3027135.772431761,-786.2964896905303,3946876.45023,-1,786.2964896905303,-12406.234159182815,3957145.9256466664,-1,12406.234159182815,500885.2337356457,3925386.568525714,1,500885.2337356457,1414510.1267761951,3734386.1398107144,1,1414510.1267761951,1204782.2282561394,3544143.034244,1,1204782.2282561394,-308033.2668958833,4070913.7902064444,-1,308033.2668958833,-3521781.1501420946,6186525.575617166,-1,3521781.1501420946,3029377.5978487227,4458750.899929808,1,3029377.5978487227,-0.01992199400223713
2024-07-08,thruster-v3,Blast,264962493.50134003,Thruster V3,Dexes,parent#thruster,-3527598.1917815073,-3527598.1917815073,1,1,264047985.0071397,1,264047985.0071397,-3527598.1917815073,264962493.50134003,-1,3527598.1917815073,-17545244.45773459,270641924.012,-1,17545244.45773459,-39025181.25894445,296272570.57810575,-1,39025181.25894445,-172875890.69710985,339492396.65644217,-1,172875890.69710985,-179291695.84855765,436298041.1153166,-1,179291695.84855765,-14151255.322986262,389626499.50060314,-1,14151255.322986262,264047985.0071397,304695242.6044151,1,264047985.0071397,264047985.0071397,304695242.6044151,1,264047985.0071397,-1.3313575612782593
2024-07-08,thruster-v2,Blast,21030078.30369,Thruster V2,Dexes,parent#thruster,-136779.47920860013,-136779.47920860013,1,1,14322415.525667064,1,14322415.525667064,-136779.47920860013,21030078.30369,-1,136779.47920860013,-2953686.6534494297,21340647.858563334,-1,2953686.6534494297,-4562031.842726836,24604793.835494284,-1,4562031.842726836,-15204334.69544739,27995991.54591,-1,15204334.69544739,-18158337.310854495,36061355.15121333,-1,18158337.310854495,-28182495.51235056,44767661.357322,-1,28182495.51235056,14322415.525667064,41130709.86613721,1,14322415.525667064,14322415.525667064,41130709.86613721,1,14322415.525667064,-0.6503992863621454
2024-07-08,thorchain-lending,Thorchain,166808913.90466,Thorchain Lending,CDP,Thorchain Lending,3629358.946389417,3629358.946389417,1,1,160178489.56367087,1,160178489.56367087,3629358.946389417,166808913.90466,1,3629358.946389417,4963346.966712695,168213447.50563332,1,4963346.966712695,10922921.198091682,176613522.16787714,1,10922921.198091682,11904825.631975975,180540296.276035,1,11904825.631975975,40298999.163585246,190763968.58267698,1,40298999.163585246,84181647.04074231,187475549.328443,1,84181647.04074231,160178489.56367087,185843613.42635408,1,160178489.56367087,160178489.56367087,185843613.42635408,1,160178489.56367087,2.1757583941010403
2024-07-08,thorchain,Thorchain,110446886.5416,Thorchain,Dexes,Thorchain,1164335.012773441,1164335.012773441,1,1,-54116242.663674355,-1,54116242.663674355,1164335.012773441,110446886.5416,1,1164335.012773441,3354206.008067294,111395736.31491666,1,3354206.008067294,3673047.3410489103,119157179.86414143,1,3673047.3410489103,2732788.99637908,123473902.23541714,1,2732788.99637908,8131148.528472045,135319918.02230832,1,8131148.528472045,14449461.084809823,162405959.29798812,1,14449461.084809823,-4551510.773459129,174737662.79367977,-1,4551510.773459129,-54116242.663674355,134735333.81284672,-1,54116242.663674355,1.0542035626643873
2024-07-08,thorchain,Litecoin,2902439.97419,Thorchain,Dexes,Thorchain,-50615.58367844687,-50615.58367844687,1,1,2118636.6986578456,1,2118636.6986578456,-50615.58367844687,2902439.97419,-1,50615.58367844687,-18769.795662475735,2968483.2356499997,-1,18769.795662475735,35225.43853304099,3219834.961545714,1,35225.43853304099,-165483.48964521417,3354323.427428571,-1,165483.48964521417,-651844.0802280464,3703439.5659763333,-1,651844.0802280464,-632463.927438794,4416127.952684667,-1,632463.927438794,-245100.68962094205,4427381.9202459445,-1,245100.68962094205,2118636.6986578456,3278153.333646639,1,2118636.6986578456,-1.7438976905137353
2024-07-08,thorchain,Ethereum,45056288.73388,Thorchain,Dexes,Thorchain,-559092.7570447694,-559092.7570447694,1,1,27290164.985453032,1,27290164.985453032,-559092.7570447694,45056288.73388,-1,559092.7570447694,-745907.5110693191,45551659.68477001,-1,745907.5110693191,-2017926.2544129728,48503577.81567714,-1,2017926.2544129728,-4014116.189182177,50086346.87577071,-1,4014116.189182177,-12418935.676850472,54753648.39188133,-1,12418935.676850472,-30246372.01024769,66666529.99278011,-1,30246372.01024769,-26579086.060238436,71700818.9423311,-1,26579086.060238436,27290164.985453032,55183820.796589084,1,27290164.985453032,-1.2408761856685293
2024-07-08,thorchain,Doge,3093663.46036,Thorchain,Dexes,Thorchain,23706.780277707712,23706.780277707712,1,1,1626928.150911767,1,1626928.150911767,23706.780277707712,3093663.46036,1,23706.780277707712,-100619.52632116282,3142584.441963333,-1,100619.52632116282,-105699.41744424794,3410082.1606828575,-1,105699.41744424794,-114004.82538641391,3557963.889504286,-1,114004.82538641391,-418154.76820896566,3904357.064261333,-1,418154.76820896566,-408225.9667769648,4741835.025825445,-1,408225.9667769648,-643370.2712415106,4546638.6454322785,-1,643370.2712415106,1626928.150911767,3170425.3688176586,1,1626928.150911767,0.7663012018427184
2024-07-08,thorchain,Cosmos,794302.13326,Thorchain,Dexes,Thorchain,-5347.683607405847,-5347.683607405847,1,1,463346.1832463333,1,463346.1832463333,-5347.683607405847,794302.13326,-1,5347.683607405847,-5918.0729983955935,801648.0772833336,-1,5918.0729983955935,-25156.837601556483,865422.9436799999,-1,25156.837601556483,-39685.73953430049,904126.1559478572,-1,39685.73953430049,-142447.1648509893,999636.1856593335,-1,142447.1648509893,-157702.97198872047,1245183.7590426668,-1,157702.97198872047,-313951.9833394665,1543452.7780472778,-1,313951.9833394665,463346.1832463333,1326255.6651564739,1,463346.1832463333,-0.6732556018020139
2024-07-08,uniswap-v2,Zora,1019524.48145,Uniswap V2,Dexes,parent#uniswap,3784.1645294911937,3784.1645294911937,1,1,518074.1551179503,1,518074.1551179503,3784.1645294911937,1019524.48145,1,3784.1645294911937,38571.52367626031,1016384.3744966666,1,38571.52367626031,27538.660061320465,1069058.3513942857,1,27538.660061320465,65898.26541656289,1079911.2269842855,1,65898.26541656289,-142147.19177334497,1062182.5427853332,-1,142147.19177334497,-253651.1596428612,1699846.6943192224,-1,253651.1596428612,518074.1551179503,1600493.4777404903,1,518074.1551179503,518074.1551179503,1600493.4777404903,1,518074.1551179503,0.37116955976468907
2024-07-08,thorchain,Bitcoincash,5706574.15118,Thorchain,Dexes,Thorchain,108075.10900034463,108075.10900034463,1,1,4721809.705247124,1,4721809.705247124,108075.10900034463,5706574.15118,1,108075.10900034463,129162.42049731508,5729343.981493334,1,129162.42049731508,115743.56660089782,6246179.282734285,1,115743.56660089782,-13778.849356121107,6523332.616432143,-1,13778.849356121107,-331935.636033577,7158306.120412334,-1,331935.636033577,130951.49289003675,8561827.16909589,1,130951.49289003675,424461.47833827324,7859329.536574166,1,424461.47833827324,4721809.705247124,4711070.449861047,1,4721809.705247124,1.893870229969709
2024-07-08,thorchain,Avalanche,4305597.24242,Thorchain,Dexes,Thorchain,-40601.3305865297,-40601.3305865297,1,1,2931333.969296324,1,2931333.969296324,-40601.3305865297,4305597.24242,-1,40601.3305865297,-195768.07281836416,4369757.990853333,-1,195768.07281836416,-353789.9797466849,4647103.8010471435,-1,353789.9797466849,-682873.2786446465,4787165.843374286,-1,682873.2786446465,-1094418.0538642704,5215464.859362333,-1,1094418.0538642704,-1639920.3649665779,6319024.9344718885,-1,1639920.3649665779,-842652.0818315505,7935009.048481222,-1,842652.0818315505,2931333.969296324,5311730.405751956,1,2931333.969296324,-0.9429895157520436
2024-07-08,thetanuts-finance,inEVM,165.82545000000002,Thetanuts Finance,Yield,Thetanuts Finance,-23.850000460526545,-23.850000460526545,1,1,18.802814943441746,1,18.802814943441746,-23.850000460526545,165.82545000000002,-1,23.850000460526545,-2.842170943040401e-14,177.48054333333334,-1,2.842170943040401e-14,-8.171241461241152e-14,188.77847714285713,-1,8.171241461241152e-14,-13.356000257894856,225.33784571428572,-1,13.356000257894856,-19.080000368421317,251.14195466666666,-1,19.080000368421317,33.219281621813415,246.03926533333333,1,33.219281621813415,18.802814943441746,263.7949533898305,1,18.802814943441746,18.802814943441746,263.7949533898305,1,18.802814943441746,-14.382593540693868
2024-07-08,thetanuts-finance,Polygon zkEVM,14095.38361,Thetanuts Finance,Yield,Thetanuts Finance,6.377892319583497,6.377892319583497,1,1,-78187.42196352304,-1,78187.42196352304,6.377892319583497,14095.38361,1,6.377892319583497,72.84189293472761,14062.895603333332,1,72.84189293472761,72.84189293471312,14957.121284285715,1,72.84189293471312,104.77236267699244,15503.145331428572,1,104.77236267699244,-232.9909962816109,16582.418791,-1,232.9909962816109,-285.4177310315151,19595.35440277778,-1,285.4177310315151,-2022.4976765601002,23628.070839,-1,2022.4976765601002,-78187.42196352304,58304.567960028246,-1,78187.42196352304,0.04524809324847808
2024-07-08,thetanuts-finance,Polygon,104828.75967,Thetanuts Finance,Yield,Thetanuts Finance,0.0,0.0,1,1,-27512.603645188614,-1,27512.603645188614,0.0,104828.75967,1,0.0,-1663.2537999999984,105052.59039333335,-1,1663.2537999999984,-1454.6160800151274,111687.30838714285,-1,1454.6160800151274,-1071.4114756933504,115469.48566357142,-1,1071.4114756933504,-2261.135870177889,121824.29723266666,-1,2261.135870177889,612.0300257063564,137343.143523,1,612.0300257063564,-1574.984895135065,157965.76870616665,-1,1574.984895135065,-27654.103645188614,200435.82492457534,-1,27654.103645188614,0.0
2024-07-08,thetanuts-finance,Fantom,622615.16452,Thetanuts Finance,Yield,Thetanuts Finance,0.0,0.0,1,1,-85234.25194022976,-1,85234.25194022976,0.0,622615.16452,1,0.0,0.0,646344.9730433334,1,0.0,243.51548759157913,732976.0006314286,1,243.51548759157913,243.5154875915871,792104.1971007142,1,243.5154875915871,-1180.814666506244,857613.9359810001,-1,1180.814666506244,1033.5361540002802,1041203.8731817777,1,1033.5361540002802,-38258.76870931176,982924.6504734445,-1,38258.76870931176,-85234.25194022976,713169.2294299452,-1,85234.25194022976,0.0
2024-07-08,thetanuts-finance,Ethereum,14123828.40153,Thetanuts Finance,Yield,Thetanuts Finance,1202.9045628049607,1202.9045628049607,1,1,2436816.9714075876,1,2436816.9714075876,1202.9045628049607,14123828.40153,1,1202.9045628049607,-107205.61115022251,14183252.788113333,-1,107205.61115022251,-116106.3117882706,14569268.197515715,-1,116106.3117882706,-6173810.986378443,15968129.456037143,-1,6173810.986378443,-6104054.431883056,19480932.396992333,-1,6104054.431883056,-4405280.284276096,20638033.815024223,-1,4405280.284276096,3526889.6153779333,17233915.34172772,1,3526889.6153779333,2436816.9714075876,12555679.585562905,1,2436816.9714075876,0.008516844927644781
2024-07-08,thetanuts-finance,Cronos,2717.69647,Thetanuts Finance,Yield,Thetanuts Finance,0.0,0.0,1,1,-4555.167649501783,-1,4555.167649501783,0.0,2717.69647,1,0.0,0.0,2776.2294266666668,1,0.0,0.0,2859.8650571428566,1,0.0,35.21087776955702,2900.218944285714,1,35.21087776955702,69.73134685577395,3050.486996333333,1,69.73134685577395,201.17592669052743,3603.7361191111113,1,201.17592669052743,-1863.3000884546718,4220.653402777778,-1,1863.3000884546718,-4555.167649501783,4692.303907977099,-1,4555.167649501783,0.0
2024-07-08,thetanuts-finance,Boba,36289.54759,Thetanuts Finance,Yield,Thetanuts Finance,0.0,0.0,1,1,-42249.18288288441,-1,42249.18288288441,0.0,36289.54759,1,0.0,0.0,37459.081410000006,1,0.0,219.52006746349417,38573.12384857143,1,219.52006746349417,219.52006746349417,39600.38201571429,1,219.52006746349417,434.153076396317,42804.954413,1,434.153076396317,842.3623189046383,55064.480594333334,1,842.3623189046383,-24884.278767163232,69372.87090355555,-1,24884.278767163232,-42249.18288288441,59782.79523808218,-1,42249.18288288441,0.0
2024-07-08,thetanuts-finance,Binance,189226.23640000002,Thetanuts Finance,Yield,Thetanuts Finance,0.0,0.0,1,1,-6435.670278709129,-1,6435.670278709129,0.0,189226.23640000002,1,0.0,0.0,192402.89227333336,1,0.0,1015.2511590851306,200857.49365857145,1,1015.2511590851306,1307.4608068638076,205111.36505357144,1,1307.4608068638076,-4542.207454169441,213945.92117666668,-1,4542.207454169441,4050.6350004637347,216593.5791417778,1,4050.6350004637347,45285.50850171765,175362.21482233334,1,45285.50850171765,-6435.670278709129,148296.13166427397,-1,6435.670278709129,0.0
2024-07-08,thetanuts-finance,Avalanche,35224.80719,Thetanuts Finance,Yield,Thetanuts Finance,0.0,0.0,1,1,-23276.98399882098,-1,23276.98399882098,0.0,35224.80719,1,0.0,0.0,35386.52207,1,0.0,124.33512969065995,35876.94831428571,1,124.33512969065995,215.5470696906585,35776.659106428575,1,215.5470696906585,347.7763489058205,36672.664499,1,347.7763489058205,210.03159054069772,40582.11573088889,1,210.03159054069772,-2228.3687525994887,44256.57707966666,-1,2228.3687525994887,-23276.98399882098,39769.329370246574,-1,23276.98399882098,0.0
2024-07-08,thetanuts-finance,Aurora,5278.37329,Thetanuts Finance,Yield,Thetanuts Finance,0.0,0.0,1,1,-3024.793148598086,-1,3024.793148598086,0.0,5278.37329,1,0.0,58.845024182831935,5380.4846800000005,1,58.845024182831935,58.845024182831935,5761.196444285714,1,58.845024182831935,58.845024182831935,5909.788722142856,1,58.845024182831935,116.53622436207978,6241.566215,1,116.53622436207978,388.46147320695627,7337.848068777778,1,388.46147320695627,-1502.5653934684979,6746.237383277778,-1,1502.5653934684979,-3024.793148598086,4826.868838739726,-1,3024.793148598086,0.0
2024-07-08,thorchain,Bitcoin,43443101.87921,Thorchain,Dexes,Thorchain,-576312.3722415877,-576312.3722415877,1,1,5267247.122473695,1,5267247.122473695,-576312.3722415877,43443101.87921,-1,576312.3722415877,57671.77499636321,43703014.74760333,1,57671.77499636321,-2695742.0354352877,46728015.29758715,-1,2695742.0354352877,-2853791.222570053,48501947.56897,-1,2853791.222570053,-13089828.950535517,53610033.224993005,-1,13089828.950535517,-22718187.92193364,63394476.77133045,-1,22718187.92193364,-33592690.46653931,66767976.14949894,-1,33592690.46653931,5267247.122473695,50833092.760190085,1,5267247.122473695,-1.3265912131320117
2024-07-08,uniswap-v3,Arbitrum,266803650.03801,Uniswap V3,Dexes,parent#uniswap,254599.11739517754,254599.11739517754,1,1,-65664514.98833945,-1,65664514.98833945,254599.11739517754,266803650.03801,1,254599.11739517754,1322099.473222307,269166722.9832799,1,1322099.473222307,-5154523.234247076,283508041.6803571,-1,5154523.234247076,266803776.4676836,294042366.399225,1,266803776.4676836,17971203.13281119,275780839.77730566,1,17971203.13281119,73734795.79850177,279960271.69405913,1,73734795.79850177,17638906.59342496,269569949.12416816,1,17638906.59342496,-65664514.98833945,250931910.4573942,-1,65664514.98833945,0.09542565004598186
2024-07-08,uniswap-v3,Avalanche,5613041.90506,Uniswap V3,Dexes,parent#uniswap,129.39974097995383,129.39974097995383,1,1,1585619.9472273886,1,1585619.9472273886,129.39974097995383,5613041.90506,1,129.39974097995383,71191.08902999466,5652767.622196666,1,71191.08902999466,173388.22465613633,5797255.259632857,1,173388.22465613633,5613041.759459999,5833036.958777144,1,5613041.759459999,3697347.3638245803,4824743.340528999,1,3697347.3638245803,3145550.6463634865,3488518.368859111,1,3145550.6463634865,3613600.1721741995,4060462.9037216664,1,3613600.1721741995,1585619.9472273886,3516247.8744502473,1,1585619.9472273886,0.0023053407255574487
2024-07-08,uniswap-v3,Base,147295013.8241,Uniswap V3,Dexes,parent#uniswap,-647626.2033368434,-647626.2033368434,1,1,519191766.3900581,1,519191766.3900581,-647626.2033368434,147295013.8241,-1,647626.2033368434,-3153290.2054811427,152554996.29770666,-1,3153290.2054811427,-3784354.7049146863,169536556.28347427,-1,3784354.7049146863,147343428.26999363,179231412.82739142,1,147343428.26999363,1930838.1856148466,188123186.153516,1,1930838.1856148466,25595122.606830344,174076241.79834288,1,25595122.606830344,492432192.50331706,104986902.78922883,1,492432192.50331706,519191766.3900581,67667349.08429278,1,519191766.3900581,-0.4396796514172842
2024-07-08,woofi-swap,Mantle,182157.57907,WOOFi Swap,Dexes,parent#woofi,3194.3439849301067,3194.3439849301067,1,1,-17387.008358233586,-1,17387.008358233586,3194.3439849301067,182157.57907,1,3194.3439849301067,7288.062248054286,182729.65836,1,7288.062248054286,18614.28817621786,183393.71084857144,1,18614.28817621786,9303.390605207627,183179.18533928573,1,9303.390605207627,-63978.838243838836,184682.92204066666,-1,63978.838243838836,-17387.008358233586,220872.7232835366,-1,17387.008358233586,-17387.008358233586,220872.7232835366,-1,17387.008358233586,-17387.008358233586,220872.7232835366,-1,17387.008358233586,1.7536157437086797
2024-07-08,woofi-swap,Linea,227763.5922,WOOFi Swap,Dexes,parent#woofi,313.6525785119302,313.6525785119302,1,1,2644.8387275164146,1,2644.8387275164146,313.6525785119302,227763.5922,1,313.6525785119302,6626.142255428384,230360.40794000003,1,6626.142255428384,14235.988182882214,232604.81816714283,1,14235.988182882214,3893.0675999355494,233254.0518385714,1,3893.0675999355494,14808.469589999238,228174.64173766665,1,14808.469589999238,-94542.27604355042,334535.98079122225,-1,94542.27604355042,-12503.544698135767,301859.49821361114,-1,12503.544698135767,2644.8387275164146,271144.4362058498,1,2644.8387275164146,0.1377097083349962
2024-07-08,woofi-swap,Binance,748059.9034699999,WOOFi Swap,Dexes,parent#woofi,-4639.0767612277905,-4639.0767612277905,1,1,-1025196.793759171,-1,1025196.793759171,-4639.0767612277905,748059.9034699999,-1,4639.0767612277905,2083.5344048670568,757033.8971733333,1,2083.5344048670568,17077.990466166135,780556.8697742857,1,17077.990466166135,-23640.471479491243,792043.4895685714,-1,23640.471479491243,111690.15452273375,777885.3377006667,1,111690.15452273375,-476088.12313709746,1043104.9709475555,-1,476088.12313709746,-1105341.7870927744,1141730.1048586667,-1,1105341.7870927744,-1025196.793759171,1153835.6046654982,-1,1025196.793759171,-0.6201477635291858
2024-07-08,woofi-swap,Base,1378864.48,WOOFi Swap,Dexes,parent#woofi,-2512.5228667587435,-2512.5228667587435,1,1,1378864.47923772,1,1378864.47923772,-2512.5228667587435,1378864.48,-1,2512.5228667587435,6585.205429384878,1384220.3587699998,1,6585.205429384878,21536.67734565854,1413065.4387342858,1,21536.67734565854,15782.90157080445,1428486.9457607144,1,15782.90157080445,1147566.5816941427,1273875.7139153334,1,1147566.5816941427,787802.3862545532,786163.0624714444,1,787802.3862545532,1106687.083854452,619749.7387939444,1,1106687.083854452,1378864.47923772,499115.15334252967,1,1378864.47923772,-0.18221680978820656
2024-07-08,woofi-swap,Avalanche,1149184.5756,WOOFi Swap,Dexes,parent#woofi,-2042.6371807695687,-2042.6371807695687,1,1,-3455167.9036782854,-1,3455167.9036782854,-2042.6371807695687,1149184.5756,-1,2042.6371807695687,35091.93090717199,1151644.951763333,1,35091.93090717199,41424.78709216603,1162455.271157143,1,41424.78709216603,23872.14786957924,1158188.460372857,1,23872.14786957924,-837018.0863805836,1287042.7434673335,-1,837018.0863805836,-3125304.194711888,2903336.1029856666,-1,3125304.194711888,-2024649.0162802942,3080170.5074882777,-1,2024649.0162802942,-3455167.9036782854,2772356.651130722,-1,3455167.9036782854,-0.17774665829491215
2024-07-08,woofi-swap,Arbitrum,4656094.2457,WOOFi Swap,Dexes,parent#woofi,-27557.02704883562,-27557.02704883562,1,1,1065536.712387253,1,1065536.712387253,-27557.02704883562,4656094.2457,-1,27557.02704883562,-61824.03226337347,4678055.324073334,-1,61824.03226337347,100369.29948014306,4820066.0081485715,1,100369.29948014306,1782969.2768723844,4750893.367650715,1,1782969.2768723844,3794282.631713869,3326267.324852667,1,3794282.631713869,3794282.6317138686,1108755.7816388889,1,3794282.6317138686,-4471807.472726915,3724876.807064889,-1,4471807.472726915,763600.6078873848,3251947.892501205,1,763600.6078873848,-0.5918485665165628
2024-07-08,woofi-earn,Polygon,1575980.46559,WOOFi Earn,Yield,parent#woofi,-24836.2286872775,-24836.2286872775,1,1,-538320.0214093308,-1,538320.0214093308,-24836.2286872775,1575980.46559,-1,24836.2286872775,-32371.51780863951,1578878.3791466665,-1,32371.51780863951,-85174.61299349552,1609899.8995528573,-1,85174.61299349552,-40108.124796752134,1620665.6503071429,-1,40108.124796752134,-197213.19129517878,1652214.930073,-1,197213.19129517878,-210614.1780443329,1604032.7096122222,-1,210614.1780443329,-632099.9671688585,1931620.8994794998,-1,632099.9671688585,-544862.1587110327,1902365.585472493,-1,544862.1587110327,-1.5759223689349195
2024-07-08,woofi-earn,Optimism,1961962.2208,WOOFi Earn,Yield,parent#woofi,-48406.31003211499,-48406.31003211499,1,1,955913.4995016519,1,955913.4995016519,-48406.31003211499,1961962.2208,-1,48406.31003211499,108219.72169015833,1915988.6441066668,1,108219.72169015833,-177586.8633940684,1906863.3513757142,-1,177586.8633940684,-193133.80468395975,2018855.6756907143,-1,193133.80468395975,-509.4446457101949,2026580.119027333,-1,509.4446457101949,-645355.1680680771,1993350.8490650002,-1,645355.1680680771,-371465.3420280487,2414838.4139636667,-1,371465.3420280487,957789.7232810832,1860111.7598669317,1,957789.7232810832,-2.467239660322158
2024-07-08,woofi-earn,Fantom,28086.76733,WOOFi Earn,Yield,parent#woofi,-2186.2351612174175,-2186.2351612174175,1,1,-374397.7313560254,-1,374397.7313560254,-2186.2351612174175,28086.76733,-1,2186.2351612174175,-2560.3438662057947,28900.689283333293,-1,2560.3438662057947,-9481.636624925803,32357.31378142857,-1,9481.636624925803,-10714.742549036459,34860.67567357143,-1,10714.742549036459,-19225.052197294524,37755.709128999995,-1,19225.052197294524,-37757.48815023512,46714.25588877778,-1,37757.48815023512,-21595.536073171053,49296.534386055566,-1,21595.536073171053,-383594.3891768273,100817.2445398082,-1,383594.3891768273,-7.783861829062325
2024-07-08,woofi-earn,Binance,1196853.20675,WOOFi Earn,Yield,parent#woofi,-29242.642028619524,-29242.642028619524,1,1,-1564912.3614134458,-1,1564912.3614134458,-29242.642028619524,1196853.20675,-1,29242.642028619524,-27755.15625884865,1203595.899853333,-1,27755.15625884865,-70085.62739182699,1232263.4846042858,-1,70085.62739182699,-68829.71867776582,1239778.7113842857,-1,68829.71867776582,-414409.2252502971,1327676.186309,-1,414409.2252502971,-2050933.58714381,1466313.574764889,-1,2050933.58714381,-1628836.1851872979,2422163.4189781668,-1,1628836.1851872979,-1568040.7450718477,2313974.285184466,-1,1568040.7450718477,-2.4432939531512456
2024-07-08,woofi-earn,Avalanche,2300284.81974,WOOFi Earn,Yield,parent#woofi,-53127.93993500309,-53127.93993500309,1,1,-1405912.3496900718,-1,1405912.3496900718,-53127.93993500309,2300284.81974,-1,53127.93993500309,-11526.281596815512,2311955.92941,-1,11526.281596815512,-6974.785587761231,2353652.364185714,-1,6974.785587761231,-74064.5531625067,2290422.397415,-1,74064.5531625067,-246213.7010730289,2379013.541462,-1,246213.7010730289,-867415.807987633,2481933.1422759998,-1,867415.807987633,-2080272.2226660082,3507576.850257389,-1,2080272.2226660082,-1493787.257380531,3423928.0317113427,-1,1493787.257380531,-2.3096244203797385
