address,gov_delegation,active_gov_delegation,drop2_mod,op_amount_decimal_adjusted,op_amount_raw
0x0109c546b199f6fd600e4862970134db3dd53679,333.0721515,666.144303,6.931368549,1006.147823,1006147823093220000000
0x01113829d6441e86071c939484f55fd8a0398ed6,447.8401121,0.0,9.307044491,457.1471566,457147156638247000000
0x011211ec9576923988c2fe5aa3a362528c4e7e64,66.53419005,133.0683801,2.57983962,202.1824098,202182409780962000000
0x011344f58bc47bcd1801df47b56de710df7efe3c,135.3741583,225.6128443,16.51605951,377.5030621,377503062138903000000
0x0113be237bfa7c90c994d7605be5a61146916608,68.1750277,136.3500554,2.412478613,206.9375617,206937561717746000000
0x0115d6fbac68094082329d1a42e11ee23e359dc6,331.7554954,663.5109908,6.894565877,1002.161052,1002161052092370000000
0x01190aa8018b9f31c652c90240cf7142d96cf76a,48.23384691,0.0,0.0,48.23384691,48233846914549100000
0x011b0a055e02425461a1ae95b30f483c4ff05be7,4155.691727,8311.383453,0.0,12467.07518,12467075179727000000000
0x011e082aa7b63542abc0daf1ccf1e8a3f277fd18,50.25254685,0.0,0.0,50.25254685,50252546847847000000
0x011ebe45c131e87e187d185b842facad9e8e9dd9,3469.665437,6939.330874,90.8710012,10499.86731,10499867312839500000000
0x011edfad549ffb5c111ab6593b0dcacdad32ced7,50.02493332,100.0498666,2.978443717,153.0532437,153053243669464000000
0x011eea9a72a3691dad982d8d977819b0facfa5c8,115.9827639,231.9655278,2.412478613,350.3607702,350360770248459000000
0x0122f353c60727dcb485a6560dd537c4f9fe5a5a,174.8424882,349.6849765,3.633588803,528.1610535,528161053496428000000
0x0123e230c261e026c476a21fae07de3aa55ac870,41.14240806,82.28481613,1.311740489,124.7389647,124738964680664000000
0x0124e7a78864cd846ffbb1b1622b01ea6a42d779,133.901938,0.0,3.841920184,137.7438582,137743858225968000000
0x0125d5a2c872a2441f8781d47ef50c4bc97778fa,105.5966528,211.1933056,4.59918153,321.38914,321389139954650000000
0x0127089dd91368411271c88fca6b4268ae5a7fc7,512.1064037,0.0,11.26533745,523.3717412,523371741169569000000
0x0128d624c77dab2d912af2b262bc613f26699ef7,40.69337802,81.38675603,0.0,122.080134,122080134048345000000
0x012f3976c93260f7e4ce1289638278a870b6678d,257.2877231,514.5754463,6.071727841,777.9348972,777934897237450000000
0x0133682790e6779ab5e69ccf2aa9d40b3c893015,68.4312941,136.8625882,6.894565877,212.1884482,212188448176127000000
0x0133d7b8e24d11a9b4c511e31d3ee94ef3c9a0e7,171.3997932,342.7995864,4.438012896,518.6373925,518637392501102000000
0x013487daca45d3c6872c612415c3ab546f04eb32,65.01462513,130.0292503,1.616871808,196.6607472,196660747190600000000
0x0134dbc86e3fd5908aabb137fe2aaef223a63075,25.53616077,51.07232154,0.01009027939,76.61857259,76618572587133000000
0x01355fb8ea6daf94b2c62be852b2da95e744ace6,327.9860546,0.0,7.479545775,335.4656004,335465600408014000000
0x013812d42954149d2bc3e0246d65f4097d1b2fe5,237.4041221,0.0,4.933749048,242.3378712,242337871184006000000
0x014607f2d6477badd9d74bf2c5d6356e29a9b957,64.24899161,128.4979832,1.656785094,194.4037599,194403759919983000000
0x0147c5ff2e711d043d039b5b40a3acbee01c1a93,167.6325857,0.0,3.477756275,171.110342,171110342006979000000
0x0148107d2b0fc3e90e8ac427a9058beaffc5dd79,450.9909765,901.9819529,0.0,1352.972929,1352972929395090000000
0x014819ad98c106d1c76dbfc67591d241cd67cce6,79.2449675,0.0,2.412478613,81.65744612,81657446117145600000
0x014bcbc7ab0eaa72688b91fc2063c50a0a38342e,17.7926359,35.5852718,0.0,53.37790769,53377907692843600000
0x01504cb4de2a4cecfa59cfd76a241e8b21fa300e,115.2697938,230.5395877,2.412478613,348.2218601,348221860100433000000
0x0150d9832328c64f8255e129b14e63d8dc7e8d3f,55.64047198,111.280944,1.109951594,168.0313675,168031367535391000000
0x0154d25120ed20a516fe43991702e7463c5a6f6e,3130.720165,6261.44033,65.06284514,9457.223341,9457223340561290000000
0x015516e6d176c01c606bf0a6f4ee3a65f5ea1324,209.1622424,0.0,21.91513362,231.077376,231077376023229000000
0x0155e31d9c01c28395277bd4210bf5c51965e8d6,622.6826004,1245.365201,12.94063329,1880.988434,1880988434429830000000
0x015a2c6080f554ad428632a89a0743fcf766eacc,36.31907143,3.2306849e-05,0.0,36.31910373,36319103732323600000
0x015ec1fa097ece8cadb1fcb8fafdd3b953b02e49,145.4483915,290.896783,3.350660194,439.6958347,439695834652257000000
0x016040946d60a6cfc00fc1926a2ba50d537600cd,20.21882154,40.43764307,0.8508170666,61.50728168,61507281676682300000
0x0161d1cc10116bb2a073a0c293d5e4f1a97a00b6,1375.710676,2751.421352,43.34491975,4170.476948,4170476948066010000000
0x01659cdf79d8d2ac587da9860659ab363920d726,116.7525734,233.5051468,7.517499448,357.7752196,357775219596394000000
0x0167767e7ffabd6e9fe1f958535bf296622d4b21,43.9325058,80.6930148,0.1103166337,124.7358372,124735837238173000000
0x01681d6f200d191673797d87fc567f4b06a029cd,442.0458781,884.0917562,142.1322431,1468.269877,1468269877472930000000
0x016ecde6527087120da5dd956d03d14e92c12756,220.4323666,0.0,6.371688735,226.8040553,226804055304273000000
0x017154d1f2c228765c494da30c018fa48a09e1ad,58.75025973,14.30195742,0.2910357474,73.3432529,73343252903708600000
0x0172e05392aba65366c4dbbb70d958bbf43304e4,3925.891724,7851.783447,5.174033128,11782.8492,11782849203797400000000
0x0174998c7e8fa81d45de706a1c911497921a8122,299.7718862,0.0,0.0,299.7718862,299771886218192000000
